Name,Macroarea,Family,Genus,WL,Index0,Index1,Index2,Index3,Index4,Index5,Index6,T,T_max,T_min,T_sd,T_diff,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,Index6_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Oko Juwoi,Eurasia,GA,GA.GREAT_ANDAMANESE,3.9429,9.7439,36.6174,4.5993,3.2373,1.6746,1.9767,4.5993,26.5961,27.9595,25.1696,0.9100,2.7899,-0.0146,-0.7632,-0.5653,-1.0136,-0.2853,-0.6823,-0.1647,-1.0365,0.9711,0.5695,0.9851,-0.6568,-0.3719
Oko Osanye Eni,Africa,NC,NC.OKO,3.6875,12.6437,52.6811,5.7222,3.9333,1.8309,2.3228,5.7222,25.1163,26.4566,23.6657,1.0931,2.7909,-0.3863,3.1997,2.7390,3.0209,3.0989,1.9124,2.7945,2.9748,0.5338,0.1850,0.6512,-0.4340,-0.3716
Okobo,Africa,NC,NC.LOWER_CROSS,3.1026,10.2442,39.6361,4.7801,3.2605,1.7182,1.9812,4.7897,25.7035,26.8593,24.4514,0.9635,2.4079,-1.3365,-0.1494,0.0879,-0.4373,-0.1810,-0.0274,-0.1261,-0.4361,0.7013,0.2852,0.8218,-0.5866,-0.5074
Okpamheri,Africa,NC,NC.EDOID,3.4138,12.118,51.6299,5.5094,3.6985,1.7658,2.2555,5.5094,25.0132,26.4847,23.4620,1.1549,3.0227,-0.8121,2.4088,2.5343,2.1720,1.8988,0.7469,2.2200,2.1264,0.5052,0.1919,0.6083,-0.3686,-0.2982
Okpe,Africa,NC,NC.EDOID,2.75,11.7321,45.6563,5.3542,3.5744,1.7976,2.0685,5.3542,25.5284,26.6852,24.1656,0.9753,2.5196,-1.9931,1.8486,1.3429,1.5780,1.2884,1.3004,0.6215,1.5340,0.6505,0.2416,0.7587,-0.5717,-0.4657
Okrika,Africa,Ijo,Ijo.IJOID,4.2167,11.2244,40.072,5.2351,3.5322,1.798,2.0733,5.2351,25.6798,26.8225,24.3620,0.9530,2.4606,0.3599,1.1380,0.1809,1.1365,1.0846,1.3075,0.6625,1.0943,0.6943,0.2759,0.8019,-0.6000,-0.4875
Oksapmin,Pacific,TNG,TNG.OKSAPMIN,4.6,10.4228,42.8317,4.9337,3.3519,1.7384,2.0427,4.9423,19.1037,19.4489,18.5552,0.4353,0.8937,0.8480,0.0769,0.7615,0.0741,0.2358,0.2934,0.4006,0.0682,-0.7771,-1.2343,-0.2711,-1.6360,-1.4216
Oksapmin 2,Pacific,TNG,TNG.OKSAPMIN,3.5417,9.0977,31.7921,4.46,3.0021,1.6751,1.8201,4.46,19.1037,19.4489,18.5552,0.4353,0.8937,-0.6093,-1.5128,-1.6484,-1.4388,-1.3090,-0.6751,-1.5079,-1.4557,-0.7771,-1.2343,-0.2711,-1.6360,-1.4216
Oku,Africa,NC,NC.WIDE_GRASSFIELDS,3.1061,10.2607,34.6396,4.9644,3.276,1.7096,1.9929,4.9644,16.3063,17.9014,14.7500,1.1904,3.1514,-1.3303,-0.1286,-1.0030,0.1787,-0.1109,-0.1606,-0.0259,0.1430,-1.1790,-1.4695,-0.7774,-0.3330,-0.2599
Olamentke,NorthAmerica,Pen,Pen.MIWOK,4.1406,9.3549,34.3333,4.5312,3.0969,1.6422,1.8896,4.5312,13.8580,17.9732,10.2606,3.0591,7.7127,0.2582,-1.2203,-1.0716,-1.2235,-0.9038,-1.1369,-0.9114,-1.2436,-1.4463,-1.4591,-1.2179,0.6824,0.5612
Old Irish,Eurasia,IE,IE.CELTIC,4.2179,9.8524,35.2318,4.6903,3.148,1.696,1.8889,4.6903,9.5367,15.1348,5.0109,3.8593,10.1239,0.3615,-0.6326,-0.8711,-0.7270,-0.6812,-0.3672,-0.9174,-0.7536,-1.7664,-1.8246,-1.5662,0.9057,0.8101
Old Nubian,Africa,ESu,ESu.NUBIAN,3.138,10.6995,37.7727,4.9835,3.4144,1.7285,2.0364,4.9835,26.5879,33.8601,16.4714,6.5364,17.3887,-1.2744,0.4347,-0.3132,0.2442,0.5260,0.1348,0.3467,0.2079,0.9686,2.3731,-0.5651,1.3768,1.3042
Ollari Gadba,Eurasia,Dra,Dra.DRAVIDIAN,4.1613,9.655,35.3624,4.6103,3.1134,1.7319,1.8491,4.6103,22.3232,27.9287,17.3302,3.3557,10.5985,0.2860,-0.8692,-0.8421,-0.9793,-0.8322,0.1889,-1.2589,-1.0027,-0.1607,0.5614,-0.4491,0.7725,0.8520
Olo Eretei,Pacific,Tor,Tor.CENTRAL_WAPEI,4.2273,10.7685,37.4302,5.1534,3.5072,1.8061,2.051,5.1534,22.6275,22.9187,22.1916,0.4257,0.7271,0.3740,0.5253,-0.3877,0.8408,0.9648,1.4534,0.4717,0.8002,-0.0928,-0.6063,0.3530,-1.6678,-1.6124
Olo Lumi,Pacific,Tor,Tor.CENTRAL_WAPEI,4.1842,10.9609,39.6746,5.2345,3.5437,1.8178,2.0579,5.2345,22.6275,22.9187,22.1916,0.4257,0.7271,0.3167,0.7809,0.0962,1.1343,1.1399,1.6676,0.5307,1.0922,-0.0928,-0.6063,0.3530,-1.6678,-1.6124
Olo Somoro,Pacific,Tor,Tor.CENTRAL_WAPEI,4.312,11.1173,40.1967,5.2793,3.606,1.8186,2.114,5.2793,22.6275,22.9187,22.1916,0.4257,0.7271,0.4850,0.9919,0.2074,1.2989,1.4422,1.6824,1.0108,1.2560,-0.0928,-0.6063,0.3530,-1.6678,-1.6124
Olo Yebil,Pacific,Tor,Tor.CENTRAL_WAPEI,4.1818,10.5886,36.7527,5.1102,3.4388,1.8039,1.9942,5.1102,22.6275,22.9187,22.1916,0.4257,0.7271,0.3135,0.2902,-0.5356,0.6867,0.6404,1.4136,-0.0147,0.6472,-0.0928,-0.6063,0.3530,-1.6678,-1.6124
Oloma 2,Africa,NC,NC.AKPES,4.4815,11.6664,45.9235,5.2375,3.5521,1.7397,2.1792,5.2375,25.2038,26.4011,23.7878,1.0292,2.6134,0.7013,1.7550,1.3973,1.1453,1.1804,0.3144,1.5682,1.1031,0.5583,0.1714,0.6771,-0.5063,-0.4320
Olonets Karelian,Eurasia,Ura,Ura.FINNIC,4.65,10.2515,33.4711,4.9534,3.2866,1.6973,1.994,4.9534,1.8366,16.3953,-12.0651,10.2599,28.4604,0.9089,-0.1402,-1.2656,0.1411,-0.0629,-0.3477,-0.0164,0.1057,-2.0176,-1.6729,-1.9874,1.7440,1.7531
Olulumo Ikom,Africa,NC,NC.UPPER_CROSS,4.1447,11.223,44.781,5.1655,3.5244,1.7789,2.0928,5.1655,25.3696,26.6091,24.2557,0.9786,2.3534,0.2637,1.1360,1.1641,0.8842,1.0471,0.9713,0.8294,0.8434,0.6051,0.2227,0.7785,-0.5675,-0.5285
Oluta Popoluca,NorthAmerica,MZ,MZ.MIXE-ZOQUE,4.0513,8.8307,34.8609,4.537,3.045,1.5832,1.9664,4.537,24.8705,28.2514,21.0681,2.4267,7.1833,0.1365,-1.8082,-0.9536,-1.2058,-1.1269,-1.8982,-0.2529,-1.2261,0.4661,0.6477,0.1440,0.4499,0.4961
Omagua,SouthAmerica,Tup,Tup.MAWETI-GUARANI,3.8276,10.9658,46.0011,5.2586,3.5644,1.7626,2.1511,5.2586,25.4389,25.9004,24.7088,0.6590,1.1916,-0.1795,0.7875,1.4130,1.2226,1.2399,0.6928,1.3280,1.1801,0.6249,0.0501,0.8795,-1.0685,-1.1559
Omaha Ponca,NorthAmerica,Sio,Sio.MISSISSIPPI_VALLEY_SIOUAN,3.8,10.4752,37.9819,4.8991,3.3165,1.6565,2.0849,4.8991,9.0263,23.9631,-6.0361,10.8562,29.9992,-0.2197,0.1439,-0.2678,-0.0429,0.0733,-0.9396,0.7618,-0.0767,-1.7937,-0.3890,-1.9188,1.7878,1.8010
Omati,Pacific,TNG,TNG.TURAMA-KIKORIAN,5.0658,10.9583,43.272,5.176,3.4748,1.7377,2.1325,5.176,25.9859,27.1508,24.5291,1.0689,2.6217,1.3928,0.7774,0.8530,0.9220,0.8105,0.2821,1.1690,0.8810,0.7846,0.3590,0.8391,-0.4608,-0.4291
Omati 2,Pacific,TNG,TNG.TURAMA-KIKORIAN,5.2162,11.0402,43.6093,5.1906,3.4973,1.7438,2.1457,5.1906,25.9859,27.1508,24.5291,1.0689,2.6217,1.5588,0.8875,0.9228,0.9747,0.9175,0.3811,1.2818,0.9334,0.7846,0.3590,0.8391,-0.4608,-0.4291
Ombamba,Africa,NC,NC.BANTU,3.6667,10.5291,38.2354,4.9464,3.3049,1.7231,1.9868,4.9464,24.1101,24.6168,23.5477,0.8239,1.0691,-0.4176,0.2133,-0.2130,0.1173,0.0203,0.0494,-0.0781,0.0820,0.2648,-0.2461,0.6263,-0.7809,-1.2561
Ombo,Africa,NC,NC.BANTU,4.0278,10.7153,39.9114,4.9938,3.4417,1.7332,2.0702,4.9938,24.2062,24.8682,23.5528,0.7359,1.3154,0.1041,0.4554,0.1467,0.2797,0.6541,0.2097,0.6360,0.2431,0.2895,-0.1897,0.6274,-0.9248,-1.0646
Omi 2,Africa,CSu,CSu.MORU-MADI,3.4459,11.4155,43.5087,5.147,3.5647,1.7218,2.1636,5.147,22.4730,24.9992,20.8948,1.7051,4.1044,-0.7605,1.4020,0.9020,0.8178,1.2413,0.0289,1.4349,0.7774,-0.1275,-0.1600,0.1131,0.0753,-0.0171
Omie,Pacific,TNG,TNG.KOIARIAN,2.96,10.6977,39.2887,4.9023,3.1597,1.6743,1.976,4.9023,21.5193,22.4552,20.5221,0.7572,1.9331,-1.5933,0.4323,0.0136,-0.0321,-0.6298,-0.6866,-0.1707,-0.0660,-0.3318,-0.6985,0.0478,-0.8881,-0.7096
Omotik,Africa,ESu,ESu.SOUTHERN_NILOTIC,5.8529,10.3137,44.6584,4.7683,3.3368,1.6849,2.0741,4.8025,17.9633,19.6592,15.9542,1.3215,3.7050,2.2158,-0.0618,1.1389,-0.4758,0.1663,-0.5322,0.6694,-0.3946,-0.9546,-1.2002,-0.6317,-0.2113,-0.1111
Omurano,SouthAmerica,Zap,Zap.ZAPAROAN,5.1739,12.1143,52.8568,5.5118,3.7043,1.8609,2.1737,5.5311,26.4847,27.8181,25.5162,1.2156,2.3018,1.5126,2.4034,2.7731,2.1813,1.9277,2.4931,1.5212,2.2109,0.9364,0.5321,1.0666,-0.3083,-0.5489
Ona,SouthAmerica,Chn,Chn.CHONAN_PROPER,4.2763,10.0649,39.3928,4.8766,3.1838,1.7079,1.8929,4.8827,5.5093,9.2395,1.4356,2.8970,7.8039,0.4385,-0.3727,0.0359,-0.1184,-0.5235,-0.1867,-0.8831,-0.1312,-1.9357,-2.3250,-1.7256,0.6287,0.5720
Onabasulu,Pacific,TNG,TNG.BOSAVI,3.8611,11.1259,40.0208,5.2014,3.5106,1.7528,2.1262,5.2014,22.2083,22.9528,21.3288,0.6994,1.6240,-0.1311,1.0035,0.1700,1.0138,0.9810,0.5291,1.1151,0.9723,-0.1859,-0.5994,0.1911,-0.9906,-0.8702
Onank,Pacific,An,An.OCEANIC,5.2895,9.548,35.8873,4.5718,3.0881,1.6715,1.886,4.5718,19.5214,20.3467,18.3704,0.8234,1.9762,1.6381,-0.9956,-0.7259,-1.0989,-0.9418,-0.7270,-0.9423,-1.1206,-0.7071,-1.0854,-0.2989,-0.7817,-0.6893
One Abore,Pacific,Tor,Tor.WEST_WAPEI,4.2571,11.1661,44.778,5.238,3.5296,1.827,2.0354,5.238,22.2541,22.5402,21.8308,0.4092,0.7094,0.4133,1.0583,1.1634,1.1471,1.0721,1.8389,0.3381,1.1049,-0.1759,-0.6818,0.2842,-1.7245,-1.6353
One Alkula,Pacific,Tor,Tor.WEST_WAPEI,4.5556,10.9814,42.7682,5.1599,3.4987,1.7909,2.0562,5.1599,24.0531,24.3428,23.6057,0.4354,0.7371,0.7935,0.8084,0.7483,0.8641,0.9242,1.1813,0.5162,0.8234,0.2502,-0.3067,0.6385,-1.6358,-1.5998
One Biako,Pacific,Tor,Tor.WEST_WAPEI,3.9095,11.1191,44.2818,5.244,3.5352,1.8159,2.042,5.244,24.8808,25.1629,24.4886,0.3849,0.6743,-0.0619,0.9943,1.0615,1.1691,1.0990,1.6325,0.3946,1.1267,0.4689,-0.1226,0.8301,-1.8134,-1.6823
One Buguma,Pacific,Tor,Tor.WEST_WAPEI,4.25,10.5437,41.1803,4.9959,3.3945,1.7629,2.0803,4.9959,24.0531,24.3428,23.6057,0.4354,0.7371,0.4039,0.2321,0.4156,0.2869,0.4331,0.6979,0.7224,0.2503,0.2502,-0.3067,0.6385,-1.6358,-1.5998
One Foluapu,Pacific,Tor,Tor.WEST_WAPEI,4.5417,10.4094,39.1377,4.9314,3.3383,1.7794,1.9964,4.9314,24.0531,24.3428,23.6057,0.4354,0.7371,0.7763,0.0598,-0.0187,0.0663,0.1732,0.9800,0.0041,0.0315,0.2502,-0.3067,0.6385,-1.6358,-1.5998
One Inebu,Pacific,Tor,Tor.WEST_WAPEI,4.5714,11.2874,43.923,5.3607,3.5933,1.8351,2.071,5.3607,24.8808,25.1629,24.4886,0.3849,0.6743,0.8129,1.2245,0.9876,1.6025,1.3803,1.9920,0.6429,1.5583,0.4689,-0.1226,0.8301,-1.8134,-1.6823
One Inebu 2,Pacific,Tor,Tor.WEST_WAPEI,4.4571,11.1718,43.1818,5.3435,3.5933,1.8265,2.0767,5.3435,24.8808,25.1629,24.4886,0.3849,0.6743,0.6706,1.0660,0.8342,1.5379,1.3803,1.8296,0.6916,1.4939,0.4689,-0.1226,0.8301,-1.8134,-1.6823
One Kalau,Pacific,Tor,Tor.WEST_WAPEI,4.4143,11.258,42.4391,5.2875,3.5861,1.8364,2.0539,5.2875,25.0136,25.2969,24.6290,0.3828,0.6679,0.6165,1.1841,0.6797,1.3292,1.3452,2.0167,0.4965,1.2862,0.5053,-0.0917,0.8615,-1.8211,-1.6911
One Kara,Pacific,Tor,Tor.WEST_WAPEI,4.1515,11.4432,46.3678,5.3185,3.5838,1.8504,2.0465,5.3185,22.2541,22.5402,21.8308,0.4092,0.7094,0.2728,1.4406,1.4874,1.4444,1.3340,2.2866,0.4332,1.4008,-0.1759,-0.6818,0.2842,-1.7245,-1.6353
One Karantu,Pacific,Tor,Tor.WEST_WAPEI,4.5278,11.3815,43.4071,5.3317,3.6066,1.8447,2.049,5.3317,25.0136,25.2969,24.6290,0.3828,0.6679,0.7590,1.3547,0.8810,1.4937,1.4451,2.1760,0.4546,1.4499,0.5053,-0.0917,0.8615,-1.8211,-1.6911
One Kaye,Pacific,Tor,Tor.WEST_WAPEI,4.2361,11.176,43.0487,5.2965,3.5295,1.8511,1.996,5.2965,22.2541,22.5402,21.8308,0.4092,0.7094,0.3856,1.0718,0.8066,1.3626,1.0716,2.3003,0.0007,1.3194,-0.1759,-0.6818,0.2842,-1.7245,-1.6353
One Romei,Pacific,Tor,Tor.WEST_WAPEI,4.5694,11.4032,43.7773,5.3437,3.623,1.8465,2.0566,5.3437,25.0136,25.2969,24.6290,0.3828,0.6679,0.8105,1.3848,0.9575,1.5386,1.5254,2.2108,0.5196,1.4947,0.5053,-0.0917,0.8615,-1.8211,-1.6911
One Sapin,Pacific,Tor,Tor.WEST_WAPEI,4.2941,10.8948,43.6949,5.148,3.4559,1.8304,1.9915,5.148,22.2541,22.5402,21.8308,0.4092,0.7094,0.4617,0.6926,0.9405,0.8214,0.7210,1.9029,-0.0379,0.7810,-0.1759,-0.6818,0.2842,-1.7245,-1.6353
One Siama,Pacific,Tor,Tor.WEST_WAPEI,4.7206,10.2478,39.4038,4.9034,3.3267,1.7601,2.0328,4.9034,24.0531,24.3428,23.6057,0.4354,0.7371,0.9938,-0.1448,0.0383,-0.0284,0.1199,0.6508,0.3159,-0.0623,0.2502,-0.3067,0.6385,-1.6358,-1.5998
One Wondu,Pacific,Tor,Tor.WEST_WAPEI,4.5333,10.8043,42.5548,5.111,3.4771,1.7916,2.0371,5.111,24.0531,24.3428,23.6057,0.4354,0.7371,0.7659,0.5725,0.7038,0.6896,0.8214,1.1937,0.3527,0.6500,0.2502,-0.3067,0.6385,-1.6358,-1.5998
One Wuguble,Pacific,Tor,Tor.WEST_WAPEI,4.5571,11.3999,43.3431,5.34,3.6163,1.8466,2.0729,5.34,25.0136,25.2969,24.6290,0.3828,0.6679,0.7953,1.3802,0.8677,1.5247,1.4926,2.2128,0.6591,1.4809,0.5053,-0.0917,0.8615,-1.8211,-1.6911
Oneibia Arosi,Pacific,An,An.OCEANIC,4.0645,11.7308,48.6207,5.3803,3.6604,1.7863,2.1783,5.3803,25.9057,26.4011,25.2530,0.5779,1.1481,0.1546,1.8468,1.9403,1.6764,1.7096,1.1003,1.5605,1.6320,0.7608,0.1714,1.0046,-1.2435,-1.1902
Oneida,NorthAmerica,Iro,Iro.NORTHERN_IROQUOIAN,4.7,9.0903,33.198,4.5769,2.9455,1.5961,1.8483,4.5769,8.1477,21.1012,-5.4800,9.6552,26.5812,0.9692,-1.5211,-1.3274,-1.0831,-1.5461,-1.7389,-1.2658,-1.1051,-1.8364,-0.9530,-1.9093,1.6963,1.6909
Ong Be,Eurasia,TK,TK.KAM-TAI,3.0,10.1541,38.1667,4.7396,3.1559,1.718,1.9369,4.7396,22.5895,26.1584,16.9077,3.4501,9.2508,-1.5201,-0.2621,-0.2278,-0.5688,-0.6465,-0.0306,-0.5058,-0.5972,-0.1013,0.1122,-0.5071,0.7992,0.7276
Ongamo,Africa,ESu,ESu.EASTERN_NILOTIC,5.3548,11.3346,45.7385,5.2864,3.5124,1.8078,2.1018,5.2985,5.1484,6.9824,2.7028,1.4818,4.2796,1.7079,1.2897,1.3596,1.3252,0.9896,1.4843,0.9064,1.3268,-1.9464,-2.4345,-1.6752,-0.0809,0.0212
Onge,Eurasia,SAn,SAn.SOUTH_ANDAMANESE,4.5469,11.3664,44.3498,5.1261,3.5868,1.7556,2.2032,5.1261,26.8484,27.8822,25.8320,0.7533,2.0501,0.7827,1.3337,1.0755,0.7432,1.3486,0.5756,1.7733,0.7033,1.0509,0.5490,1.1423,-0.8949,-0.6555
Ongota,Africa,AA,AA.ONGOTA,4.3143,10.6795,46.8891,4.9082,3.32,1.663,2.074,4.9082,21.3981,23.9445,19.2224,1.6668,4.7220,0.4880,0.4085,1.5929,-0.0122,0.0893,-0.8481,0.6685,-0.0463,-0.3566,-0.3930,-0.1676,0.0503,0.1115
Onin,Pacific,An,An.CENTRAL_MALAYO-POLYNESIAN,4.3846,11.2709,46.2798,5.286,3.5363,1.8075,2.0792,5.286,25.3685,25.9097,24.3524,0.6611,1.5573,0.5786,1.2018,1.4696,1.3237,1.1043,1.4788,0.7130,1.2806,0.6048,0.0524,0.7998,-1.0644,-0.9089
Onjob,Pacific,TNG,TNG.DAGAN,3.9667,11.3643,49.5036,5.1581,3.5753,1.7733,2.1472,5.1581,26.3583,27.2908,25.3123,0.8103,1.9784,0.0189,1.3308,2.1158,0.8576,1.2927,0.8748,1.2947,0.8170,0.8974,0.3948,1.0185,-0.8019,-0.6883
Onjob 2,Pacific,TNG,TNG.DAGAN,4.3667,11.6377,49.9347,5.2397,3.5762,1.8069,2.1347,5.2397,26.3583,27.2908,25.3123,0.8103,1.9784,0.5557,1.7142,2.2011,1.1533,1.2971,1.4679,1.1878,1.1111,0.8974,0.3948,1.0185,-0.8019,-0.6883
Onnele Wolwale,Pacific,Tor,Tor.WEST_WAPEI,4.0227,11.9658,46.248,5.6069,3.8149,1.896,2.1443,5.6069,25.0136,25.2969,24.6290,0.3828,0.6679,0.0970,2.1858,1.4632,2.5560,2.4864,3.2093,1.2699,2.5099,0.5053,-0.0917,0.8615,-1.8211,-1.6911
Ono,Pacific,TNG,TNG.HUON,4.0,10.4623,38.8068,4.9272,3.345,1.7242,2.0411,4.9272,14.2853,14.7486,13.5953,0.5602,1.1533,0.0655,0.1274,-0.0898,0.0520,0.2040,0.0667,0.3869,0.0174,-1.4047,-1.8677,-0.9054,-1.2855,-1.1860
Onondaga,NorthAmerica,Iro,Iro.NORTHERN_IROQUOIAN,4.575,8.0873,29.3604,4.1211,2.6594,1.508,1.7483,4.1211,8.3767,21.4239,-4.8467,9.5841,26.2706,0.8174,-2.5864,-2.2150,-2.4059,-2.6893,-2.7524,-2.1248,-2.4057,-1.8258,-0.8943,-1.8977,1.6905,1.6802
Ooku,Pacific,TNG,TNG.MAILUAN,3.7692,12.4962,53.3173,5.6558,3.8327,1.8365,2.2872,5.6558,26.0451,27.3067,24.4445,1.1552,2.8621,-0.2648,2.9745,2.8623,2.7517,2.5775,2.0186,2.4907,2.7055,0.8023,0.3989,0.8202,-0.3683,-0.3484
Oowekyala,NorthAmerica,Wak,Wak.NORTHERN_WAKASHAN,3.8429,8.0679,27.8664,4.0736,2.6264,1.5745,1.6379,4.0736,4.9217,12.6958,-1.1121,5.2538,13.8080,-0.1574,-2.6059,-2.5709,-2.5338,-2.8152,-2.0035,-3.0746,-2.5311,-1.9527,-2.0718,-1.8095,1.1872,1.0937
Opao,Pacific,Ele,Ele.ELEMAN,4.625,12.2501,55.2527,5.5463,3.8124,1.7939,2.263,5.5463,25.6875,26.5808,24.5024,0.9205,2.0784,0.8785,2.6045,3.2342,2.3163,2.4736,1.2344,2.2841,2.2705,0.6966,0.2157,0.8331,-0.6426,-0.6429
Opata,NorthAmerica,UA,UA.OPATA-EUDEVE,4.76,9.9125,38.6789,4.6793,3.2047,1.6353,2.017,4.6793,16.4657,25.0144,7.5900,6.6355,17.4244,1.0407,-0.5596,-0.1173,-0.7620,-0.4308,-1.2303,0.1806,-0.7882,-1.1590,-0.1566,-1.4144,1.3895,1.3060
Operemo,Africa,Ijo,Ijo.IJOID,3.9865,11.8039,46.5825,5.3361,3.7128,1.7804,2.2318,5.3943,25.8493,27.1322,24.4458,1.0171,2.6864,0.0467,1.9516,1.5309,1.5101,1.9702,0.9973,2.0176,1.6849,0.7441,0.3542,0.8205,-0.5207,-0.4067
Oporomo,Africa,Ijo,Ijo.IJOID,4.0946,11.6141,44.2386,5.2857,3.6613,1.7831,2.1991,5.3674,25.8493,27.1322,24.4458,1.0171,2.6864,0.1958,1.6808,1.0526,1.3226,1.7141,1.0443,1.7383,1.5835,0.7441,0.3542,0.8205,-0.5207,-0.4067
Orejon,SouthAmerica,Tuc,Tuc.TUCANOAN,4.5921,10.7568,43.9591,4.9365,3.4786,1.6385,2.2016,4.9365,25.4214,25.8786,24.7058,0.6130,1.1728,0.8383,0.5099,0.9951,0.0836,0.8285,-1.1871,1.7596,0.0487,0.6198,0.0449,0.8788,-1.1644,-1.1706
Orejon 2,SouthAmerica,Tuc,Tuc.TUCANOAN,3.9706,11.1702,45.4367,5.24,3.5926,1.7621,2.21,5.24,25.4214,25.8786,24.7058,0.6130,1.1728,0.0244,1.0639,1.2981,1.1544,1.3768,0.6844,1.8314,1.1122,0.6198,0.0449,0.8788,-1.1644,-1.1706
Orig,Africa,Krd,Krd.RASHAD,4.5641,9.9656,36.0767,4.7754,3.234,1.741,1.944,4.7754,26.3176,30.6490,23.0485,2.5687,7.6005,0.8039,-0.4948,-0.6841,-0.4527,-0.3000,0.3355,-0.4449,-0.4823,0.8849,1.3324,0.5229,0.5080,0.5478
Oring,Africa,NC,NC.UPPER_CROSS,3.0132,10.2231,38.9514,4.7449,3.2455,1.6894,1.9662,4.7449,25.5744,26.9672,24.5648,1.1072,2.4025,-1.4962,-0.1758,-0.0587,-0.5517,-0.2485,-0.4657,-0.2546,-0.5803,0.6638,0.3124,0.8471,-0.4187,-0.5095
Oriya,Eurasia,IE,IE.INDIC,4.1795,9.9797,40.5232,4.6646,3.194,1.6848,1.9553,4.6646,26.8739,33.1276,20.6394,4.0265,12.4882,0.3104,-0.4775,0.2767,-0.8087,-0.4783,-0.5336,-0.3481,-0.8342,1.0590,2.1230,0.0682,0.9454,1.0020
Oriya Kotia,Eurasia,IE,IE.INDIC,4.1375,9.7177,37.5108,4.479,3.0799,1.655,1.9097,4.479,22.3810,27.5272,17.4615,3.1764,10.0656,0.2540,-0.7946,-0.3701,-1.3818,-0.9772,-0.9605,-0.7390,-1.3995,-0.1480,0.4559,-0.4307,0.7193,0.8049
Orkon,Pacific,An,An.OCEANIC,3.6912,11.3866,41.7849,5.4648,3.5739,1.8651,1.9985,5.4648,23.5689,25.0738,21.8114,1.2802,3.2624,-0.3807,1.3618,0.5428,1.9991,1.2859,2.5767,0.0221,1.9538,0.1291,-0.1430,0.2806,-0.2480,-0.2281
Orma,Africa,AA,AA.LOWLAND_EAST_CUSHITIC,4.7051,10.7216,44.4081,4.8477,3.3263,1.6944,2.0194,4.8477,25.9990,28.2755,23.6346,1.6768,4.6408,0.9753,0.4637,1.0875,-0.2147,0.1181,-0.3912,0.2011,-0.2469,0.7885,0.6542,0.6446,0.0569,0.0956
Orma 2,Africa,AA,AA.LOWLAND_EAST_CUSHITIC,5.3087,10.8436,41.9213,5.0365,3.4048,1.7681,2.0049,5.0365,26.6052,28.9937,24.1873,1.7489,4.8064,1.6587,0.6246,0.5714,0.4276,0.4811,0.7859,0.0769,0.3899,0.9740,0.8514,0.7635,0.1031,0.1278
Ormu,Pacific,An,An.OCEANIC,4.8611,11.1727,47.0853,5.2066,3.5555,1.7899,2.1384,5.2066,24.5888,24.8878,24.2688,0.4047,0.6190,1.1594,1.0673,1.6324,1.0327,1.1969,1.1636,1.2194,0.9911,0.3900,-0.1853,0.7814,-1.7407,-1.7615
Ormuri,Eurasia,IE,IE.IRANIAN,3.7714,9.9664,36.0019,4.9229,3.2517,1.7012,1.9743,4.9229,13.2203,22.4856,1.8006,7.5228,20.6849,-0.2616,-0.4938,-0.7006,0.0375,-0.2206,-0.2888,-0.1852,0.0029,-1.5048,-0.6925,-1.7117,1.4947,1.4624
Oro,Africa,NC,NC.LOWER_CROSS,3.1842,9.9841,36.17,4.6085,3.1822,1.6808,1.963,4.6129,25.5791,26.7313,24.3017,0.9642,2.4296,-1.1944,-0.4721,-0.6636,-0.9850,-0.5306,-0.5923,-0.2821,-0.9947,0.6651,0.2531,0.7886,-0.5857,-0.4991
Oro Win,SouthAmerica,CW,CW.CHAPACURA-WANHAM,5.1026,10.1034,36.4281,4.872,3.3294,1.7283,1.9924,4.8763,26.0364,28.2227,24.8622,1.5052,3.3606,1.4338,-0.3251,-0.6068,-0.1338,0.1323,0.1316,-0.0301,-0.1525,0.7997,0.6399,0.9143,-0.0632,-0.2008
Oroch,Eurasia,Alt,Alt.TUNGUSIC,4.7222,10.3106,38.6875,4.8073,3.2656,1.6787,2.0222,4.8073,0.8056,21.2179,-22.1239,15.3826,43.3417,0.9957,-0.0657,-0.1155,-0.3482,-0.1579,-0.6229,0.2251,-0.3790,-2.0319,-0.9319,-2.0218,2.0481,2.1356
Orochi,Eurasia,Alt,Alt.TUNGUSIC,3.95,10.1306,35.9822,4.8674,3.2703,1.6793,2.0462,4.8674,0.8056,21.2179,-22.1239,15.3826,43.3417,-0.0045,-0.2913,-0.7050,-0.1491,-0.1367,-0.6141,0.4306,-0.1819,-2.0319,-0.9319,-2.0218,2.0481,2.1356
Oroha,Pacific,An,An.OCEANIC,4.3235,11.3765,48.1566,5.3345,3.6023,1.772,2.1728,5.3345,26.6843,27.1974,26.1281,0.5407,1.0692,0.4999,1.3477,1.8476,1.5041,1.4241,0.8525,1.5135,1.4604,0.9988,0.3709,1.2146,-1.3338,-1.2559
Orok,Pacific,Tor,Tor.KOMBIO-ARAPESH,4.5625,10.187,37.5867,4.8824,3.3233,1.7733,1.9608,4.8824,23.2155,23.5116,22.8109,0.4098,0.7008,0.8020,-0.2210,-0.3536,-0.0990,0.1044,0.8748,-0.3009,-0.1322,0.0437,-0.4846,0.4749,-1.7223,-1.6466
