Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
NC.CENTRAL_KAINJI,NC,3.7584,10.9050,41.5869,5.1491,3.4846,1.7419,2.0885,25.8557,28.8562,23.6516,2.0435,5.3454,median,-0.6998,0.7653,0.4609,0.9525,0.9122,0.3779,0.7987,0.6822,0.8554,0.5771,0.3302,0.2958
NC.DAKOID,NC,2.8949,10.2392,38.5954,4.8046,3.2063,1.7058,1.9319,25.1568,28.1166,22.9920,1.7599,5.1245,mean,-2.2605,-0.1360,-0.2302,-0.3425,-0.4719,-0.1819,-0.6083,0.4863,0.6348,0.4405,0.1730,0.2577
NC.DAKOID,NC,2.9375,10.1247,39.4619,4.7258,3.1629,1.6882,1.9213,25.0135,27.9912,22.8362,1.7604,5.1550,median,-2.1734,-0.2852,-0.0289,-0.6240,-0.6780,-0.4439,-0.7031,0.4475,0.5984,0.4091,0.1733,0.2630
NC.DAY,NC,3.1410,10.6169,36.7626,4.9889,3.2403,1.7573,1.9137,28.2093,32.3226,25.0549,2.5601,7.2677,mean,-1.7733,0.3682,-0.6592,0.3374,-0.3086,0.6252,-0.7710,1.4255,2.0318,0.8873,0.5602,0.5744
NC.DAY,NC,3.1410,10.6169,36.7626,4.9889,3.2403,1.7573,1.9137,28.2093,32.3226,25.0549,2.5601,7.2677,median,-1.7733,0.3682,-0.6592,0.3374,-0.3086,0.6252,-0.7710,1.4255,2.0318,0.8873,0.5602,0.5744
NC.DEFOID,NC,3.2638,12.1624,47.5811,5.5279,3.8252,1.8130,2.2917,24.8475,26.2187,23.2532,1.0684,2.9655,mean,-1.5441,2.6234,1.8153,2.4986,2.7535,1.5653,2.6406,0.4030,0.1149,0.4939,-0.3799,-0.2336
NC.DEFOID,NC,3.2222,12.1011,47.0958,5.5168,3.8211,1.8144,2.2889,24.7377,26.0521,23.1140,1.0313,2.9381,median,-1.6208,2.5280,1.7070,2.4515,2.7306,1.5892,2.6151,0.3740,0.0723,0.4654,-0.4208,-0.2419
NC.DOGOSO-KHE,NC,3.2714,10.0610,36.2421,4.6467,3.1985,1.6461,1.9916,27.0645,29.8304,24.9184,1.7577,4.9120,mean,-1.5301,-0.3675,-0.7818,-0.9009,-0.5094,-1.0453,-0.0731,1.0474,1.1619,0.8559,0.1717,0.2194
NC.DOGOSO-KHE,NC,3.2714,10.0610,36.2421,4.6467,3.1985,1.6461,1.9916,27.0645,29.8304,24.9184,1.7577,4.9120,median,-1.5301,-0.3675,-0.7818,-0.9009,-0.5094,-1.0453,-0.0731,1.0474,1.1619,0.8559,0.1717,0.2194
NC.EDOID,NC,3.2400,11.5823,45.2401,5.2973,3.5594,1.7471,2.1538,25.3743,26.5848,23.9883,1.0150,2.5965,mean,-1.5879,1.7407,1.2909,1.5423,1.3028,0.4610,1.3883,0.5461,0.2101,0.6491,-0.4393,-0.3521
NC.EDOID,NC,2.9643,11.5143,44.2341,5.3476,3.5619,1.7589,2.1296,25.5284,26.6852,24.1656,0.9890,2.5270,median,-2.1192,1.6401,1.0638,1.7468,1.3162,0.6512,1.1694,0.5891,0.2366,0.6876,-0.4694,-0.3762
NC.EGA,NC,3.7027,11.9477,46.3291,5.4976,3.7674,1.8058,2.2597,24.9698,26.3316,23.1687,1.1663,3.1629,mean,-0.7892,2.2916,1.5355,2.3703,2.4299,1.4392,2.3492,0.4357,0.1440,0.4766,-0.2795,-0.1760
NC.EGA,NC,3.7027,11.9477,46.3291,5.4976,3.7674,1.8058,2.2597,24.9698,26.3316,23.1687,1.1663,3.1629,median,-0.7892,2.2916,1.5355,2.3703,2.4299,1.4392,2.3492,0.4357,0.1440,0.4766,-0.2795,-0.1760
NC.EKOID-MBE,NC,3.0981,10.0315,35.5348,4.6575,3.1667,1.7199,1.8981,25.4479,26.7142,24.2962,1.0093,2.4180,mean,-1.8556,-0.4054,-0.9491,-0.8637,-0.6602,0.0337,-0.9099,0.5666,0.2443,0.7162,-0.4458,-0.4155
NC.EKOID-MBE,NC,3.0328,9.9836,35.4258,4.6115,3.1343,1.7353,1.8960,25.6042,26.8780,24.4803,1.0026,2.4125,median,-1.9827,-0.4668,-0.9749,-1.0226,-0.8124,0.2743,-0.9295,0.6105,0.2881,0.7570,-0.4536,-0.4175
NC.GA-DANGME,NC,3.0750,10.9693,39.8764,5.0608,3.4369,1.7828,2.0372,25.4336,27.0296,23.3237,1.3320,3.7060,mean,-1.9002,0.8553,0.0671,0.6107,0.6678,1.0456,0.3362,0.5626,0.3290,0.5085,-0.1301,-0.0341
NC.GA-DANGME,NC,3.0750,10.9693,39.8764,5.0608,3.4369,1.7828,2.0372,25.4336,27.0296,23.3237,1.3320,3.7060,median,-1.9002,0.8553,0.0671,0.6107,0.6678,1.0456,0.3362,0.5626,0.3290,0.5085,-0.1301,-0.0341
NC.GADE,NC,3.0250,10.5942,40.8027,4.9390,3.4271,1.6872,2.1068,24.1643,26.3725,22.4658,1.5313,3.9068,mean,-1.9981,0.3374,0.2808,0.1504,0.6176,-0.4586,0.9634,0.2263,0.1546,0.3356,0.0233,0.0133
NC.GADE,NC,3.0250,10.5942,40.8027,4.9390,3.4271,1.6872,2.1068,24.1643,26.3725,22.4658,1.5313,3.9068,median,-1.9981,0.3374,0.2808,0.1504,0.6176,-0.4586,0.9634,0.2263,0.1546,0.3356,0.0233,0.0133
NC.GBAYA-MANZA-NGBAKA,NC,3.2685,10.6044,40.3596,4.9221,3.3087,1.6856,1.9983,24.2629,26.5351,22.6209,1.6482,3.9142,mean,-1.5355,0.3512,0.1787,0.0873,0.0250,-0.4827,-0.0133,0.2512,0.1970,0.3662,0.1029,0.0150
NC.GBAYA-MANZA-NGBAKA,NC,3.2188,10.6031,39.8801,4.9306,3.3150,1.6861,1.9921,23.9859,26.2319,22.7476,1.6382,4.1365,median,-1.6271,0.3495,0.0679,0.1191,0.0559,-0.4748,-0.0690,0.1817,0.1183,0.3914,0.0963,0.0646
NC.GBE,NC,3.3258,11.2910,45.1772,5.1882,3.5145,1.7190,2.1723,26.0607,27.6557,24.1101,1.2783,3.5457,mean,-1.4316,1.3138,1.2767,1.1063,1.0678,0.0194,1.5554,0.7418,0.5025,0.6755,-0.1761,-0.0737
NC.GBE,NC,3.2775,11.3173,45.0935,5.1947,3.5102,1.7188,2.1692,26.1344,27.5441,24.0687,1.2724,3.5310,median,-1.5191,1.3519,1.2578,1.1320,1.0453,0.0159,1.5272,0.7634,0.4710,0.6665,-0.1813,-0.0774
NC.GOLA,NC,3.4913,10.8186,42.0597,5.0311,3.3993,1.7295,2.0793,24.8240,25.9701,23.1897,1.1396,2.7803,mean,-1.1410,0.6451,0.5692,0.4971,0.4767,0.1820,0.7153,0.3968,0.0515,0.4809,-0.3060,-0.2911
NC.GOLA,NC,3.6500,11.0102,41.6687,5.0434,3.4629,1.7218,2.0667,24.7108,25.8616,23.0696,1.1481,2.7920,median,-0.8750,0.9128,0.4797,0.5442,0.8007,0.0630,0.6017,0.3669,0.0243,0.4563,-0.2974,-0.2874
NC.GRUSI,NC,3.9643,10.8335,39.8792,5.1231,3.4132,1.7882,2.0134,27.0240,30.0982,24.7786,1.9072,5.3196,mean,-0.3803,0.6657,0.0677,0.8513,0.5470,1.1373,0.1225,1.0346,1.2494,0.8241,0.2580,0.2914
NC.GRUSI,NC,3.8750,10.9225,39.3631,5.1383,3.4065,1.7943,1.9967,27.3301,30.5808,25.0257,2.0119,5.3819,median,-0.5167,0.7897,-0.0518,0.9105,0.5131,1.2413,-0.0277,1.1322,1.4107,0.8806,0.3139,0.3019
NC.IDOMOID,NC,3.7838,12.0161,47.8556,5.5032,3.8053,1.8243,2.2514,25.8275,27.1984,24.7293,1.0930,2.4692,mean,-0.6594,2.3966,1.8764,2.3940,2.6415,1.7635,2.2735,0.6741,0.3751,0.8129,-0.3538,-0.3969
NC.IDOMOID,NC,3.9333,12.0434,47.9890,5.5032,3.8090,1.8263,2.2512,25.7823,27.1958,24.7086,1.0972,2.4872,median,-0.4272,2.4386,1.9061,2.3941,2.6623,1.7996,2.2724,0.6611,0.3744,0.8082,-0.3493,-0.3904
NC.IGBOID,NC,4.0983,11.3774,44.4821,5.2632,3.5673,1.7771,2.1597,25.2891,26.4615,24.1181,0.9690,2.3434,mean,-0.1809,1.4393,1.1199,1.4048,1.3449,0.9506,1.4412,0.5226,0.1778,0.6772,-0.4933,-0.4433
NC.IGBOID,NC,3.9595,11.3884,43.9902,5.2744,3.5861,1.7779,2.1727,25.2228,26.3966,24.0972,0.9607,2.3155,median,-0.3875,1.4554,1.0085,1.4499,1.4443,0.9644,1.5594,0.5044,0.1608,0.6727,-0.5034,-0.4540
NC.JAAD,NC,4.5054,10.2883,41.0944,4.8138,3.2245,1.7143,1.9614,27.5746,31.1872,25.0862,2.1871,6.1010,mean,0.3873,-0.0715,0.3479,-0.3093,-0.3848,-0.0516,-0.3444,1.2119,1.6199,0.8945,0.4003,0.4155
NC.JAAD,NC,4.6000,10.1267,41.0560,4.7264,3.1733,1.6938,1.9437,27.8965,32.2302,25.1295,2.5296,7.1007,median,0.5121,-0.2826,0.3390,-0.6218,-0.6289,-0.3611,-0.5027,1.3190,1.9973,0.9046,0.5482,0.5532
NC.JOLA,NC,4.3985,9.9945,36.1967,4.8047,3.1634,1.7182,1.8917,26.0299,27.4841,24.1054,1.2329,3.3787,mean,0.2432,-0.4529,-0.7925,-0.3422,-0.6759,0.0068,-0.9672,0.7328,0.4542,0.6745,-0.2167,-0.1169
NC.JOLA,NC,4.6667,9.9058,35.8792,4.7897,3.1407,1.7046,1.8775,26.1365,27.3551,24.1167,1.1679,3.1594,median,0.5986,-0.5658,-0.8675,-0.3961,-0.7825,-0.1995,-1.0940,0.7640,0.4183,0.6769,-0.2780,-0.1770
NC.JUKUNOID,NC,3.4905,10.5427,39.3862,4.9768,3.3137,1.7231,2.0267,25.6479,27.9982,23.8811,1.5437,4.1170,mean,-1.1425,0.2677,-0.0464,0.2920,0.0494,0.0832,0.2418,0.6229,0.6004,0.6260,0.0320,0.0604
NC.JUKUNOID,NC,3.3478,10.4999,38.6910,4.9915,3.3343,1.7252,2.0000,25.5866,27.6914,23.9601,1.3904,3.7534,median,-1.3922,0.2101,-0.2079,0.3472,0.1514,0.1156,0.0019,0.6055,0.5126,0.6430,-0.0826,-0.0227
NC.KA-TOGO,NC,3.4513,10.8195,39.3915,5.0834,3.4411,1.7390,2.0807,24.8628,26.5304,23.0239,1.2712,3.5065,mean,-1.2100,0.6463,-0.0452,0.6975,0.6887,0.3315,0.7276,0.4071,0.1958,0.4470,-0.1823,-0.0837
NC.KA-TOGO,NC,3.3333,10.6561,38.3814,5.0267,3.3798,1.7342,2.0497,25.5434,27.2459,23.6057,1.2398,3.4135,median,-1.4181,0.4216,-0.2801,0.4805,0.3785,0.2562,0.4486,0.5934,0.3881,0.5674,-0.2104,-0.1077
NC.KAANSA-DOGOSE,NC,4.3947,10.7494,41.1746,4.9328,3.3456,1.7291,2.0252,26.9589,29.8001,24.8198,1.8042,4.9802,mean,0.2379,0.5494,0.3663,0.1272,0.2076,0.1760,0.2285,1.0141,1.1521,0.8334,0.1994,0.2319
NC.KAANSA-DOGOSE,NC,4.1091,10.8041,40.9550,4.9312,3.3392,1.7366,2.0077,26.9199,29.7759,24.7831,1.8098,4.9928,median,-0.1651,0.6249,0.3158,0.1213,0.1757,0.2940,0.0710,1.0019,1.1443,0.8251,0.2027,0.2342
NC.KAINJI_LAKE,NC,3.7344,10.7881,41.2581,5.0835,3.4472,1.7498,2.0782,27.3545,30.7610,25.0505,2.0441,5.7105,mean,-0.7381,0.6029,0.3855,0.6981,0.7200,0.5041,0.7051,1.1401,1.4721,0.8863,0.3304,0.3556
NC.KAINJI_LAKE,NC,3.6351,10.7461,41.3357,5.1157,3.4342,1.7355,2.0691,27.4591,30.9609,25.1012,2.0310,5.7067,median,-0.8995,0.5449,0.4033,0.8225,0.6538,0.2766,0.6233,1.1741,1.5409,0.8980,0.3238,0.3550
NC.KAM,NC,4.0000,11.9513,47.6779,5.4815,3.6977,1.8586,2.1279,26.6066,29.4272,24.7251,1.6726,4.7021,mean,-0.3265,2.2971,1.8368,2.3024,2.0456,2.3877,1.1540,0.9051,1.0328,0.8119,0.1187,0.1800
NC.KAM,NC,4.0000,11.9513,47.6779,5.4815,3.6977,1.8586,2.1279,26.6066,29.4272,24.7251,1.6726,4.7021,median,-0.3265,2.2971,1.8368,2.3024,2.0456,2.3877,1.1540,0.9051,1.0328,0.8119,0.1187,0.1800
NC.KIM,NC,3.3992,10.5344,38.2283,4.9492,3.3053,1.7411,1.9427,28.2900,32.7510,25.2472,2.5208,7.5038,mean,-1.3010,0.2565,-0.3158,0.1883,0.0080,0.3657,-0.5117,1.4534,2.1942,0.9320,0.5447,0.6035
NC.KIM,NC,3.2222,10.6245,38.4640,4.8880,3.2690,1.7178,1.9519,28.2901,32.6830,25.2231,2.5144,7.4598,median,-1.6208,0.3785,-0.2608,-0.0385,-0.1695,0.0013,-0.4293,1.4534,2.1681,0.9263,0.5422,0.5981
NC.KIRMA-TYURAMA,NC,4.6982,10.7698,39.9261,5.0484,3.3912,1.7742,2.0185,26.9637,29.8427,24.6827,1.8630,5.1600,mean,0.6389,0.5776,0.0786,0.5632,0.4356,0.9036,0.1683,1.0156,1.1659,0.8024,0.2333,0.2639
NC.KIRMA-TYURAMA,NC,4.6761,10.9301,40.5340,5.0452,3.4028,1.7695,2.0304,27.0890,29.9263,24.8341,1.8779,5.1952,median,0.6107,0.8003,0.2189,0.5510,0.4946,0.8249,0.2746,1.0551,1.1931,0.8367,0.2417,0.2700
NC.KOROMFE,NC,4.5167,10.2345,36.8710,4.8737,3.1693,1.7318,1.9026,28.5923,33.7902,23.2230,3.2529,10.5672,mean,0.4024,-0.1422,-0.6337,-0.0911,-0.6478,0.2185,-0.8701,1.5593,2.6042,0.4877,0.7958,0.9162
NC.KOROMFE,NC,4.5167,10.2345,36.8710,4.8737,3.1693,1.7318,1.9026,28.5923,33.7902,23.2230,3.2529,10.5672,median,0.4024,-0.1422,-0.6337,-0.0911,-0.6478,0.2185,-0.8701,1.5593,2.6042,0.4877,0.7958,0.9162
NC.KRU,NC,3.2887,10.6041,37.9374,4.9948,3.3547,1.7513,2.0086,25.2792,26.5391,23.6133,1.1146,2.9258,mean,-1.4987,0.3509,-0.3837,0.3595,0.2528,0.5274,0.0791,0.5198,0.1981,0.5690,-0.3313,-0.2456
NC.KRU,NC,3.2143,10.5934,37.8972,4.9753,3.3432,1.7522,2.0117,25.3307,26.5697,23.6747,1.1354,2.9434,median,-1.6355,0.3363,-0.3931,0.2862,0.1956,0.5427,0.1069,0.5341,0.2061,0.5820,-0.3102,-0.2403
NC.KULANGO-LOROM,NC,3.7563,10.4598,40.2068,4.7886,3.2882,1.7129,2.0072,26.5407,29.1430,24.3141,1.6993,4.8289,mean,-0.7031,0.1563,0.1434,-0.4000,-0.0756,-0.0742,0.0668,0.8850,0.9437,0.7202,0.1356,0.2040
NC.KULANGO-LOROM,NC,4.2500,10.3934,40.1848,4.7958,3.2724,1.7254,2.0100,26.7407,29.2701,24.4777,1.6984,4.7924,median,0.0371,0.0676,0.1383,-0.3741,-0.1529,0.1187,0.0917,0.9462,0.9834,0.7564,0.1350,0.1972
NC.LIMBA,NC,4.1334,10.2350,37.8459,4.8956,3.2878,1.7184,1.9969,26.0713,28.8957,23.7788,1.8030,5.1169,mean,-0.1297,-0.1415,-0.4051,-0.0106,-0.0777,0.0106,-0.0263,0.7449,0.8675,0.6041,0.1987,0.2563
NC.LIMBA,NC,4.1975,10.2128,37.5015,4.8915,3.2763,1.7279,1.9842,26.5733,29.2659,24.3222,1.7888,5.0459,median,-0.0375,-0.1706,-0.4857,-0.0256,-0.1339,0.1576,-0.1399,0.8949,0.9821,0.7220,0.1903,0.2437
NC.LOBIRI-JAANE,NC,3.8304,10.5611,36.9230,5.0077,3.3826,1.7438,2.0232,27.1390,30.2637,25.0093,1.9803,5.2545,mean,-0.5860,0.2926,-0.6215,0.4084,0.3925,0.4081,0.2098,1.0710,1.3042,0.8768,0.2974,0.2803
NC.LOBIRI-JAANE,NC,3.8304,10.5611,36.9230,5.0077,3.3826,1.7438,2.0232,27.1390,30.2637,25.0093,1.9803,5.2545,median,-0.5860,0.2926,-0.6215,0.4084,0.3925,0.4081,0.2098,1.0710,1.3042,0.8768,0.2974,0.2803
NC.LOWER_CROSS,NC,3.4500,10.1295,38.3190,4.6841,3.2126,1.6983,1.9792,25.6854,26.8253,24.4037,0.9615,2.4216,mean,-1.2122,-0.2790,-0.2946,-0.7706,-0.4417,-0.2943,-0.1844,0.6335,0.2740,0.7400,-0.5024,-0.4142
NC.LOWER_CROSS,NC,3.3701,10.0732,37.9094,4.6496,3.1976,1.6892,1.9701,25.6778,26.8348,24.4334,0.9580,2.4360,median,-1.3525,-0.3517,-0.3902,-0.8908,-0.5137,-0.4299,-0.2668,0.6313,0.2765,0.7466,-0.5067,-0.4089
NC.MAMBILOID,NC,3.3205,10.2023,36.8039,4.8919,3.2460,1.7605,1.9240,21.1273,23.2296,19.4865,1.3726,3.7431,mean,-1.4412,-0.1842,-0.6495,-0.0242,-0.2810,0.6779,-0.6789,-0.4474,-0.5765,-0.1946,-0.0968,-0.0251
NC.MAMBILOID,NC,3.0687,10.2192,37.1515,4.8882,3.2657,1.7606,1.9238,21.4785,23.7517,19.8001,1.4389,4.0010,median,-1.9125,-0.1621,-0.5678,-0.0378,-0.1853,0.6789,-0.6807,-0.3783,-0.4665,-0.1437,-0.0448,0.0347
NC.MAMFE,NC,2.8178,10.2076,37.2249,4.8113,3.2427,1.7337,1.9835,25.6345,27.1665,23.9138,1.2085,3.2527,mean,-2.4217,-0.1774,-0.5506,-0.3182,-0.2971,0.2485,-0.1466,0.6191,0.3663,0.6330,-0.2392,-0.1509
NC.MAMFE,NC,2.6111,10.2347,37.3354,4.8711,3.2501,1.7389,1.9552,25.8027,27.3452,24.0918,1.2108,3.2534,median,-2.8761,-0.1419,-0.5246,-0.1006,-0.2612,0.3303,-0.3998,0.6670,0.4155,0.6715,-0.2371,-0.1508
NC.MANJAKU,NC,3.7226,9.4626,34.7687,4.5289,3.0544,1.6685,1.8475,26.3417,27.8273,24.1548,1.2826,3.6725,mean,-0.7570,-1.1149,-1.1310,-1.3036,-1.1816,-0.7295,-1.3614,0.8250,0.5513,0.6852,-0.1723,-0.0422
NC.MANJAKU,NC,3.3979,9.4416,34.9406,4.5397,3.0563,1.6683,1.8354,26.3046,27.5359,24.2066,1.1864,3.3718,median,-1.3033,-1.1403,-1.0901,-1.2671,-1.1731,-0.7335,-1.4684,0.8139,0.4687,0.6966,-0.2602,-0.1188
NC.MBRE,NC,3.4706,10.5662,40.2047,4.9277,3.2978,1.7365,2.0221,26.1456,28.2045,24.3211,1.4088,3.8833,mean,-1.1767,0.2995,0.1429,0.1083,-0.0287,0.2924,0.2004,0.7667,0.6604,0.7217,-0.0680,0.0079
NC.MBRE,NC,3.4706,10.5662,40.2047,4.9277,3.2978,1.7365,2.0221,26.1456,28.2045,24.3211,1.4088,3.8833,median,-1.1767,0.2995,0.1429,0.1083,-0.0287,0.2924,0.2004,0.7667,0.6604,0.7217,-0.0680,0.0079
NC.MBUMIC,NC,3.3502,10.1185,36.7293,4.8183,3.1953,1.6849,1.9502,26.6417,30.2530,23.9525,2.2105,6.3005,mean,-1.3879,-0.2933,-0.6670,-0.2929,-0.5244,-0.4922,-0.4446,0.9158,1.3006,0.6413,0.4113,0.4446
NC.MBUMIC,NC,3.1833,10.1958,37.6247,4.8489,3.2232,1.6912,1.9631,26.4002,29.7897,23.7405,2.2290,6.3048,median,-1.6934,-0.1928,-0.4568,-0.1817,-0.3909,-0.3996,-0.3290,0.8425,1.1487,0.5960,0.4198,0.4453
NC.MIYOBE,NC,3.4677,10.5281,38.3199,4.9879,3.3884,1.7554,2.0333,26.0602,28.9120,24.0184,1.7176,4.8936,mean,-1.1817,0.2480,-0.2944,0.3336,0.4217,0.5944,0.3011,0.7416,0.8724,0.6556,0.1471,0.2160
NC.MIYOBE,NC,3.4677,10.5281,38.3199,4.9879,3.3884,1.7554,2.0333,26.0602,28.9120,24.0184,1.7176,4.8936,median,-1.1817,0.2480,-0.2944,0.3336,0.4217,0.5944,0.3011,0.7416,0.8724,0.6556,0.1471,0.2160
NC.MUMUYE-YANDANG,NC,3.5077,10.7485,39.1435,5.0257,3.3660,1.7626,1.9987,26.4386,29.5431,24.4101,1.8405,5.1330,mean,-1.1131,0.5482,-0.1027,0.4769,0.3090,0.7112,-0.0095,0.8541,1.0696,0.7414,0.2205,0.2592
NC.MUMUYE-YANDANG,NC,3.5139,10.8998,39.3318,5.1080,3.4457,1.7741,2.0140,26.4997,29.6081,24.5504,1.8289,5.1453,median,-1.1025,0.7579,-0.0591,0.7927,0.7125,0.9011,0.1276,0.8725,1.0903,0.7727,0.2138,0.2613
NC.NA-TOGO,NC,3.5666,10.8190,41.8056,5.0345,3.4438,1.7453,2.0922,25.5080,27.2318,23.6777,1.2834,3.5541,mean,-1.0133,0.6456,0.5110,0.5103,0.7027,0.4320,0.8316,0.5834,0.3842,0.5826,-0.1716,-0.0716
NC.NA-TOGO,NC,3.4571,10.6163,41.7828,5.0310,3.4233,1.7516,2.0934,25.6396,27.2459,23.8324,1.2544,3.4544,median,-1.2000,0.3674,0.5058,0.4969,0.5983,0.5330,0.8424,0.6205,0.3881,0.6156,-0.1972,-0.0971
NC.NALUIC,NC,3.6716,9.9628,36.4810,4.7700,3.1584,1.7239,1.8555,27.2651,29.7925,25.4469,1.6225,4.3456,mean,-0.8397,-0.4933,-0.7255,-0.4667,-0.6993,0.0959,-1.2896,1.1113,1.1497,0.9789,0.0859,0.1090
NC.NALUIC,NC,3.5588,9.6488,36.1994,4.5770,3.0729,1.6841,1.8625,26.6720,27.8570,25.3921,1.0009,2.2923,median,-1.0265,-0.8873,-0.7919,-1.1407,-1.0971,-0.5041,-1.2277,0.9251,0.5598,0.9660,-0.4555,-0.4629
NC.NORTHERN_MEL,NC,3.4529,9.3510,34.3336,4.6378,3.0112,1.6910,1.8071,26.4221,27.6840,24.9574,1.0274,2.7266,mean,-1.2073,-1.2493,-1.2347,-0.9320,-1.3776,-0.4021,-1.7200,0.8491,0.5105,0.8649,-0.4251,-0.3085
NC.NORTHERN_MEL,NC,3.3209,9.3786,34.3054,4.6395,3.0154,1.6846,1.8112,26.5455,27.4471,25.1502,1.0716,2.9247,median,-1.4403,-1.2162,-1.2415,-0.9262,-1.3586,-0.4968,-1.6844,0.8864,0.4439,0.9094,-0.3764,-0.2459
NC.NUPOID,NC,4.0181,11.5849,46.1887,5.3171,3.6457,1.7643,2.2059,26.3868,28.5536,24.7793,1.5256,3.7742,mean,-0.2995,1.7446,1.5040,1.6224,1.7635,0.7387,1.8603,0.8385,0.7639,0.8242,0.0192,-0.0177
NC.NUPOID,NC,3.9630,11.5346,46.2654,5.2796,3.6204,1.7549,2.1947,26.2570,28.4442,24.7605,1.5319,3.7733,median,-0.3822,1.6701,1.5212,1.4708,1.6273,0.5863,1.7588,0.7997,0.7312,0.8200,0.0237,-0.0179
NC.NYUN,NC,4.4538,9.6176,33.7661,4.5840,3.0151,1.6690,1.8282,26.4164,28.2533,24.1844,1.4216,4.0689,mean,0.3182,-0.9258,-1.3704,-1.1170,-1.3602,-0.7223,-1.5325,0.8474,0.6748,0.6917,-0.0581,0.0498
NC.NYUN,NC,4.3125,9.5991,33.5481,4.5827,3.0110,1.6731,1.8175,26.4225,28.4079,24.1213,1.4595,4.2934,median,0.1247,-0.9485,-1.4227,-1.1213,-1.3787,-0.6638,-1.6280,0.8492,0.7204,0.6779,-0.0292,0.0981
NC.OGONOID,NC,3.0321,10.9777,43.9067,4.8988,3.3742,1.7254,2.0768,25.6788,26.8330,24.3717,0.9605,2.4613,mean,-1.9841,0.8671,0.9896,0.0012,0.3506,0.1192,0.6924,0.6316,0.2760,0.7329,-0.5037,-0.3997
NC.OGONOID,NC,2.9920,11.0375,43.3064,4.9295,3.3831,1.7288,2.0699,25.6572,26.8156,24.3554,0.9618,2.4602,median,-2.0637,0.9514,0.8534,0.1152,0.3953,0.1716,0.6310,0.6255,0.2713,0.7293,-0.5021,-0.4001
NC.OKO,NC,3.6875,12.6437,52.6811,5.7222,3.9333,1.8309,2.3228,25.1163,26.4566,23.6657,1.0931,2.7909,mean,-0.8138,3.3886,2.9394,3.3417,3.3718,1.8818,2.9242,0.4753,0.1765,0.5801,-0.3536,-0.2877
NC.OKO,NC,3.6875,12.6437,52.6811,5.7222,3.9333,1.8309,2.3228,25.1163,26.4566,23.6657,1.0931,2.7909,median,-0.8138,3.3886,2.9394,3.3417,3.3718,1.8818,2.9242,0.4753,0.1765,0.5801,-0.3536,-0.2877
NC.OTI-VOLTA,NC,4.0661,10.3612,37.1069,4.8926,3.2698,1.7563,1.9492,27.1261,30.3170,24.9827,1.9223,5.3343,mean,-0.2281,0.0248,-0.5783,-0.0217,-0.1654,0.6089,-0.4536,1.0669,1.3220,0.8707,0.2663,0.2939
NC.OTI-VOLTA,NC,4.1083,10.4198,37.2324,4.8716,3.2857,1.7621,1.9703,27.3189,30.3521,25.2420,1.8550,5.0402,median,-0.1663,0.1028,-0.5488,-0.0988,-0.0880,0.7034,-0.2645,1.1286,1.3337,0.9307,0.2288,0.2427
NC.PEUL-SERER,NC,4.6617,10.6129,38.3924,4.9434,3.3067,1.7543,1.9463,26.8540,30.4401,23.2589,2.4113,7.1812,mean,0.5921,0.3628,-0.2775,0.1668,0.0148,0.5770,-0.4795,0.9813,1.3632,0.4951,0.4999,0.5635
NC.PEUL-SERER,NC,4.8243,10.7295,38.9255,4.9962,3.3301,1.7743,1.9577,26.6644,30.1337,23.8129,2.2157,6.3565,median,0.7981,0.5221,-0.1534,0.3649,0.1308,0.9044,-0.3770,0.9227,1.2611,0.6114,0.4137,0.4527
NC.POTOU,NC,3.4595,11.4935,47.1545,5.1983,3.5646,1.7450,2.1703,25.7751,27.0445,23.7325,1.2110,3.3120,mean,-1.1958,1.6094,1.7201,1.1462,1.3305,0.4278,1.5373,0.6591,0.3330,0.5943,-0.2369,-0.1348
NC.POTOU,NC,3.4286,11.5958,48.0743,5.2086,3.5862,1.7425,2.1857,25.7956,27.0325,23.7647,1.2160,3.3204,median,-1.2495,1.7607,1.9250,1.1870,1.4449,0.3874,1.6772,0.6650,0.3298,0.6011,-0.2322,-0.1325
NC.SAMBA-DURU,NC,3.8842,10.7629,40.8969,4.9957,3.3464,1.7725,1.9682,25.6966,28.9374,23.2761,1.9784,5.6613,mean,-0.5026,0.5681,0.3025,0.3630,0.2114,0.8750,-0.2831,0.6367,0.8802,0.4987,0.2964,0.3477
NC.SAMBA-DURU,NC,3.9677,10.7591,41.0469,4.9255,3.3167,1.7542,1.9812,26.3999,29.6988,23.9053,2.0623,5.9329,median,-0.3750,0.5628,0.3370,0.1001,0.0641,0.5750,-0.1664,0.8424,1.1194,0.6312,0.3397,0.3902
NC.SAMU,NC,4.1357,10.8947,42.4278,5.1432,3.4569,1.8011,2.0482,26.2406,29.2457,23.8842,1.9363,5.3615,mean,-0.1264,0.7508,0.6533,0.9295,0.7697,1.3571,0.4350,0.7948,0.9757,0.6267,0.2739,0.2985
