Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
NC.SAMU,NC,4.2222,11.0323,43.6570,5.1405,3.4461,1.8064,2.0480,26.2237,29.2515,23.8578,1.9340,5.3562,median,-0.0023,0.9440,0.9330,0.9191,0.7145,1.4496,0.4333,0.7898,0.9776,0.6210,0.2726,0.2976
NC.SENUFO,NC,3.8501,10.5924,39.6620,4.9855,3.3280,1.7656,1.9813,26.8592,29.9974,24.4389,1.9548,5.5585,mean,-0.5553,0.3349,0.0175,0.3245,0.1200,0.7599,-0.1663,0.9830,1.2163,0.7478,0.2839,0.3311
NC.SENUFO,NC,3.8205,10.5703,39.0593,4.9789,3.3273,1.7598,1.9867,27.1565,30.0738,24.2006,1.8889,5.1332,median,-0.6016,0.3050,-0.1223,0.2997,0.1167,0.6658,-0.1175,1.0766,1.2414,0.6952,0.2479,0.2592
NC.SOUTHERN_MEL,NC,3.6489,10.1443,36.4435,4.8704,3.2529,1.7664,1.9250,25.4011,26.6955,23.9071,1.0773,2.7884,mean,-0.8769,-0.2598,-0.7343,-0.1032,-0.2476,0.7733,-0.6698,0.5536,0.2394,0.6316,-0.3703,-0.2885
NC.SOUTHERN_MEL,NC,3.6986,9.9169,35.5523,4.8235,3.2105,1.7523,1.9053,25.8547,26.8956,24.4956,0.9777,2.5840,median,-0.7958,-0.5517,-0.9449,-0.2741,-0.4518,0.5435,-0.8460,0.6820,0.2928,0.7604,-0.4829,-0.3564
NC.SUA,NC,3.8372,9.7946,33.9390,4.7251,3.0842,1.7299,1.8527,26.7745,29.5678,24.2500,1.8338,5.3178,mean,-0.5755,-0.7060,-1.3290,-0.6264,-1.0451,0.1888,-1.3154,0.9567,1.0775,0.7061,0.2167,0.2911
NC.SUA,NC,3.8372,9.7946,33.9390,4.7251,3.0842,1.7299,1.8527,26.7745,29.5678,24.2500,1.8338,5.3178,median,-0.5755,-0.7060,-1.3290,-0.6264,-1.0451,0.1888,-1.3154,0.9567,1.0775,0.7061,0.2167,0.2911
NC.TANO,NC,3.8959,10.9670,41.9325,5.1091,3.4554,1.7577,2.0866,26.1241,27.9893,24.1987,1.3641,3.7906,mean,-0.4845,0.8520,0.5401,0.7968,0.7623,0.6317,0.7815,0.7604,0.5978,0.6948,-0.1037,-0.0138
NC.TANO,NC,3.9571,11.0083,41.7273,5.1136,3.4444,1.7545,2.0878,25.8240,28.0113,23.9435,1.3527,3.7040,median,-0.3911,0.9102,0.4931,0.8144,0.7058,0.5798,0.7919,0.6731,0.6042,0.6394,-0.1130,-0.0345
NC.TENDA,NC,3.4139,9.2364,33.8339,4.4763,2.9803,1.6530,1.8092,27.6831,31.0705,25.5017,2.0432,5.5688,mean,-1.2752,-1.3854,-1.3542,-1.4797,-1.5164,-0.9490,-1.7021,1.2477,1.5791,0.9919,0.3300,0.3328
NC.TENDA,NC,3.4870,9.2029,33.2528,4.4346,2.9855,1.6478,1.7994,28.2560,32.7555,25.7553,2.5459,6.9904,median,-1.1484,-1.4250,-1.4935,-1.6172,-1.4933,-1.0217,-1.7887,1.4416,2.1959,1.0525,0.5546,0.5390
NC.TIEFOIC,NC,3.5796,11.0477,41.3845,5.1172,3.4971,1.7539,2.0994,27.3008,30.4060,25.1101,1.9614,5.2958,mean,-0.9916,0.9657,0.4145,0.8283,0.9772,0.5701,0.8961,1.1228,1.3517,0.9001,0.2874,0.2874
NC.TIEFOIC,NC,3.5796,11.0477,41.3845,5.1172,3.4971,1.7539,2.0994,27.3008,30.4060,25.1101,1.9614,5.2958,median,-0.9916,0.9657,0.4145,0.8283,0.9772,0.5701,0.8961,1.1228,1.3517,0.9001,0.2874,0.2874
NC.TIKAR,NC,3.3460,10.1680,35.2059,4.7657,3.1999,1.7338,1.9385,23.1378,25.1845,21.6817,1.3268,3.5028,mean,-1.3955,-0.2290,-1.0271,-0.4821,-0.5025,0.2495,-0.5495,-0.0213,-0.1414,0.1858,-0.1345,-0.0846
NC.TIKAR,NC,3.4154,10.1874,35.7919,4.7741,3.2243,1.7305,1.9401,23.1378,25.1845,21.6817,1.3268,3.5028,median,-1.2727,-0.2038,-0.8882,-0.4519,-0.3857,0.1974,-0.5350,-0.0213,-0.1414,0.1858,-0.1345,-0.0846
NC.TIVOID,NC,3.1936,10.4863,39.0381,5.0049,3.3315,1.7334,2.0278,23.1776,24.9873,21.4978,1.3538,3.4895,mean,-1.6740,0.1917,-0.1272,0.3977,0.1376,0.2430,0.2517,-0.0121,-0.1882,0.1518,-0.1121,-0.0880
NC.TIVOID,NC,3.1159,10.5854,39.1036,5.0502,3.3678,1.7372,2.0438,22.8974,24.6832,21.0101,1.3407,3.3202,median,-1.8212,0.3255,-0.1120,0.5699,0.3180,0.3034,0.3955,-0.0762,-0.2591,0.0634,-0.1229,-0.1326
NC.TULA-LONGUDA,NC,3.8868,10.3142,36.9339,4.9033,3.2535,1.7728,1.9169,25.6499,29.1584,23.7171,2.0435,5.4412,mean,-0.4985,-0.0373,-0.6189,0.0181,-0.2449,0.8795,-0.7422,0.6234,0.9485,0.5910,0.3302,0.3119
NC.TULA-LONGUDA,NC,3.6932,10.2966,36.7535,4.8465,3.2213,1.7628,1.9293,25.4977,29.0113,23.5416,2.0475,5.4619,median,-0.8045,-0.0605,-0.6613,-0.1905,-0.4003,0.7156,-0.6320,0.5805,0.9030,0.5539,0.3322,0.3153
NC.TUSIA,NC,3.8602,10.4176,37.5886,4.9592,3.3076,1.7829,1.9506,26.5920,29.8552,24.3419,2.0123,5.5133,mean,-0.5396,0.0999,-0.4653,0.2257,0.0193,1.0487,-0.4413,0.9006,1.1700,0.7263,0.3142,0.3238
NC.TUSIA,NC,4.0435,10.3623,37.8037,4.9242,3.2875,1.7718,1.9536,26.6839,30.0164,24.4268,2.0359,5.5895,median,-0.2616,0.0263,-0.4150,0.0953,-0.0792,0.8629,-0.4141,0.9287,1.2225,0.7451,0.3263,0.3362
NC.UBANGI,NC,3.5379,10.6884,40.4815,4.9243,3.3771,1.7003,2.0674,25.2840,27.4105,23.9377,1.5907,3.4727,mean,-1.0618,0.4657,0.2068,0.0957,0.3647,-0.2644,0.6082,0.5212,0.4337,0.6382,0.0646,-0.0923
NC.UBANGI,NC,3.5938,10.7396,40.5255,4.9362,3.3734,1.6981,2.0538,25.4658,27.5044,24.1880,1.5877,3.1975,median,-0.9679,0.5360,0.2169,0.1399,0.3463,-0.2971,0.4855,0.5716,0.4599,0.6925,0.0625,-0.1663
NC.UKAAN,NC,3.4860,11.7636,44.8812,5.5236,3.6780,1.7829,2.2120,24.7797,26.4254,23.1929,1.2355,3.2325,mean,-1.1502,2.0118,1.2100,2.4804,1.9382,1.0490,1.9153,0.3851,0.1683,0.4815,-0.2144,-0.1565
NC.UKAAN,NC,3.5078,11.7812,45.2550,5.5406,3.6723,1.7789,2.2169,24.7331,26.4136,23.1390,1.2516,3.2745,median,-1.1129,2.0384,1.2942,2.5527,1.9075,0.9811,1.9607,0.3727,0.1653,0.4705,-0.1998,-0.1450
NC.UPPER_CROSS,NC,3.9035,10.6741,40.6332,4.9314,3.3446,1.7362,2.0258,25.4584,26.7270,24.3200,1.0138,2.4069,mean,-0.4729,0.4462,0.2418,0.1222,0.2023,0.2884,0.2338,0.5695,0.2477,0.7215,-0.4406,-0.4196
NC.UPPER_CROSS,NC,4.0827,10.8246,40.8132,4.9925,3.3605,1.7449,2.0407,25.5910,26.8483,24.5146,0.9867,2.2971,median,-0.2038,0.6533,0.2832,0.3511,0.2815,0.4256,0.3676,0.6068,0.2801,0.7646,-0.4722,-0.4611
NC.VIEMO,NC,4.5312,10.7202,41.5026,4.9878,3.3869,1.7441,2.0330,27.1776,30.3786,25.0530,1.9971,5.3256,mean,0.4216,0.5093,0.4416,0.3332,0.4142,0.4129,0.2984,1.0833,1.3426,0.8869,0.3062,0.2924
NC.VIEMO,NC,4.5312,10.7202,41.5026,4.9878,3.3869,1.7441,2.0330,27.1776,30.3786,25.0530,1.9971,5.3256,median,0.4216,0.5093,0.4416,0.3332,0.4142,0.4129,0.2984,1.0833,1.3426,0.8869,0.3062,0.2924
NC.WIDE_GRASSFIELDS,NC,3.0134,9.6383,33.7493,4.7078,3.1289,1.6669,1.9414,19.7885,21.3620,18.1092,1.2110,3.2529,mean,-2.0211,-0.9003,-1.3744,-0.6875,-0.8378,-0.7524,-0.5235,-0.6916,-0.9349,-0.4060,-0.2370,-0.1509
NC.WIDE_GRASSFIELDS,NC,2.9286,9.6745,33.8541,4.7133,3.1144,1.6745,1.9348,19.8837,21.5637,18.1367,1.2083,3.2682,median,-2.1915,-0.8556,-1.3493,-0.6681,-0.9053,-0.6437,-0.5824,-0.6752,-0.8987,-0.4019,-0.2395,-0.1467
NC.WOLOF,NC,3.9589,9.4645,34.8043,4.3962,2.9217,1.6463,1.7931,26.7556,28.7443,23.5880,1.7301,5.1563,mean,-0.3883,-1.1126,-1.1225,-1.7427,-1.7753,-1.0421,-1.8443,0.9508,0.8213,0.5637,0.1548,0.2632
NC.WOLOF,NC,3.9510,9.4629,34.3384,4.4097,2.8967,1.6538,1.7778,26.7712,28.8481,23.5109,1.7801,5.3372,median,-0.4003,-1.1146,-1.2336,-1.6987,-1.8845,-0.9380,-1.9802,0.9556,0.8529,0.5475,0.1852,0.2944
NC.YEMNE-KIMBI,NC,3.1095,9.8234,34.6400,4.8368,3.2444,1.7129,1.9916,22.5720,24.1720,20.8156,1.2479,3.3564,mean,-1.8335,-0.6699,-1.1617,-0.2258,-0.2890,-0.0734,-0.0731,-0.1488,-0.3747,0.0290,-0.2031,-0.1229
NC.YEMNE-KIMBI,NC,3.1667,9.9501,35.6033,4.8739,3.2878,1.7189,1.9983,22.9512,24.5579,21.1972,1.2486,3.3607,median,-1.7246,-0.5095,-0.9328,-0.0903,-0.0777,0.0183,-0.0134,-0.0640,-0.2878,0.0970,-0.2025,-0.1217
ND.NORTHERN_DALY,ND,5.0000,10.3775,36.4233,5.1174,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,mean,1.0131,0.0465,-0.7391,0.8291,0.5972,2.1763,-0.6105,1.1281,1.0140,0.8339,0.1551,0.1495
ND.NORTHERN_DALY,ND,5.0000,10.3775,36.4233,5.1174,3.4231,1.8472,1.9316,27.3173,29.3674,24.8220,1.7305,4.5455,median,1.0131,0.0465,-0.7391,0.8291,0.5972,2.1763,-0.6105,1.1281,1.0140,0.8339,0.1551,0.1495
NDa.AVAR-ANDIC-TSEZIC,NDa,3.7149,9.9896,38.0018,4.7873,3.1617,1.6607,1.9270,4.2656,15.2273,-6.2079,7.9708,21.4352,mean,-0.7694,-0.4591,-0.3686,-0.4047,-0.6836,-0.8412,-0.6523,-1.9574,-1.7644,-1.9542,1.6017,1.5693
NDa.AVAR-ANDIC-TSEZIC,NDa,3.6410,10.0506,37.0700,4.8009,3.2042,1.6538,1.9483,3.4220,14.2696,-7.0265,7.9368,21.2543,median,-0.8898,-0.3809,-0.5869,-0.3558,-0.4820,-0.9380,-0.4616,-1.9748,-1.8516,-1.9655,1.5981,1.5614
NDa.DARGWIC,NDa,3.6428,9.5783,35.5632,4.6247,3.0989,1.6234,1.9229,8.1431,18.7284,-1.8741,7.7282,20.6026,mean,-0.8868,-0.9740,-0.9423,-0.9771,-0.9771,-1.3546,-0.6888,-1.8330,-1.3523,-1.8700,1.5757,1.5325
NDa.DARGWIC,NDa,3.5046,9.5980,35.6831,4.6072,3.0922,1.6267,1.9264,7.2575,17.7053,-2.6893,7.7487,20.6347,median,-1.1183,-0.9499,-0.9139,-1.0374,-1.0082,-1.3095,-0.6575,-1.8688,-1.4887,-1.8894,1.5780,1.5339
NDa.KHINALUG,NDa,3.3816,8.6803,30.0925,4.3912,2.8809,1.5673,1.8228,-1.1431,9.9761,-11.4107,7.9870,21.3868,mean,-1.3321,-2.0224,-2.2608,-1.7589,-1.9529,-2.0747,-1.5809,-2.0289,-2.1284,-2.0080,1.6034,1.5672
NDa.KHINALUG,NDa,3.3816,8.6803,30.0925,4.3912,2.8809,1.5673,1.8228,-1.1431,9.9761,-11.4107,7.9870,21.3868,median,-1.3321,-2.0224,-2.2608,-1.7589,-1.9529,-2.0747,-1.5809,-2.0289,-2.1284,-2.0080,1.6034,1.5672
NDa.LAK,NDa,4.0066,9.5315,37.8965,4.6497,3.0535,1.6360,1.8899,6.8288,17.3812,-3.2130,7.6852,20.5942,mean,-0.3166,-1.0312,-0.3933,-0.8907,-1.1857,-1.1841,-0.9839,-1.8844,-1.5291,-1.9009,1.5711,1.5321
NDa.LAK,NDa,4.0066,9.5315,37.8965,4.6497,3.0535,1.6360,1.8899,6.8288,17.3812,-3.2130,7.6852,20.5942,median,-0.3166,-1.0312,-0.3933,-0.8907,-1.1857,-1.1841,-0.9839,-1.8844,-1.5291,-1.9009,1.5711,1.5321
NDa.LEZGIC,NDa,3.4820,9.3228,34.2754,4.5658,2.9791,1.6097,1.8328,4.8507,15.7499,-5.3630,7.8857,21.1130,mean,-1.1570,-1.2828,-1.2486,-1.1789,-1.5218,-1.5360,-1.4917,-1.9435,-1.7124,-1.9411,1.5927,1.5552
NDa.LEZGIC,NDa,3.4676,9.2615,34.4194,4.5673,2.9904,1.6036,1.8369,4.5596,15.2516,-5.5702,7.8698,21.0315,median,-1.1819,-1.3557,-1.2142,-1.1738,-1.4712,-1.6164,-1.4560,-1.9506,-1.7620,-1.9445,1.5910,1.5516
NDa.NAKH,NDa,3.5144,9.3947,36.1972,4.5423,2.9876,1.6067,1.8483,9.6381,21.3012,-1.2638,8.4435,22.5651,mean,-1.1017,-1.1969,-0.7924,-1.2585,-1.4838,-1.5753,-1.3538,-1.7607,-0.9456,-1.8543,1.6496,1.6171
NDa.NAKH,NDa,3.4359,9.4265,38.0286,4.5335,2.9799,1.6100,1.8260,13.4543,25.7428,2.2025,8.6873,23.1935,median,-1.2368,-1.1586,-0.3624,-1.2882,-1.5181,-1.5321,-1.5524,-1.4938,-0.0054,-1.7421,1.6732,1.6427
NDe.ATHAPASKAN,NDe,3.6060,9.2909,33.5673,4.5208,3.0225,1.6243,1.8795,2.4163,15.7780,-9.6876,9.5770,25.4656,mean,-0.9477,-1.3209,-1.4180,-1.3308,-1.3268,-1.3427,-1.0760,-1.9920,-1.7095,-1.9945,1.7530,1.7298
NDe.ATHAPASKAN,NDe,3.4337,9.2878,33.1371,4.5534,3.0297,1.6320,1.8782,-0.6427,15.2068,-10.4225,8.8000,23.6340,median,-1.2406,-1.3245,-1.5214,-1.2209,-1.2942,-1.2392,-1.0878,-2.0255,-1.7664,-2.0007,1.6838,1.6602
NDe.EYAK,NDe,4.0125,9.0776,34.7446,4.4293,2.9160,1.5416,1.8477,0.6956,9.4808,-6.1795,6.0580,15.6602,mean,-0.3078,-1.5714,-1.1367,-1.6346,-1.8003,-2.3845,-1.3595,-2.0139,-2.1498,-1.9538,1.3670,1.2783
NDe.EYAK,NDe,4.0125,9.0776,34.7446,4.4293,2.9160,1.5416,1.8477,0.6956,9.4808,-6.1795,6.0580,15.6602,median,-0.3078,-1.5714,-1.1367,-1.6346,-1.8003,-2.3845,-1.3595,-2.0139,-2.1498,-1.9538,1.3670,1.2783
NDe.TLINGIT,NDe,3.7875,9.7033,39.0010,4.6080,3.1107,1.6078,1.9594,-0.4744,9.0774,-8.7885,7.0141,17.8659,mean,-0.6536,-0.8199,-0.1358,-1.0347,-0.9225,-1.5609,-0.3622,-2.0243,-2.1657,-1.9860,1.4936,1.4002
NDe.TLINGIT,NDe,3.7875,9.7033,39.0010,4.6080,3.1107,1.6078,1.9594,-0.4744,9.0774,-8.7885,7.0141,17.8659,median,-0.6536,-0.8199,-0.1358,-1.0347,-0.9225,-1.5609,-0.3622,-2.0243,-2.1657,-1.9860,1.4936,1.4002
NET.NORTH-EASTERN_TASMANIAN,NET,6.8636,10.9360,40.6179,5.2063,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,mean,2.9217,0.8086,0.2382,1.1779,0.8145,2.6088,-0.9602,-1.8202,-1.9739,-1.6381,0.7291,0.6731
NET.NORTH-EASTERN_TASMANIAN,NET,6.8636,10.9360,40.6179,5.2063,3.4656,1.8704,1.8925,8.4346,12.6927,4.5927,3.0368,8.1000,median,2.9217,0.8086,0.2382,1.1779,0.8145,2.6088,-0.9602,-1.8202,-1.9739,-1.6381,0.7291,0.6731
NHa.NORTH_HALMAHERAN,NHa,4.2510,11.1482,43.4124,5.1640,3.5120,1.7646,2.1300,25.9341,26.4068,25.4144,0.5294,0.9923,mean,0.0385,1.1086,0.8775,1.0111,1.0547,0.7448,1.1728,0.7049,0.1635,0.9712,-1.2363,-1.2003
NHa.NORTH_HALMAHERAN,NHa,4.2759,11.0866,42.3626,5.1372,3.5009,1.7579,2.1255,26.2441,26.7235,25.7088,0.5348,0.9834,median,0.0735,1.0209,0.6384,0.9062,0.9969,0.6349,1.1323,0.7959,0.2468,1.0413,-1.2231,-1.2082
NWC.NORTHWEST_CAUCASIAN,NWC,3.7134,9.3189,38.1195,4.6920,3.0648,1.5945,1.9258,12.9128,23.7934,2.7720,7.8258,21.0214,mean,-0.7718,-1.2876,-0.3412,-0.7431,-1.1344,-1.7334,-0.6632,-1.5399,-0.4575,-1.7195,1.5863,1.5512
NWC.NORTHWEST_CAUCASIAN,NWC,3.6125,9.3706,41.5464,4.6585,3.0315,1.5843,1.9293,11.8844,24.5337,1.6200,7.6360,20.4212,median,-0.9369,-1.2258,0.4516,-0.8601,-1.2860,-1.8629,-0.6315,-1.6195,-0.2933,-1.7639,1.5656,1.5242
Nad.NADAHUP,Nad,3.4812,8.5540,31.6236,3.9880,2.7558,1.5085,1.8043,25.4380,25.7409,24.8551,0.5409,0.8858,mean,-1.1585,-2.1616,-1.8871,-2.9980,-2.4828,-2.7656,-1.7454,0.5638,-0.0059,0.8415,-1.2086,-1.2994
Nad.NADAHUP,Nad,3.4442,8.4901,31.1795,3.9477,2.7359,1.5094,1.7984,25.4764,25.7787,24.8942,0.5400,0.8870,median,-1.2224,-2.2311,-1.9951,-3.1142,-2.5648,-2.7552,-1.7980,0.5746,0.0035,0.8504,-1.2106,-1.2981
Nah.NAHALI,Nah,4.3630,9.9654,38.5253,4.6114,3.1284,1.6715,1.9090,27.3172,35.0520,22.1322,4.1034,12.9198,mean,0.1945,-0.4901,-0.2465,-1.0230,-0.8399,-0.6874,-0.8133,1.1281,3.1335,0.2709,1.0158,1.1008
Nah.NAHALI,Nah,4.2794,9.9448,38.7013,4.6217,3.1357,1.6691,1.9127,27.3172,35.0520,22.1322,4.1034,12.9198,median,0.0784,-0.5163,-0.2055,-0.9875,-0.8059,-0.7213,-0.7799,1.1281,3.1335,0.2709,1.0158,1.1008
Nam.NAMBIKUARAN,Nam,5.0217,10.9756,42.5547,5.2288,3.5174,1.7802,2.0921,24.5840,27.0298,22.7629,1.5654,4.2669,mean,1.0392,0.8642,0.6822,1.2672,1.0828,1.0034,0.8310,0.3337,0.3291,0.3944,0.0472,0.0926
Nam.NAMBIKUARAN,Nam,5.1081,11.1129,42.4717,5.2690,3.5992,1.7787,2.1404,24.4482,26.9258,22.6709,1.5645,4.2232,median,1.1417,1.0583,0.6633,1.4281,1.5140,0.9777,1.2670,0.2985,0.3009,0.3761,0.0466,0.0833
Nat.NATCHEZ,Nat,4.8590,9.8034,40.1735,4.7055,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,mean,0.8412,-0.6949,0.1357,-0.6956,-0.5173,-1.0314,-0.1166,-0.8234,0.6310,-1.4235,1.5235,1.4962
Nat.NATCHEZ,Nat,4.8590,9.8034,40.1735,4.7055,3.1968,1.6471,1.9868,18.9898,28.1038,8.2893,7.2646,19.8145,median,0.8412,-0.6949,0.1357,-0.6956,-0.5173,-1.0314,-0.1166,-0.8234,0.6310,-1.4235,1.5235,1.4962
Nim.NIMBORAN,Nim,4.1163,9.5748,34.3167,4.5497,3.0728,1.6888,1.8914,25.2710,25.5661,24.9708,0.4170,0.5953,mean,-0.1547,-0.9783,-1.2387,-1.2333,-1.0976,-0.4355,-0.9697,0.5176,-0.0490,0.8679,-1.5498,-1.6442
Nim.NIMBORAN,Nim,3.9701,9.5595,34.1636,4.5559,3.0999,1.6819,1.9029,25.2518,25.5590,24.9609,0.4195,0.5959,median,-0.3714,-0.9970,-1.2753,-1.2125,-0.9726,-0.5362,-0.8674,0.5123,-0.0508,0.8657,-1.5418,-1.6433
Niv.NIVKH,Niv,3.5351,8.5315,28.6730,4.3386,2.7565,1.6321,1.6766,-1.0121,15.1956,-17.9776,11.9116,33.1733,mean,-1.0665,-2.1861,-2.6109,-1.9284,-2.4797,-1.2374,-2.8742,-2.0281,-1.7674,-2.0342,1.9271,1.9773
Niv.NIVKH,Niv,3.5714,8.5274,28.5082,4.3244,2.7721,1.6340,1.6762,-1.0121,15.1956,-17.9776,11.9116,33.1733,median,-1.0053,-2.1906,-2.6518,-1.9739,-2.4148,-1.2114,-2.8776,-2.0281,-1.7674,-2.0342,1.9271,1.9773
Nyu.NYULNYULAN,Nyu,5.1523,10.9619,41.5488,5.0804,3.4235,1.8271,1.9315,27.6244,30.9768,23.0811,2.8303,7.8957,mean,1.1936,0.8448,0.4522,0.6859,0.5993,1.8145,-0.6115,1.2283,1.5465,0.4587,0.6600,0.6498
Nyu.NYULNYULAN,Nyu,5.1935,11.2408,42.4376,5.1288,3.4548,1.8350,1.9709,27.5240,30.5807,23.0870,2.9140,7.8218,median,1.2414,1.2414,0.6555,0.8735,0.7591,1.9555,-0.2591,1.1953,1.4107,0.4598,0.6887,0.6413
OC.ALSEA,OC,5.3333,8.6563,31.3867,4.4088,2.9310,1.6035,1.7949,10.8507,15.8314,6.6155,3.4936,9.2159,mean,1.4013,-2.0490,-1.9447,-1.7017,-1.7346,-1.6170,-1.8286,-1.6897,-1.7040,-1.5296,0.8643,0.7909
OC.ALSEA,OC,5.3333,8.6563,31.3867,4.4088,2.9310,1.6035,1.7949,10.8507,15.8314,6.6155,3.4936,9.2159,median,1.4013,-2.0490,-1.9447,-1.7017,-1.7346,-1.6170,-1.8286,-1.6897,-1.7040,-1.5296,0.8643,0.7909
OC.COOSAN,OC,4.6184,9.4460,35.4792,4.7338,3.0848,1.6630,1.8596,11.3527,16.3003,7.4222,3.3894,8.8780,mean,0.5361,-1.1350,-0.9622,-0.5956,-1.0423,-0.8083,-1.2535,-1.6568,-1.6541,-1.4804,0.8353,0.7568
OC.COOSAN,OC,4.6184,9.4460,35.4792,4.7338,3.0848,1.6630,1.8596,11.3527,16.3003,7.4222,3.3894,8.8780,median,0.5361,-1.1350,-0.9622,-0.5956,-1.0423,-0.8083,-1.2535,-1.6568,-1.6541,-1.4804,0.8353,0.7568
OC.SIUSLAWAN,OC,3.9500,8.9531,33.9615,4.5256,2.9899,1.6209,1.8327,10.8806,15.8038,6.8600,3.3948,8.9438,mean,-0.4019,-1.7149,-1.3236,-1.3148,-1.4734,-1.3879,-1.4929,-1.6878,-1.7068,-1.5150,0.8369,0.7635
OC.SIUSLAWAN,OC,3.9500,8.9531,33.9615,4.5256,2.9899,1.6209,1.8327,10.8806,15.8038,6.8600,3.3948,8.9438,median,-0.4019,-1.7149,-1.3236,-1.3148,-1.4734,-1.3879,-1.4929,-1.6878,-1.7068,-1.5150,0.8369,0.7635
OM.AMUZGOAN,OM,3.1437,8.9693,35.6874,4.3524,2.9627,1.5501,1.9335,25.0224,26.7197,23.9485,0.9958,2.7712,mean,-1.7681,-1.6963,-0.9129,-1.8843,-1.5946,-2.2828,-0.5940,0.4499,0.2458,0.6405,-0.4615,-0.2940
OM.AMUZGOAN,OM,3.1437,8.9693,35.6874,4.3524,2.9627,1.5501,1.9335,25.0224,26.7197,23.9485,0.9958,2.7712,median,-1.7681,-1.6963,-0.9129,-1.8843,-1.5946,-2.2828,-0.5940,0.4499,0.2458,0.6405,-0.4615,-0.2940
OM.CHICHIMEC,OM,4.7179,9.5927,36.4695,4.5968,3.0987,1.6408,1.9372,15.9698,19.7649,12.0062,2.6312,7.7587,mean,0.6641,-0.9564,-0.7282,-1.0731,-0.9781,-1.1184,-0.5609,-1.2374,-1.1998,-1.1262,0.5876,0.6339
OM.CHICHIMEC,OM,4.7179,9.5927,36.4695,4.5968,3.0987,1.6408,1.9372,15.9698,19.7649,12.0062,2.6312,7.7587,median,0.6641,-0.9564,-0.7282,-1.0731,-0.9781,-1.1184,-0.5609,-1.2374,-1.1998,-1.1262,0.5876,0.6339
OM.CHINANTECAN,OM,3.1996,10.0778,38.4306,4.9327,3.2319,1.7000,2.0031,19.9167,23.4112,16.2751,2.3893,7.1361,mean,-1.6629,-0.3459,-0.2686,0.1269,-0.3493,-0.2691,0.0298,-0.6695,-0.5387,-0.6574,0.4906,0.5578
OM.CHINANTECAN,OM,3.0658,10.3068,37.7847,4.9032,3.2409,1.6904,2.0160,21.0781,24.6666,17.3370,2.3900,7.1764,median,-1.9181,-0.0471,-0.4194,0.0175,-0.3057,-0.4114,0.1456,-0.4570,-0.2629,-0.5158,0.4909,0.5629
OM.CUICATEC,OM,4.1607,10.7165,41.4509,5.0660,3.4439,1.6869,2.1362,12.7554,16.0130,9.3385,2.2644,6.6746,mean,-0.0904,0.5042,0.4297,0.6307,0.7033,-0.4630,1.2295,-1.5527,-1.6850,-1.3487,0.4360,0.4970
OM.CUICATEC,OM,4.1607,10.7165,41.4509,5.0660,3.4439,1.6869,2.1362,12.7554,16.0130,9.3385,2.2644,6.6746,median,-0.0904,0.5042,0.4297,0.6307,0.7033,-0.4630,1.2295,-1.5527,-1.6850,-1.3487,0.4360,0.4970
OM.MANGUEAN,OM,4.2167,10.7295,38.5197,5.1112,3.3852,1.7806,2.0411,21.4467,23.5562,19.2157,1.5691,4.3405,mean,-0.0101,0.5221,-0.2478,0.8051,0.4055,1.0095,0.3709,-0.3847,-0.5082,-0.2378,0.0498,0.1080
OM.MANGUEAN,OM,4.4074,10.7668,39.1028,5.1259,3.3940,1.7742,2.0391,19.2160,21.6677,16.2886,1.9100,5.3790,median,0.2553,0.5734,-0.1122,0.8622,0.4499,0.9027,0.3532,-0.7871,-0.8799,-0.6557,0.2596,0.3015
OM.MATLATZINCAN,OM,4.2171,9.6613,35.7680,4.7817,3.2110,1.6622,1.9932,17.1514,19.7122,15.1114,1.5359,4.6008,mean,-0.0095,-0.8718,-0.8938,-0.4248,-0.4496,-0.8197,-0.0595,-1.0904,-1.2079,-0.8005,0.0266,0.1604
OM.MATLATZINCAN,OM,4.2000,9.8124,36.7646,4.8492,3.2805,1.6562,2.0440,17.3784,19.9102,15.3595,1.5134,4.5507,median,-0.0339,-0.6836,-0.6587,-0.1807,-0.1134,-0.9044,0.3973,-1.0600,-1.1772,-0.7710,0.0105,0.1505
OM.MIXTEC,OM,3.8087,10.1447,36.7192,4.9498,3.3331,1.6978,2.0672,16.5513,18.7218,14.8556,1.3719,3.8663,mean,-0.6201,-0.2593,-0.6694,0.1906,0.1455,-0.3018,0.6062,-1.1673,-1.3532,-0.8303,-0.0974,0.0039
OM.MIXTEC,OM,3.8341,10.0442,37.3791,4.9163,3.3081,1.6981,2.0591,13.8229,16.3702,11.8538,1.3974,3.9539,median,-0.5803,-0.3891,-0.5144,0.0660,0.0222,-0.2971,0.5328,-1.4606,-1.6465,-1.1402,-0.0771,0.0241
