Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Pay,6.0000,10.5506,43.1889,4.9906,3.3391,1.6962,2.0088,23.1500,28.6856,16.9710,4.3527,11.7146,mean,1.8773,0.2898,0.8262,0.3368,0.1351,-0.2815,0.0468,-0.0191,0.7471,-0.5227,1.0384,0.9867
Pay,6.0000,10.5506,43.1889,4.9906,3.3391,1.6962,2.0088,23.1500,28.6856,16.9710,4.3527,11.7146,median,1.8773,0.2898,0.8262,0.3368,0.1351,-0.2815,0.0468,-0.0191,0.7471,-0.5227,1.0384,0.9867
Pen,4.3182,9.1641,33.7149,4.5505,3.0263,1.6317,1.8803,13.2081,21.9406,6.1025,5.9476,15.8380,mean,-0.1242,-1.5094,-1.4726,-1.2827,-1.3951,-1.1941,-1.1832,-1.5104,-0.8561,-1.5393,1.3127,1.2504
Pen,4.3171,9.2708,33.7718,4.5691,3.0186,1.6359,1.8788,13.8580,21.1115,8.1226,6.4842,16.9356,median,-0.1257,-1.3852,-1.4590,-1.2205,-1.4299,-1.1363,-1.1975,-1.4494,-1.0020,-1.4053,1.3861,1.3089
Pia,5.3736,10.8110,41.6569,5.0853,3.4136,1.7768,2.0484,23.1557,23.3966,22.7855,0.4036,0.6111,mean,1.1985,0.6741,0.4507,0.7263,0.5350,0.9394,0.4213,-0.0178,-0.5744,0.3976,-1.5992,-1.6223
Pia,5.2420,10.8765,41.9708,5.1369,3.4491,1.7731,2.0768,24.8750,25.1268,24.4977,0.3951,0.6291,median,1.0469,0.7730,0.5275,0.9450,0.7307,0.8810,0.6896,0.3876,-0.1953,0.7330,-1.6279,-1.5964
Pui,3.3220,9.1386,34.3218,4.4661,3.0678,1.6246,1.9349,25.6435,26.6266,24.6407,0.8814,1.9859,mean,-1.6701,-1.5387,-1.3271,-1.5591,-1.2055,-1.2910,-0.6577,0.5858,0.1742,0.7625,-0.6142,-0.5755
Pui,3.3220,9.1386,34.3218,4.4661,3.0678,1.6246,1.9349,25.6435,26.6266,24.6407,0.8814,1.9859,median,-1.6701,-1.5387,-1.3271,-1.5591,-1.2055,-1.2910,-0.6577,0.5858,0.1742,0.7625,-0.6142,-0.5755
Puq,4.1739,10.3545,40.6580,4.9737,3.2942,1.7359,1.9966,8.4327,9.3161,7.0940,0.9260,2.2221,mean,-0.3269,0.0104,0.2066,0.2689,-0.0993,0.3087,-0.0691,-1.8440,-2.1453,-1.4762,-0.5562,-0.4760
Puq,4.1739,10.3545,40.6580,4.9737,3.2942,1.7359,1.9966,8.4327,9.3161,7.0940,0.9260,2.2221,median,-0.3269,0.0104,0.2066,0.2689,-0.0993,0.3087,-0.0691,-1.8440,-2.1453,-1.4762,-0.5562,-0.4760
Pur,4.5000,12.4185,51.4243,5.6620,3.8901,1.8643,2.2821,25.9517,26.9762,24.6720,1.0119,2.3042,mean,0.1230,3.3911,2.8664,3.4376,3.4342,2.3704,2.5984,0.6684,0.2660,0.7689,-0.4531,-0.4439
Pur,4.5000,12.4185,51.4243,5.6620,3.8901,1.8643,2.2821,25.9517,26.9762,24.6720,1.0119,2.3042,median,0.1230,3.3911,2.8664,3.4376,3.4342,2.3704,2.5984,0.6684,0.2660,0.7689,-0.4531,-0.4439
Que,4.3206,10.4894,41.5400,5.0701,3.3769,1.7551,2.0008,10.2236,10.9340,9.2133,0.8113,1.7207,mean,-0.1208,0.2017,0.4221,0.6629,0.3361,0.6025,-0.0295,-1.7406,-2.0733,-1.3239,-0.7127,-0.7024
Que,4.3218,10.4685,41.5453,5.0616,3.3729,1.7543,1.9977,8.6087,9.1735,7.5323,0.7153,1.5127,median,-0.1191,0.1717,0.4234,0.6273,0.3149,0.5897,-0.0591,-1.8348,-2.1507,-1.4467,-0.8651,-0.8165
RLS,4.5888,10.2449,38.7806,4.8956,3.2932,1.7577,1.9570,26.2908,26.5915,25.9432,0.4650,0.6483,mean,0.2404,-0.1422,-0.2505,-0.0389,-0.1045,0.6416,-0.4464,0.7613,0.1651,1.0417,-1.4108,-1.5696
RLS,4.3478,10.3006,39.0197,4.9235,3.3111,1.7680,1.9581,26.3880,26.6389,26.0252,0.4609,0.6483,median,-0.0833,-0.0650,-0.1924,0.0698,-0.0117,0.8020,-0.4361,0.7884,0.1774,1.0599,-1.4227,-1.5697
SAn,4.2661,11.1939,42.7162,5.1670,3.5591,1.7732,2.1555,26.7149,27.8606,25.5810,0.7969,2.2796,mean,-0.1966,1.2666,0.7102,1.0749,1.3569,0.8825,1.4273,0.8807,0.5082,0.9620,-0.7342,-0.4534
SAn,4.2661,11.1939,42.7162,5.1670,3.5591,1.7732,2.1555,26.7149,27.8606,25.5810,0.7969,2.2796,median,-0.1966,1.2666,0.7102,1.0749,1.3569,0.8825,1.4273,0.8807,0.5082,0.9620,-0.7342,-0.4534
SB,3.9579,10.3352,39.7981,4.8572,3.2953,1.7593,1.9934,24.4364,24.8502,23.8095,0.5286,1.0407,mean,-0.6425,-0.0166,-0.0030,-0.1867,-0.0934,0.6664,-0.0992,0.2792,-0.2593,0.5943,-1.2443,-1.1484
SB,4.0139,10.2740,38.7963,4.8988,3.2665,1.7512,1.9797,26.1941,26.6045,25.5444,0.5254,1.0601,median,-0.5593,-0.1019,-0.2467,-0.0266,-0.2414,0.5420,-0.2300,0.7346,0.1685,0.9541,-1.2522,-1.1321
SBH,4.7757,11.3488,44.9361,5.1830,3.5670,1.7748,2.1458,25.9226,26.3840,25.1128,0.5665,1.2712,mean,0.4812,1.5160,1.2560,1.1443,1.4034,0.9090,1.3367,0.6605,0.1117,0.8614,-1.1558,-0.9709
SBH,4.7714,11.2688,44.8028,5.1822,3.5579,1.7703,2.1386,25.8900,26.3698,25.1327,0.5415,1.2242,median,0.4757,1.3866,1.2232,1.1407,1.3502,0.8379,1.2691,0.6517,0.1081,0.8656,-1.2135,-1.0043
SD,5.0709,10.3973,37.9257,4.9569,3.3645,1.7814,1.9716,27.4240,30.2439,24.1765,2.1955,6.0674,mean,0.8448,0.0707,-0.4579,0.2020,0.2697,1.0123,-0.3072,1.0881,1.2337,0.6676,0.3841,0.4096
SD,5.1333,10.4530,37.9061,4.9672,3.3731,1.7888,1.9740,27.4240,30.2439,24.1765,2.1955,6.0674,median,0.9191,0.1496,-0.4627,0.2427,0.3157,1.1295,-0.2843,1.0881,1.2337,0.6676,0.3841,0.4096
ST,3.4931,10.1124,36.7607,4.9699,3.2750,1.7124,2.0047,14.9452,22.8170,5.3823,6.2092,17.4347,mean,-1.3775,-0.3231,-0.7398,0.2538,-0.1981,-0.0432,0.0079,-1.3376,-0.6905,-1.5821,1.3494,1.3343
ST,3.5000,10.1380,36.6789,4.9688,3.2833,1.7139,2.0136,16.1918,24.7057,6.1262,5.3185,14.5609,median,-1.3659,-0.2884,-0.7596,0.2493,-0.1554,-0.0211,0.0924,-1.1937,-0.2921,-1.5378,1.2161,1.1769
Sad,3.4062,9.0632,38.1314,4.3421,2.9882,1.5754,1.9320,20.9454,22.6086,18.2496,1.5632,4.3590,mean,-1.5245,-1.6246,-0.4080,-1.9461,-1.5655,-1.9445,-0.6860,-0.4669,-0.7309,-0.3469,0.0303,0.1186
Sad,3.4062,9.0632,38.1314,4.3421,2.9882,1.5754,1.9320,20.9454,22.6086,18.2496,1.5632,4.3590,median,-1.5245,-1.6246,-0.4080,-1.9461,-1.5655,-1.9445,-0.6860,-0.4669,-0.7309,-0.3469,0.0303,0.1186
Sah,4.0477,10.0818,36.9547,4.8493,3.2681,1.7036,1.9923,27.0252,32.7635,19.7245,4.4637,13.0390,mean,-0.5094,-0.3643,-0.6929,-0.2168,-0.2332,-0.1737,-0.1101,0.9702,2.1231,-0.1263,1.0611,1.0804
Sah,4.0000,10.0301,36.6953,4.8822,3.2673,1.7053,1.9708,27.8324,33.3804,20.3809,4.3698,13.2146,median,-0.5798,-0.4335,-0.7556,-0.0908,-0.2373,-0.1481,-0.3149,1.2122,2.3609,-0.0217,1.0419,1.0921
Sal,5.1068,8.1139,28.3991,4.2998,2.7680,1.5774,1.7299,8.1303,17.2901,0.2302,6.2746,17.0598,mean,0.8877,-2.6109,-2.7353,-2.0731,-2.4842,-1.9181,-2.6514,-1.8592,-1.5493,-1.8227,1.3583,1.3153
Sal,5.1625,8.1282,28.8071,4.3524,2.8017,1.5998,1.7506,9.2673,18.3208,1.7985,5.8318,15.9507,median,0.9537,-2.5973,-2.6392,-1.9148,-2.3506,-1.6251,-2.4474,-1.7987,-1.4210,-1.7607,1.2959,1.2566
Sap,4.2333,10.6502,42.6215,5.1178,3.4552,1.7983,2.0531,24.2598,25.1996,23.5566,1.3704,1.6429,mean,-0.2427,0.4350,0.6870,0.8636,0.7647,1.2811,0.4662,0.2366,-0.1783,0.5447,-0.1123,-0.7433
Sap,4.2333,10.6502,42.6215,5.1178,3.4552,1.7983,2.0531,24.2598,25.1996,23.5566,1.3704,1.6429,median,-0.2427,0.4350,0.6870,0.8636,0.7647,1.2811,0.4662,0.2366,-0.1783,0.5447,-0.1123,-0.7433
Sen,5.0964,10.6279,42.1179,4.9796,3.3869,1.7227,2.0675,24.2834,24.6065,23.7868,0.5054,0.8197,mean,0.8753,0.4023,0.5636,0.2927,0.3902,0.1105,0.6020,0.2422,-0.3145,0.5899,-1.3022,-1.3608
Sen,4.8333,10.6061,42.5099,4.9394,3.3830,1.7204,2.0692,24.0701,24.3941,23.5855,0.5006,0.8086,median,0.5536,0.3705,0.6596,0.1324,0.3692,0.0757,0.6180,0.1914,-0.3619,0.5504,-1.3146,-1.3729
Sep,4.1628,10.4543,39.4704,5.0151,3.3825,1.7680,2.0116,25.7044,25.9611,25.2161,0.4891,0.7450,mean,-0.3428,0.1515,-0.0828,0.4363,0.3666,0.8022,0.0737,0.6020,0.0054,0.8834,-1.3448,-1.4458
Sep,4.0954,10.4708,39.6808,5.0297,3.3914,1.7700,2.0179,26.0989,26.3489,25.5863,0.5116,0.7563,median,-0.4398,0.1751,-0.0316,0.4958,0.4145,0.8333,0.1336,0.7084,0.1028,0.9632,-1.2865,-1.4324
Sha,3.7703,10.2394,40.7865,4.8541,3.2459,1.6977,1.9995,16.3609,18.6564,14.3510,1.5006,4.3054,mean,-0.9294,-0.1497,0.2380,-0.1985,-0.3458,-0.2596,-0.0416,-1.1728,-1.3762,-0.8412,-0.0136,0.1077
Sha,3.7703,10.2394,40.7865,4.8541,3.2459,1.6977,1.9995,16.3609,18.6564,14.3510,1.5006,4.3054,median,-0.9294,-0.1497,0.2380,-0.1985,-0.3458,-0.2596,-0.0416,-1.1728,-1.3762,-0.8412,-0.0136,0.1077
Sho,4.3500,10.7735,43.5335,4.9105,3.4117,1.6923,2.1302,26.1131,26.8147,25.6069,0.5932,1.2078,mean,-0.0802,0.6178,0.9108,0.0190,0.5248,-0.3383,1.1906,0.7123,0.2233,0.9677,-1.0975,-1.0162
Sho,4.3500,10.7735,43.5335,4.9105,3.4117,1.6923,2.1302,26.1131,26.8147,25.6069,0.5932,1.2078,median,-0.0802,0.6178,0.9108,0.0190,0.5248,-0.3383,1.1906,0.7123,0.2233,0.9677,-1.0975,-1.0162
Sia,2.8125,10.3596,38.8781,4.8245,3.2641,1.7583,1.9219,26.1019,29.3803,23.7660,2.0170,5.6143,mean,-2.6293,0.0175,-0.2268,-0.3106,-0.2536,0.6514,-0.7829,0.7093,0.9582,0.5858,0.2977,0.3414
Sia,2.8125,10.3596,38.8781,4.8245,3.2641,1.7583,1.9219,26.1019,29.3803,23.7660,2.0170,5.6143,median,-2.6293,0.0175,-0.2268,-0.3106,-0.2536,0.6514,-0.7829,0.7093,0.9582,0.5858,0.2977,0.3414
Sio,3.9494,10.3158,39.8703,4.9094,3.2845,1.6508,2.0546,10.7460,24.1276,-2.8292,9.7450,26.9568,mean,-0.6552,-0.0439,0.0146,0.0146,-0.1494,-0.9296,0.4803,-1.7058,-0.4202,-1.9201,1.7182,1.7143
Sio,3.8301,10.3647,39.8837,4.9165,3.3044,1.6539,2.0622,10.0365,24.9360,-2.7864,9.8157,26.9450,median,-0.8365,0.0246,0.0178,0.0422,-0.0467,-0.8870,0.5521,-1.7525,-0.2396,-1.9189,1.7239,1.7139
Sko,3.3629,10.9832,42.6158,5.1531,3.4916,1.7740,2.0811,26.0704,26.3531,25.7584,0.3696,0.5948,mean,-1.5990,0.9365,0.6856,1.0146,0.9689,0.8964,0.7302,0.7007,0.1039,1.0008,-1.7185,-1.6465
Sko,3.4507,11.0377,42.4980,5.1666,3.5269,1.7773,2.0840,26.1252,26.4089,25.8051,0.3681,0.6040,median,-1.4488,1.0209,0.6567,1.0729,1.1703,0.9485,0.7573,0.7157,0.1181,1.0111,-1.7242,-1.6327
Slb,4.6927,10.4402,41.1537,4.9799,3.3770,1.6622,2.1105,24.4681,26.2257,23.3167,1.1720,2.9090,mean,0.3753,0.1315,0.3277,0.2936,0.3367,-0.7696,1.0065,0.2869,0.0716,0.4983,-0.2859,-0.2380
Slb,4.6207,10.5474,41.1680,4.9846,3.3304,1.6618,2.1028,24.8027,25.9682,24.0000,1.0038,2.4377,median,0.2821,0.2852,0.3312,0.3127,0.0893,-0.7752,0.9339,0.3694,0.0072,0.6322,-0.4624,-0.3942
Slk,4.1505,9.9756,35.9753,4.7675,3.2125,1.7178,1.9003,26.1583,26.7627,25.3291,0.6386,1.4336,mean,-0.3605,-0.5059,-0.9294,-0.5227,-0.5130,0.0364,-0.9906,0.7247,0.2097,0.9076,-1.0050,-0.8642
Slk,4.0645,10.0855,35.8409,4.8729,3.2255,1.7454,1.8878,26.1583,26.7627,25.3291,0.6386,1.4336,median,-0.4849,-0.3593,-0.9618,-0.1266,-0.4482,0.4532,-1.1111,0.7247,0.2097,0.9076,-1.0050,-0.8642
Snt,4.2846,10.9292,41.0962,5.1222,3.4860,1.7833,2.0756,24.9712,25.2568,24.6662,0.4036,0.5905,mean,-0.1708,0.8534,0.3136,0.8823,0.9374,1.0419,0.6785,0.4118,-0.1649,0.7677,-1.5994,-1.6529
Snt,4.5473,11.0096,41.0727,5.1728,3.5246,1.7888,2.0655,25.7892,26.0692,25.4889,0.4055,0.5803,median,0.1858,0.9772,0.3079,1.0996,1.1577,1.1287,0.5827,0.6246,0.0323,0.9420,-1.5929,-1.6685
SoP,4.3335,11.2045,43.2466,5.2500,3.4803,1.7599,2.1024,26.3397,26.6850,25.7881,0.5374,0.8969,mean,-0.1030,1.2837,0.8403,1.4404,0.9053,0.6764,0.9300,0.7749,0.1894,1.0074,-1.2231,-1.2807
SoP,4.3151,10.8699,42.6902,5.1427,3.4204,1.7406,2.0749,26.3693,26.7407,25.7837,0.5215,0.8775,median,-0.1284,0.7631,0.7038,0.9699,0.5721,0.3800,0.6717,0.7832,0.2039,1.0064,-1.2616,-1.3002
Son,4.0129,10.2859,38.2435,4.8816,3.2257,1.7168,1.9550,28.2704,33.9896,21.9565,3.9433,12.0331,mean,-0.5607,-0.0853,-0.3809,-0.0932,-0.4472,0.0222,-0.4660,1.3490,2.6039,0.2465,0.9486,1.0101
Son,3.9926,10.3681,38.1525,4.9017,3.2425,1.7140,1.9537,28.7040,33.7205,23.3571,3.3015,10.5440,median,-0.5909,0.0294,-0.4029,-0.0155,-0.3630,-0.0203,-0.4777,1.4884,2.4956,0.5061,0.7832,0.8945
TC,4.3710,9.8780,37.6846,4.7988,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,mean,-0.0514,-0.6339,-0.5163,-0.4068,-0.6701,-0.3876,-0.2738,-1.8878,-2.1821,-1.4875,-0.8751,-0.9369
TC,4.3710,9.8780,37.6846,4.7988,3.1806,1.6889,1.9751,7.5234,8.2423,6.9215,0.7095,1.3208,median,-0.0514,-0.6339,-0.5163,-0.4068,-0.6701,-0.3876,-0.2738,-1.8878,-2.1821,-1.4875,-0.8751,-0.9369
TK,3.0273,9.9339,38.7660,4.7896,3.1788,1.7274,1.9265,20.4672,25.8828,12.7435,4.7406,13.1393,mean,-2.2074,-0.5608,-0.2540,-0.4411,-0.6788,0.1799,-0.7388,-0.5541,-0.0140,-1.0112,1.1149,1.0871
TK,3.0000,9.9722,38.9671,4.7843,3.1768,1.7279,1.9237,20.3812,26.0343,12.3872,4.8122,13.0550,median,-2.2595,-0.5104,-0.2052,-0.4606,-0.6886,0.1880,-0.7656,-0.5694,0.0236,-1.0464,1.1282,1.0815
TKw,4.6146,10.4316,40.4661,4.9433,3.2890,1.7521,1.9652,25.6719,25.9592,25.3680,0.3975,0.5911,mean,0.2741,0.1192,0.1598,0.1480,-0.1264,0.5552,-0.3679,0.5933,0.0049,0.9159,-1.6198,-1.6519
TKw,4.5676,10.4133,40.0842,4.9661,3.2921,1.7532,1.9763,26.0249,26.3107,25.7377,0.3788,0.5750,median,0.2126,0.0933,0.0667,0.2385,-0.1101,0.5728,-0.2624,0.6882,0.0931,0.9963,-1.6853,-1.6766
TNG,4.3325,10.7322,41.5914,5.0084,3.3964,1.7472,2.0535,21.6729,22.2887,20.9017,0.6583,1.3870,mean,-0.1043,0.5561,0.4347,0.4087,0.4414,0.4812,0.4704,-0.3276,-0.7917,0.0642,-0.9673,-0.8935
TNG,4.2237,10.7014,41.5136,5.0089,3.3901,1.7443,2.0556,23.2495,24.0131,22.5863,0.5993,1.2494,median,-0.2562,0.5105,0.4157,0.4109,0.4075,0.4364,0.4898,0.0030,-0.4449,0.3606,-1.0846,-0.9862
Tak,3.5000,9.8571,35.4599,4.5625,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,mean,-1.3659,-0.6610,-1.0535,-1.2427,-1.1326,-1.0271,-0.9136,-1.6931,-1.1247,-1.6699,1.3257,1.2920
Tak,3.5000,9.8571,35.4599,4.5625,3.0836,1.6438,1.9083,10.9296,20.3652,3.7556,6.0384,16.6096,median,-1.3659,-0.6610,-1.0535,-1.2427,-1.1326,-1.0271,-0.9136,-1.6931,-1.1247,-1.6699,1.3257,1.2920
Tal,4.5395,9.2404,31.7538,4.6476,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,mean,0.1755,-1.4208,-1.9409,-0.9516,-0.9664,0.1370,-1.0831,0.6941,0.1281,0.9406,-1.2138,-1.2150
Tal,4.5395,9.2404,31.7538,4.6476,3.1190,1.7245,1.8907,26.0464,26.4479,25.4822,0.5413,0.9657,median,0.1755,-1.4208,-1.9409,-0.9516,-0.9664,0.1370,-1.0831,0.6941,0.1281,0.9406,-1.2138,-1.2150
Tan,5.7500,10.5546,42.6241,4.8585,3.3092,1.7689,1.9207,26.1870,29.5603,21.0264,3.1125,8.5339,mean,1.6143,0.2956,0.6876,-0.1819,-0.0217,0.8161,-0.7947,0.7326,1.0145,0.0852,0.7272,0.7091
Tan,5.7000,10.6539,45.2140,4.9799,3.3972,1.7760,1.9704,26.2707,29.7672,21.0881,3.1643,8.6791,median,1.5605,0.4404,1.3245,0.2938,0.4459,0.9273,-0.3187,0.7557,1.0799,0.0956,0.7429,0.7239
Tar,5.5663,10.4808,41.1553,5.0949,3.4175,1.7121,2.0833,16.3493,19.1211,13.9833,1.6891,5.1378,mean,1.4145,0.1894,0.3281,0.7666,0.5568,-0.0485,0.7510,-1.1743,-1.3118,-0.8817,0.1128,0.2633
Tar,5.5271,10.4970,41.6502,5.0934,3.4216,1.7142,2.0923,16.3493,19.1211,13.9833,1.6891,5.1378,median,1.3711,0.2125,0.4491,0.7604,0.5790,-0.0174,0.8354,-1.1743,-1.3118,-0.8817,0.1128,0.2633
Tat,4.1974,12.3715,52.2603,5.6741,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,mean,-0.2935,3.3029,3.0755,3.5010,3.3564,2.0721,2.6664,0.7648,0.3284,0.8509,-0.5488,-0.5069
Tat,4.1974,12.3715,52.2603,5.6741,3.8785,1.8466,2.2895,26.3035,27.2090,25.0632,0.9319,2.1458,median,-0.2935,3.3029,3.0755,3.5010,3.3564,2.0721,2.6664,0.7648,0.3284,0.8509,-0.5488,-0.5069
Tau,4.8571,10.7827,43.5502,5.0599,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,mean,0.5834,0.6316,0.9149,0.6204,0.8940,-0.1511,1.3438,0.3154,-0.2142,0.5562,-1.0054,-0.8662
Tau,4.8571,10.7827,43.5502,5.0599,3.4783,1.7051,2.1466,24.5843,25.0457,23.6154,0.6384,1.4303,median,0.5834,0.6316,0.9149,0.6204,0.8940,-0.1511,1.3438,0.3154,-0.2142,0.5562,-1.0054,-0.8662
Tay,4.0751,10.9796,42.7427,5.1078,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,mean,-0.4694,0.9310,0.7167,0.8212,0.5735,1.7290,-0.3072,0.8410,0.2292,1.1107,-1.6176,-1.6602
Tay,4.0751,10.9796,42.7427,5.1078,3.4206,1.8259,1.9716,26.5754,26.8372,26.2515,0.3982,0.5857,median,-0.4694,0.9310,0.7167,0.8212,0.5735,1.7290,-0.3072,0.8410,0.2292,1.1107,-1.6176,-1.6602
Teb,4.3364,11.0421,42.2224,5.1380,3.4846,1.7052,2.1433,23.3075,24.1392,22.1688,0.9351,1.9705,mean,-0.0990,1.0277,0.5892,0.9496,0.9294,-0.1498,1.3132,0.0159,-0.4177,0.2845,-0.5448,-0.5824
Teb,4.3158,11.0967,42.3473,5.1257,3.4901,1.7045,2.1462,23.3313,24.2671,22.0977,0.9556,1.9744,median,-0.1274,1.1131,0.6197,0.8970,0.9606,-0.1599,1.3396,0.0212,-0.3898,0.2717,-0.5195,-0.5806
Tic,4.5758,10.5190,44.5154,4.9913,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,mean,0.2233,0.2442,1.1524,0.3397,0.7024,0.4685,0.9762,0.5294,-0.0169,0.8019,-1.0320,-1.1488
Tic,4.5758,10.5190,44.5154,4.9913,3.4440,1.7464,2.1073,25.4290,25.8709,24.8306,0.6249,1.0403,median,0.2233,0.2442,1.1524,0.3397,0.7024,0.4685,0.9762,0.5294,-0.0169,0.8019,-1.0320,-1.1488
Tim,3.9000,11.1595,43.0748,5.2422,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,mean,-0.7297,1.2121,0.7982,1.4054,1.4821,0.1370,1.7794,-0.6183,0.2771,-1.1259,1.2766,1.2298
Tim,3.9000,11.1595,43.0748,5.2422,3.5804,1.7245,2.1934,20.1028,27.0178,11.5484,5.7024,15.4695,median,-0.7297,1.2121,0.7982,1.4054,1.4821,0.1370,1.7794,-0.6183,0.2771,-1.1259,1.2766,1.2298
Tiw,6.8289,10.7570,40.8995,5.1504,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,mean,2.6842,0.5931,0.2656,1.0030,1.0829,1.6225,0.4719,1.0323,0.8887,0.8258,-0.0695,0.0881
Tiw,6.8289,10.7570,40.8995,5.1504,3.5116,1.8194,2.0537,27.2364,29.1548,24.9442,1.4251,4.2106,median,2.6842,0.5931,0.2656,1.0030,1.0829,1.6225,0.4719,1.0323,0.8887,0.8258,-0.0695,0.0881
Tnm,5.2727,11.4442,47.5342,5.1981,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,mean,1.0826,1.6722,1.8983,1.2102,1.4710,0.8036,1.6624,0.6646,0.1352,0.8072,-0.9222,-0.7558
Tnm,5.2727,11.4442,47.5342,5.1981,3.5785,1.7681,2.1808,25.9377,26.4756,24.8557,0.6827,1.6200,median,1.0826,1.6722,1.8983,1.2102,1.4710,0.8036,1.6624,0.6646,0.1352,0.8072,-0.9222,-0.7558
Tol,3.7917,8.9126,33.1861,4.4960,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,mean,-0.8960,-1.7929,-1.5992,-1.4625,-1.6281,-0.8793,-1.7050,-0.1139,-0.2859,-0.0066,0.0456,0.0984
Tol,3.7917,8.9126,33.1861,4.4960,2.9740,1.6544,1.8265,22.7140,24.7331,20.4733,1.5856,4.2598,median,-0.8960,-1.7929,-1.5992,-1.4625,-1.6281,-0.8793,-1.7050,-0.1139,-0.2859,-0.0066,0.0456,0.0984
Ton,5.5781,10.1875,43.1881,4.8773,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,mean,1.4275,-0.2210,0.8260,-0.1097,-0.6466,-0.1511,-0.5442,-0.6247,0.8328,-1.2635,1.4360,1.4095
Ton,5.5781,10.1875,43.1881,4.8773,3.1854,1.7051,1.9468,20.0660,28.9712,9.9686,6.8815,19.0025,median,1.4275,-0.2210,0.8260,-0.1097,-0.6466,-0.1511,-0.5442,-0.6247,0.8328,-1.2635,1.4360,1.4095
Tor,4.6586,10.4933,39.0997,5.0200,3.3759,1.7786,1.9862,24.2311,24.5223,23.8089,0.4226,0.7134,mean,0.3313,0.2072,-0.1730,0.4563,0.3312,0.9684,-0.1681,0.2297,-0.3334,0.5942,-1.5376,-1.4844
Tor,4.5714,10.4788,38.9959,5.0168,3.3871,1.7877,1.9886,24.3024,24.5971,23.8544,0.4184,0.7145,median,0.2176,0.1865,-0.1982,0.4433,0.3913,1.1120,-0.1452,0.2468,-0.3166,0.6032,-1.5511,-1.4831
Tot,5.1737,8.7879,32.3056,4.4004,2.9459,1.6078,1.8512,22.0353,25.3044,17.8104,2.6760,7.4940,mean,0.9670,-1.9288,-1.8094,-1.7671,-1.7507,-1.5175,-1.4650,-0.2552,-0.1536,-0.4089,0.5811,0.5951
Tot,5.0646,8.7805,32.3764,4.4044,2.9535,1.6084,1.8540,21.9183,25.3617,17.6494,2.6928,7.3966,median,0.8371,-1.9369,-1.7926,-1.7545,-1.7175,-1.5091,-1.4374,-0.2788,-0.1400,-0.4312,0.5873,0.5836
Tru,3.9483,9.4884,38.3941,4.6848,3.0702,1.5850,1.9592,26.1035,29.8396,24.6755,2.0043,5.1641,mean,-0.6569,-1.1247,-0.3443,-0.8209,-1.1947,-1.8195,-0.4256,0.7097,1.1029,0.7697,0.2912,0.2678
Tru,3.9483,9.4884,38.3941,4.6848,3.0702,1.5850,1.9592,26.1035,29.8396,24.6755,2.0043,5.1641,median,-0.6569,-1.1247,-0.3443,-0.8209,-1.1947,-1.8195,-0.4256,0.7097,1.1029,0.7697,0.2912,0.2678
Tsi,3.6847,8.6339,30.5274,4.3185,2.8187,1.6049,1.7516,5.0557,13.8895,-2.5997,6.3776,16.4891,mean,-1.0645,-2.0925,-2.2324,-2.0171,-2.2824,-1.5570,-2.4376,-1.9816,-1.8823,-1.9138,1.3721,1.2856
Tsi,3.7625,8.8861,30.3819,4.3511,2.8662,1.6075,1.7688,4.3756,13.4394,-3.5596,6.6227,16.9990,median,-0.9416,-1.8221,-2.2669,-1.9188,-2.0881,-1.5218,-2.2687,-2.0017,-1.9169,-1.9392,1.4039,1.3122
Tu,3.2828,8.9809,37.3371,4.2982,2.9879,1.5986,1.9163,21.3773,26.8724,13.7960,4.7274,13.0764,mean,-1.7392,-1.7171,-0.6004,-2.0779,-1.5667,-1.6408,-0.8367,-0.3852,0.2385,-0.9020,1.1124,1.0829
Tu,3.3254,8.9317,36.9550,4.2712,2.9693,1.5896,1.9169,22.0478,27.1329,14.2093,4.8257,13.3559,median,-1.6642,-1.7718,-0.6929,-2.1574,-1.6487,-1.7599,-0.8314,-0.2526,0.3079,-0.8570,1.1307,1.1014
