Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
IE,3.7664,9.6503,36.0977,4.6451,3.0788,1.6559,1.8880,13.0800,22.8139,3.1521,7.0746,19.6618,mean,-0.9354,-0.9246,-0.8999,-0.9602,-1.1549,-0.8589,-1.1090,-1.5219,-0.6911,-1.6996,1.4591,1.4392
IE,3.7500,9.6109,36.2561,4.6189,3.0721,1.6556,1.8889,12.2571,22.6616,2.9370,7.5202,20.6810,median,-0.9612,-0.9738,-0.8617,-1.0510,-1.1859,-0.8625,-1.1005,-1.5923,-0.7207,-1.7098,1.5096,1.4833
IG,4.8873,11.1768,43.0446,5.0329,3.4635,1.7119,2.1360,25.9496,27.3792,24.5070,1.1182,2.8722,mean,0.6209,1.2395,0.7907,0.5091,0.8111,-0.0510,1.2446,0.6678,0.3746,0.7349,-0.3390,-0.2492
IG,4.8718,11.1676,42.6222,5.0321,3.4799,1.7016,2.1411,25.9236,27.5728,24.4112,1.1655,3.1616,median,0.6017,1.2249,0.6871,0.5057,0.9030,-0.2025,1.2925,0.6608,0.4278,0.7153,-0.2921,-0.1645
Ijo,4.0012,11.5198,43.1372,5.2625,3.6346,1.7778,2.1822,25.7988,27.0411,24.4214,1.0006,2.6196,mean,-0.5781,1.7976,0.8135,1.4962,1.8054,0.9558,1.6751,0.6272,0.2833,0.7174,-0.4661,-0.3306
Ijo,3.9730,11.6141,43.5478,5.2857,3.6679,1.7829,2.2021,25.8493,27.1322,24.4458,1.0171,2.6864,median,-0.6200,1.9558,0.9143,1.6012,2.0078,1.0360,1.8601,0.6407,0.3077,0.7223,-0.4473,-0.3083
Ira,5.1061,11.0376,44.4359,5.1957,3.5427,1.7750,2.1256,24.6194,27.2094,22.7083,1.6127,4.5011,mean,0.8868,1.0208,1.1328,1.1997,1.2618,0.9116,1.1476,0.3240,0.3285,0.3832,0.0637,0.1469
Ira,5.1061,11.0376,44.4359,5.1957,3.5427,1.7750,2.1256,24.6194,27.2094,22.7083,1.6127,4.5011,median,0.8868,1.0208,1.1328,1.1997,1.2618,0.9116,1.1476,0.3240,0.3285,0.3832,0.0637,0.1469
Iro,4.6668,8.9815,33.3406,4.4568,2.8988,1.5716,1.8383,9.3174,21.8386,-3.8200,9.2712,25.6586,mean,0.3420,-1.7165,-1.5622,-1.5890,-1.9519,-1.9943,-1.5900,-1.7958,-0.8746,-1.9457,1.6788,1.6713
Iro,4.4375,9.0196,32.8889,4.5164,2.8975,1.5793,1.8266,8.2622,21.4529,-5.1633,9.6196,26.4259,median,0.0390,-1.6738,-1.6702,-1.3956,-1.9575,-1.8939,-1.7035,-1.8526,-0.9432,-1.9764,1.7080,1.6970
Ito,5.1923,10.4457,43.1634,4.9090,3.3672,1.7148,2.0503,26.8700,29.7102,25.2214,1.7250,4.4888,mean,0.9888,0.1393,0.8199,0.0131,0.2844,-0.0077,0.4398,0.9252,1.0618,0.8845,0.1350,0.1445
Ito,5.1923,10.4457,43.1634,4.9090,3.3672,1.7148,2.0503,26.8700,29.7102,25.2214,1.7250,4.4888,median,0.9888,0.1393,0.8199,0.0131,0.2844,-0.0077,0.4398,0.9252,1.0618,0.8845,0.1350,0.1445
Iwa,5.3631,10.9141,43.3922,5.1348,3.4681,1.8275,1.9523,26.7964,29.0968,24.3316,1.7205,4.7652,mean,1.1865,0.8304,0.8761,0.9362,0.8369,1.7558,-0.4913,0.9040,0.8710,0.6990,0.1323,0.1971
Iwa,5.5000,10.9675,43.8593,5.2191,3.5201,1.8433,1.9734,26.8135,28.9617,24.3836,1.7488,4.8476,median,1.3409,0.9123,0.9909,1.3027,1.1315,2.0170,-0.2901,0.9089,0.8299,0.7096,0.1495,0.2122
Jab,3.8057,10.2396,37.7035,5.0095,3.3853,1.7248,2.0602,25.9278,28.7318,24.3704,1.7168,4.3615,mean,-0.8742,-0.1495,-0.5117,0.4136,0.3813,0.1415,0.5337,0.6619,0.7608,0.7069,0.1300,0.1191
Jab,3.8057,10.2396,37.7035,5.0095,3.3853,1.7248,2.0602,25.9278,28.7318,24.3704,1.7168,4.3615,median,-0.8742,-0.1495,-0.5117,0.4136,0.3813,0.1415,0.5337,0.6619,0.7608,0.7069,0.1300,0.1191
Jap,3.6835,10.0413,36.5335,4.9440,3.2712,1.7133,2.0177,20.5010,26.9568,13.8564,4.7579,13.1004,mean,-1.0665,-0.4185,-0.7947,0.1505,-0.2174,-0.0293,0.1312,-0.5481,0.2608,-0.8955,1.1181,1.0845
Jap,3.6125,10.0369,36.4295,4.9063,3.2526,1.7148,2.0100,22.3898,27.7722,16.6043,4.1918,11.3399,median,-1.1807,-0.4245,-0.8198,0.0026,-0.3120,-0.0077,0.0582,-0.1823,0.4833,-0.5706,1.0043,0.9582
Jar,6.1396,10.4652,39.4459,4.9352,3.2931,1.8202,1.8785,26.9866,31.2155,21.9824,3.3007,9.2332,mean,2.0199,0.1670,-0.0887,0.1161,-0.1047,1.6356,-1.2009,0.9590,1.5614,0.2511,0.7830,0.7781
Jar,6.1396,10.4652,39.4459,4.9352,3.2931,1.8202,1.8785,26.9866,31.2155,21.9824,3.3007,9.2332,median,2.0199,0.1670,-0.0887,0.1161,-0.1047,1.6356,-1.2009,0.9590,1.5614,0.2511,0.7830,0.7781
Jir,4.7857,10.0881,36.0729,4.7378,3.1875,1.6683,1.9873,25.6407,26.5291,24.3201,1.0823,2.2090,mean,0.4938,-0.3558,-0.9058,-0.6309,-0.6363,-0.6832,-0.1576,0.5851,0.1490,0.6967,-0.3760,-0.4813
Jir,4.7857,10.0881,36.0729,4.7378,3.1875,1.6683,1.9873,25.6407,26.5291,24.3201,1.0823,2.2090,median,0.4938,-0.3558,-0.9058,-0.6309,-0.6363,-0.6832,-0.1576,0.5851,0.1490,0.6967,-0.3760,-0.4813
Jiv,4.3019,10.7290,41.1083,5.1379,3.4398,1.7504,2.0896,22.3497,23.2235,21.2439,0.9401,1.9796,mean,-0.1467,0.5515,0.3166,0.9491,0.6790,0.5300,0.8101,-0.1906,-0.6096,0.1221,-0.5386,-0.5783
Jiv,4.2533,10.7089,40.9018,5.1576,3.4333,1.7638,2.0792,24.0894,24.8320,23.1209,0.9904,2.0187,median,-0.2145,0.5216,0.2661,1.0338,0.6433,0.7367,0.7122,0.1959,-0.2634,0.4608,-0.4779,-0.5610
KE,4.0273,10.4514,40.0193,4.7911,3.3376,1.6860,2.0701,25.9176,26.8271,24.8434,0.8565,1.9837,mean,-0.5395,0.1474,0.0509,-0.4353,0.1270,-0.4301,0.6262,0.6592,0.2266,0.8046,-0.6481,-0.5764
KE,3.8158,10.5306,39.7387,4.8105,3.3525,1.6881,2.0617,25.9980,26.8434,24.9476,0.8012,1.8958,median,-0.8587,0.2609,-0.0175,-0.3632,0.2060,-0.3992,0.5473,0.6809,0.2309,0.8265,-0.7277,-0.6166
KK,3.4358,9.7732,40.8108,4.5636,3.1767,1.6212,2.0188,22.5423,27.1445,16.0575,3.9749,11.0869,mean,-1.4740,-0.7691,0.2439,-1.2390,-0.6892,-1.3369,0.1413,-0.1503,0.3110,-0.6399,0.9559,0.9384
KK,3.1326,9.8699,39.9731,4.5723,3.2245,1.6282,2.0450,22.3889,27.4291,15.1277,4.2326,11.4628,median,-2.0102,-0.6443,0.0396,-1.2097,-0.4532,-1.2419,0.3892,-0.1825,0.3882,-0.7524,1.0131,0.9676
KT,2.9073,10.3971,39.6399,4.9846,3.4021,1.7031,2.0937,10.6005,22.2062,-0.3974,8.2537,22.6036,mean,-2.4397,0.0704,-0.0415,0.3125,0.4728,-0.1799,0.8483,-1.7157,-0.8071,-1.8452,1.5856,1.5608
KT,2.8875,10.1205,39.2670,4.8668,3.3193,1.6854,2.0848,11.3514,22.7250,0.4203,8.0310,21.9793,median,-2.4788,-0.3121,-0.1323,-0.1500,0.0311,-0.4383,0.7649,-1.6627,-0.7084,-1.8157,1.5634,1.5364
Kad,4.4395,11.1418,42.4592,5.2098,3.4898,1.7501,2.1194,27.5346,31.9336,24.7944,2.5244,7.1392,mean,0.0417,1.1842,0.6472,1.2618,0.9591,0.5257,1.0893,1.1214,1.8158,0.7944,0.5238,0.5525
Kad,4.3667,11.2629,42.6049,5.2513,3.5002,1.7547,2.1283,27.7390,32.1595,25.2389,2.4810,7.1175,median,-0.0573,1.3771,0.6829,1.4461,1.0179,0.5959,1.1728,1.1835,1.8980,0.8883,0.5066,0.5498
Kak,4.4200,10.7083,43.2697,5.0236,3.3650,1.7453,1.9884,22.1659,28.4948,14.5840,5.1311,13.9108,mean,0.0153,0.5207,0.8460,0.4709,0.2726,0.4517,-0.1471,-0.2285,0.6907,-0.8150,1.1848,1.1370
Kak,4.4200,10.7083,43.2697,5.0236,3.3650,1.7453,1.9884,22.1659,28.4948,14.5840,5.1311,13.9108,median,0.0153,0.5207,0.8460,0.4709,0.2726,0.4517,-0.1471,-0.2285,0.6907,-0.8150,1.1848,1.1370
Kal,4.7495,9.0900,34.2427,4.2095,2.9154,1.6122,1.8275,11.2339,18.3232,5.3057,4.7488,13.0174,mean,0.4479,-1.5942,-1.3461,-2.3356,-1.8813,-1.4584,-1.6955,-1.6713,-1.4207,-1.5865,1.1164,1.0789
Kal,4.4646,9.1239,34.0654,4.2174,2.9088,1.6168,1.8397,11.2785,18.4681,5.4859,4.6828,12.7811,median,0.0756,-1.5555,-1.3886,-2.3129,-1.9096,-1.3968,-1.5762,-1.6681,-1.4015,-1.5761,1.1039,1.0629
Kam,4.1336,11.0384,42.5169,5.2727,3.6121,1.7911,2.1380,25.8272,27.5741,24.3220,1.2412,3.2521,mean,-0.3846,1.0220,0.6613,1.5421,1.6706,1.1661,1.2640,0.6348,0.4282,0.6971,-0.2217,-0.1396
Kam,4.1336,11.0384,42.5169,5.2727,3.6121,1.7911,2.1380,25.8272,27.5741,24.3220,1.2412,3.2521,median,-0.3846,1.0220,0.6613,1.5421,1.6706,1.1661,1.2640,0.6348,0.4282,0.6971,-0.2217,-0.1396
Kap,4.4907,10.7628,41.1529,5.1627,3.4822,1.7577,2.0972,26.4583,26.8543,26.0810,0.5692,0.7733,mean,0.1105,0.6017,0.3275,1.0558,0.9160,0.6421,0.8819,0.8080,0.2337,1.0724,-1.1498,-1.4127
Kap,4.4907,10.7628,41.1529,5.1627,3.4822,1.7577,2.0972,26.4583,26.8543,26.0810,0.5692,0.7733,median,0.1105,0.6017,0.3275,1.0558,0.9160,0.6421,0.8819,0.8080,0.2337,1.0724,-1.1498,-1.4127
Kat,4.5455,10.3859,41.9468,4.8340,3.3005,1.6879,2.0511,25.7268,26.5991,25.0732,0.7900,1.5259,mean,0.1834,0.0546,0.5217,-0.2747,-0.0669,-0.4016,0.4473,0.6079,0.1671,0.8530,-0.7447,-0.8088
Kat,4.7407,10.4047,42.0305,4.8154,3.3037,1.6819,2.0571,25.5871,26.5024,25.0650,0.7892,1.6403,median,0.4367,0.0811,0.5421,-0.3448,-0.0501,-0.4887,0.5039,0.5709,0.1421,0.8513,-0.7458,-0.7447
Kau,4.6485,10.3105,38.4556,4.8925,3.2897,1.7147,1.9839,24.9122,25.2982,24.5112,0.5718,0.7869,mean,0.3183,-0.0511,-0.3294,-0.0510,-0.1227,-0.0097,-0.1897,0.3969,-0.1551,0.7358,-1.1439,-1.3970
Kau,4.6016,10.3661,38.4337,4.9154,3.2770,1.7175,1.9772,24.6262,25.0491,24.2225,0.6010,0.8266,median,0.2572,0.0267,-0.3347,0.0379,-0.1880,0.0324,-0.2538,0.3257,-0.2134,0.6769,-1.0810,-1.3533
Kay,4.6268,9.6722,38.4183,4.6532,3.1252,1.6690,1.9455,25.9529,26.8214,24.6511,0.8750,2.1703,mean,0.2900,-0.8971,-0.3385,-0.9319,-0.9370,-0.6728,-0.5566,0.6687,0.2251,0.7646,-0.6229,-0.4969
Kay,4.6906,9.7031,37.6675,4.6652,3.1391,1.6726,1.9503,26.0025,26.8389,24.6695,0.8708,2.1699,median,0.3727,-0.8582,-0.5205,-0.8900,-0.8709,-0.6220,-0.5107,0.6822,0.2297,0.7684,-0.6286,-0.4971
Keh,6.0514,10.1896,36.8529,4.8597,3.3410,1.7299,1.9969,25.9088,26.1852,25.5405,0.3661,0.6447,mean,1.9301,-0.2181,-0.7175,-0.1770,0.1453,0.2186,-0.0666,0.6568,0.0614,0.9532,-1.7317,-1.5746
Keh,5.7759,10.2247,35.9802,4.8288,3.2927,1.7183,1.9802,26.0761,26.3462,25.7027,0.3657,0.6436,median,1.6420,-0.1700,-0.9282,-0.2944,-0.1070,0.0443,-0.2252,0.7022,0.1021,0.9886,-1.7333,-1.5762
Ken,4.4000,9.7101,38.8550,4.6862,3.1038,1.6889,1.8597,26.6880,27.6188,25.5641,0.7264,2.0547,mean,-0.0118,-0.8493,-0.2324,-0.8159,-1.0381,-0.3876,-1.3827,0.8730,0.4405,0.9584,-0.8462,-0.5453
Ken,4.4000,9.7101,38.8550,4.6862,3.1038,1.6889,1.8597,26.6880,27.6188,25.5641,0.7264,2.0547,median,-0.0118,-0.8493,-0.2324,-0.8159,-1.0381,-0.3876,-1.3827,0.8730,0.4405,0.9584,-0.8462,-0.5453
Ker,5.3258,9.8194,38.7478,4.7373,3.1634,1.6235,2.0155,13.0193,24.2484,2.1678,8.0878,22.0805,mean,1.1438,-0.7098,-0.2585,-0.6326,-0.7539,-1.3064,0.1101,-1.5273,-0.3939,-1.7447,1.5691,1.5404
Ker,5.2286,9.8123,38.6466,4.7324,3.1645,1.6228,2.0154,13.0537,24.3980,2.0662,8.1497,22.3319,median,1.0313,-0.7189,-0.2830,-0.6505,-0.7484,-1.3155,0.1094,-1.5243,-0.3610,-1.7492,1.5753,1.5503
Kng,5.1111,9.8277,34.8846,4.7243,3.1856,1.7556,1.8814,27.3697,29.2884,25.0263,1.5163,4.2621,mean,0.8928,-0.6990,-1.1919,-0.6797,-0.6456,0.6097,-1.1729,1.0719,0.9298,0.8431,-0.0024,0.0988
Kng,5.1111,9.8277,34.8846,4.7243,3.1856,1.7556,1.8814,27.3697,29.2884,25.0263,1.5163,4.2621,median,0.8928,-0.6990,-1.1919,-0.6797,-0.6456,0.6097,-1.1729,1.0719,0.9298,0.8431,-0.0024,0.0988
Knm,3.5654,10.8351,45.8317,4.9211,3.3988,1.7237,2.0525,25.0050,29.0774,21.5329,2.4561,7.5445,mean,-1.2577,0.7104,1.4770,0.0606,0.4548,0.1245,0.4608,0.4203,0.8650,0.1719,0.4966,0.6010
Knm,3.6579,11.1283,48.3737,5.0025,3.4750,1.7342,2.0987,24.8218,28.8807,21.3430,2.4523,7.5377,median,-1.1074,1.1628,2.1066,0.3850,0.8755,0.2830,0.8955,0.3742,0.8054,0.1391,0.4951,0.6002
Ko,5.6178,10.7526,42.0735,5.0114,3.4337,1.7761,2.0035,19.2996,19.8305,18.5417,0.5964,1.2888,mean,1.4712,0.5866,0.5527,0.4213,0.6452,0.9288,-0.0035,-0.7531,-1.2078,-0.3048,-1.0908,-0.9586
Ko,5.6178,10.7526,42.0735,5.0114,3.4337,1.7761,2.0035,19.2996,19.8305,18.5417,0.5964,1.2888,median,1.4712,0.5866,0.5527,0.4213,0.6452,0.9288,-0.0035,-0.7531,-1.2078,-0.3048,-1.0908,-0.9586
Kol,4.1352,10.6571,41.0669,5.0014,3.3266,1.7707,1.9697,26.2030,27.4998,24.4804,1.1403,3.0194,mean,-0.3824,0.4452,0.3065,0.3806,0.0694,0.8450,-0.3250,0.7371,0.4076,0.7294,-0.3168,-0.2051
Kol,3.9828,10.7986,42.6210,4.9861,3.3816,1.7760,2.0023,26.2371,27.4958,24.5132,1.1356,3.0253,median,-0.6055,0.6554,0.6868,0.3187,0.3619,0.9273,-0.0154,0.7465,0.4065,0.7362,-0.3215,-0.2034
Kom,3.7087,9.7625,37.3987,4.6597,3.1506,1.6131,1.9917,26.7897,30.6649,23.9816,2.3748,6.6832,mean,-1.0264,-0.7827,-0.5856,-0.9092,-0.8155,-1.4461,-0.1160,0.9021,1.3734,0.6285,0.4631,0.4945
Kom,3.7077,9.7888,37.3201,4.7050,3.1595,1.6172,1.9802,27.9630,31.7829,25.2477,2.4162,6.8007,median,-1.0280,-0.7491,-0.6046,-0.7490,-0.7726,-1.3920,-0.2257,1.2526,1.7615,0.8901,0.4803,0.5098
Kor,3.4500,9.6977,35.6488,4.6955,3.1464,1.6904,1.9067,10.0690,23.6171,-5.1402,10.0551,28.7574,mean,-1.4500,-0.8649,-1.0081,-0.7827,-0.8355,-0.3659,-0.9290,-1.7505,-0.5288,-1.9759,1.7428,1.7706
Kor,3.4500,9.6977,35.6488,4.6955,3.1464,1.6904,1.9067,10.0690,23.6171,-5.1402,10.0551,28.7574,median,-1.4500,-0.8649,-1.0081,-0.7827,-0.8355,-0.3659,-0.9290,-1.7505,-0.5288,-1.9759,1.7428,1.7706
Kpx,3.6667,10.8754,41.7233,5.1957,3.6244,1.7692,2.1816,26.0185,28.5627,24.3843,1.6062,4.1784,mean,-1.0933,0.7714,0.4669,1.1997,1.7440,0.8208,1.6698,0.6865,0.7107,0.7098,0.0593,0.0814
Kpx,3.6667,10.8754,41.7233,5.1957,3.6244,1.7692,2.1816,26.0185,28.5627,24.3843,1.6062,4.1784,median,-1.0933,0.7714,0.4669,1.1997,1.7440,0.8208,1.6698,0.6865,0.7107,0.7098,0.0593,0.0814
Kra,4.8462,10.9196,42.8437,4.9924,3.4572,1.7031,2.1279,25.9538,27.2776,24.5599,1.0344,2.7177,mean,0.5698,0.8388,0.7415,0.3441,0.7758,-0.1805,1.1691,0.6689,0.3469,0.7458,-0.4279,-0.2981
Kra,4.8462,10.9196,42.8437,4.9924,3.4572,1.7031,2.1279,25.9538,27.2776,24.5599,1.0344,2.7177,median,0.5698,0.8388,0.7415,0.3441,0.7758,-0.1805,1.1691,0.6689,0.3469,0.7458,-0.4279,-0.2981
Krd,4.0484,10.5403,39.0541,4.9706,3.3630,1.7713,1.9919,26.8623,31.2373,24.0303,2.5170,7.2070,mean,-0.5085,0.2750,-0.1840,0.2566,0.2620,0.8540,-0.1143,0.9230,1.5689,0.6383,0.5209,0.5608
Krd,4.0513,10.6538,38.4894,5.0152,3.3947,1.7943,1.9749,26.5407,30.9748,23.9912,2.4739,6.9901,median,-0.5042,0.4403,-0.3212,0.4364,0.4324,1.2171,-0.2758,0.8312,1.4784,0.6304,0.5038,0.5340
Kri,3.3529,10.3966,41.1385,4.8667,3.3426,1.6897,2.0623,24.7698,26.3997,22.3908,1.5677,4.0090,mean,-1.6163,0.0697,0.3240,-0.1504,0.1536,-0.3760,0.5530,0.3612,0.1158,0.3248,0.0335,0.0449
Kri,3.3529,10.3966,41.1385,4.8667,3.3426,1.6897,2.0623,24.7698,26.3997,22.3908,1.5677,4.0090,median,-1.6163,0.0697,0.3240,-0.1504,0.1536,-0.3760,0.5530,0.3612,0.1158,0.3248,0.0335,0.0449
Krm,4.8534,10.2603,37.8722,4.9097,3.3036,1.7816,1.9496,26.3988,26.6853,25.9796,0.4865,0.7057,mean,0.5787,-0.1209,-0.4709,0.0159,-0.0506,1.0159,-0.5172,0.7914,0.1894,1.0497,-1.3517,-1.4941
Krm,5.0167,10.4891,38.8321,4.8871,3.2882,1.7782,1.9337,26.4142,26.6978,26.0051,0.4773,0.6985,median,0.7794,0.2013,-0.2380,-0.0719,-0.1302,0.9619,-0.6697,0.7957,0.1927,1.0554,-1.3767,-1.5032
Krt,4.3715,9.6650,33.7427,4.6681,3.0372,1.6355,1.8628,11.9130,22.1178,2.1790,7.3601,19.9388,mean,-0.0508,-0.9062,-1.4659,-0.8800,-1.3461,-1.1416,-1.3525,-1.6199,-0.8236,-1.7442,1.4919,1.4514
Krt,4.4167,9.7937,34.9066,4.7347,3.0826,1.6402,1.8848,12.9956,23.0904,3.2745,7.4312,20.1847,median,0.0108,-0.7428,-1.1866,-0.6423,-1.1372,-1.0770,-1.1401,-1.5294,-0.6364,-1.6937,1.4998,1.4621
Ktn,5.0625,9.5628,34.6905,4.7316,3.1768,1.7099,1.8930,0.7735,13.7311,-11.1498,9.1896,24.8809,mean,0.8347,-1.0335,-1.2386,-0.6534,-0.6886,-0.0803,-1.0610,-2.0752,-1.8947,-2.0667,1.6718,1.6445
Ktn,5.0625,9.5628,34.6905,4.7316,3.1768,1.7099,1.8930,0.7735,13.7311,-11.1498,9.1896,24.8809,median,0.8347,-1.0335,-1.2386,-0.6534,-0.6886,-0.0803,-1.0610,-2.0752,-1.8947,-2.0667,1.6718,1.6445
Kuj,4.7375,10.7268,42.8966,4.9471,3.4095,1.7148,2.0594,26.8489,31.3076,23.9393,2.7079,7.3683,mean,0.4326,0.5482,0.7544,0.1629,0.5128,-0.0077,0.5256,0.9191,1.5934,0.6201,0.5928,0.5802
Kuj,4.7375,10.7268,42.8966,4.9471,3.4095,1.7148,2.0594,26.8489,31.3076,23.9393,2.7079,7.3683,median,0.4326,0.5482,0.7544,0.1629,0.5128,-0.0077,0.5256,0.9191,1.5934,0.6201,0.5928,0.5802
Kun,4.3684,10.0412,39.9678,4.8078,3.2659,1.6914,1.9650,13.5784,14.8527,11.4846,1.4621,3.3681,mean,-0.0550,-0.4187,0.0383,-0.3733,-0.2444,-0.3514,-0.3702,-1.4761,-1.8012,-1.1318,-0.0417,-0.1087
Kun,4.3684,10.0412,39.9678,4.8078,3.2659,1.6914,1.9650,13.5784,14.8527,11.4846,1.4621,3.3681,median,-0.0550,-0.4187,0.0383,-0.3733,-0.2444,-0.3514,-0.3702,-1.4761,-1.8012,-1.1318,-0.0417,-0.1087
Kuo,5.2895,10.4384,38.7802,4.9751,3.2855,1.7483,1.9819,25.2847,25.4844,25.0939,0.3929,0.3905,mean,1.1020,0.1289,-0.2506,0.2745,-0.1441,0.4975,-0.2090,0.4919,-0.1108,0.8574,-1.6357,-2.0220
Kuo,5.2895,10.4384,38.7802,4.9751,3.2855,1.7483,1.9819,25.2847,25.4844,25.0939,0.3929,0.3905,median,1.1020,0.1289,-0.2506,0.2745,-0.1441,0.4975,-0.2090,0.4919,-0.1108,0.8574,-1.6357,-2.0220
Kus,3.3439,10.5059,38.4395,4.9809,3.3706,1.7227,2.0825,21.9020,26.9235,14.9639,4.1634,11.9597,mean,-1.6320,0.2254,-0.3333,0.2978,0.3026,0.1093,0.7432,-0.2821,0.2520,-0.7715,0.9981,1.0048
Kus,3.3439,10.5059,38.4395,4.9809,3.3706,1.7227,2.0825,21.9020,26.9235,14.9639,4.1634,11.9597,median,-1.6320,0.2254,-0.3333,0.2978,0.3026,0.1093,0.7432,-0.2821,0.2520,-0.7715,0.9981,1.0048
Kwo,4.3975,10.9540,40.1972,5.1650,3.5357,1.7746,2.1031,25.8756,26.2040,25.3326,0.4982,0.8714,mean,-0.0152,0.8915,0.0942,1.0658,1.2212,0.9048,0.9371,0.6478,0.0661,0.9083,-1.3209,-1.3063
Kwo,4.2208,11.3537,41.3865,5.3553,3.6547,1.8115,2.1289,25.6354,25.9445,25.1240,0.4996,0.8528,median,-0.2603,1.5240,0.3846,1.9217,1.9275,1.4948,1.1789,0.5836,0.0013,0.8638,-1.3172,-1.3255
Kwz,4.0921,10.8829,40.9991,5.3031,3.5693,1.7151,2.1973,24.4817,26.7954,22.9118,1.5201,3.8836,mean,-0.4447,0.7828,0.2899,1.6805,1.4169,-0.0033,1.8156,0.2902,0.2182,0.4213,0.0003,0.0169
Kwz,4.0921,10.8829,40.9991,5.3031,3.5693,1.7151,2.1973,24.4817,26.7954,22.9118,1.5201,3.8836,median,-0.4447,0.7828,0.2899,1.6805,1.4169,-0.0033,1.8156,0.2902,0.2182,0.4213,0.0003,0.0169
Kxa,3.0492,9.0178,36.2077,4.3172,2.9809,1.5619,1.9339,22.2587,26.2769,15.9895,3.6945,10.2874,mean,-2.1659,-1.6758,-0.8733,-2.0211,-1.5979,-2.1188,-0.6680,-0.2095,0.0845,-0.6484,0.8885,0.8729
Kxa,3.1036,8.9464,35.0379,4.3303,3.0184,1.5591,1.9524,21.8197,26.0588,15.7281,3.5060,10.0373,median,-2.0640,-1.7555,-1.1551,-1.9818,-1.4308,-2.1539,-0.4906,-0.2985,0.0297,-0.6805,0.8397,0.8513
LP,4.0355,11.2422,45.2121,5.1088,3.5711,1.6994,2.1845,25.4389,25.6975,25.0945,0.3955,0.6030,mean,-0.5274,1.3438,1.3241,0.8253,1.4275,-0.2348,1.6966,0.5320,-0.0593,0.8575,-1.6265,-1.6342
LP,4.0792,11.2039,44.4756,5.1193,3.5805,1.6922,2.1651,25.8387,26.0982,25.5050,0.3837,0.5953,median,-0.4635,1.2826,1.1426,0.8699,1.4827,-0.3397,1.5163,0.6379,0.0395,0.9455,-1.6675,-1.6457
LS,5.7798,10.9312,44.1945,5.0909,3.4940,1.7304,2.1131,24.0634,24.3179,23.5419,0.5014,0.7760,mean,1.6462,0.8565,1.0734,0.7497,0.9825,0.2256,1.0305,0.1898,-0.3787,0.5418,-1.3126,-1.4095
LS,6.0517,10.7178,42.4817,4.9661,3.4022,1.6933,2.0886,26.2744,26.5162,25.7457,0.5285,0.7706,median,1.9304,0.5348,0.6527,0.2385,0.4730,-0.3237,0.8006,0.7568,0.1457,0.9980,-1.2445,-1.4158
Laa,3.6833,10.5088,38.6473,5.1231,3.3863,1.8104,1.9600,28.5425,33.2051,25.4446,2.6585,7.7606,mean,-1.0667,0.2295,-0.2829,0.8861,0.3869,1.4761,-0.4180,1.4361,2.2925,0.9325,0.5747,0.6257
Laa,3.6833,10.5088,38.6473,5.1231,3.3863,1.8104,1.9600,28.5425,33.2051,25.4446,2.6585,7.7606,median,-1.0667,0.2295,-0.2829,0.8861,0.3869,1.4761,-0.4180,1.4361,2.2925,0.9325,0.5747,0.6257
LeM,3.9239,11.3303,44.7170,5.3215,3.6240,1.7826,2.1822,25.5557,25.8423,25.0059,0.5261,0.8364,mean,-0.6935,1.4859,1.2020,1.7651,1.7413,1.0319,1.6750,0.5626,-0.0239,0.8388,-1.2504,-1.3428
LeM,3.7152,11.2689,45.5214,5.2843,3.6236,1.7767,2.1893,26.1122,26.3981,25.5565,0.5274,0.8416,median,-1.0160,1.3866,1.4004,1.5948,1.7392,0.9375,1.7413,0.7121,0.1153,0.9567,-1.2473,-1.3373
Lek,3.9125,9.9974,37.5726,4.8559,3.2174,1.6449,1.9725,26.1003,28.3845,23.8068,1.7705,4.5777,mean,-0.7108,-0.4770,-0.5434,-0.1917,-0.4886,-1.0119,-0.2986,0.7088,0.6584,0.5938,0.1624,0.1617
Lek,3.9125,9.9974,37.5726,4.8559,3.2174,1.6449,1.9725,26.1003,28.3845,23.8068,1.7705,4.5777,median,-0.7108,-0.4770,-0.5434,-0.1917,-0.4886,-1.0119,-0.2986,0.7088,0.6584,0.5938,0.1624,0.1617
Len,4.4333,10.1579,39.6203,4.8481,3.2546,1.7042,1.9812,20.2324,21.9484,18.9537,1.1897,2.9947,mean,0.0334,-0.2613,-0.0463,-0.2214,-0.3021,-0.1643,-0.2152,-0.5957,-0.8547,-0.2441,-0.2690,-0.2124
Len,4.4333,10.1579,39.6203,4.8481,3.2546,1.7042,1.9812,20.2324,21.9484,18.9537,1.1897,2.9947,median,0.0334,-0.2613,-0.0463,-0.2214,-0.3021,-0.1643,-0.2152,-0.5957,-0.8547,-0.2441,-0.2690,-0.2124
Lul,3.3625,10.5545,39.9951,5.1108,3.4599,1.7304,2.0824,21.8169,28.0392,15.2834,4.6208,12.7558,mean,-1.5997,0.2955,0.0450,0.8339,0.7909,0.2256,0.7423,-0.2991,0.5588,-0.7340,1.0920,1.0612
