Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
HM.MIENIC,HM,10.0944,37.8415,3.2381,1.7429,1.9495,19.7002,26.0367,10.3188,5.6137,15.3828,median,-0.3244,-0.4062,-0.3194,0.3932,-0.4507,-0.7067,0.0684,-1.2725,1.3001,1.2617
Had.HADZA,Had,10.2914,43.9962,3.3268,1.6742,2.0870,22.0231,23.3158,19.7634,1.4300,3.5523,mean,-0.0675,1.0097,0.1140,-0.6480,0.7844,-0.2668,-0.5586,-0.1497,-0.0516,-0.0720
Had.HADZA,Had,10.2914,43.9962,3.3268,1.6742,2.0870,22.0231,23.3158,19.7634,1.4300,3.5523,median,-0.0675,1.0097,0.1140,-0.6480,0.7844,-0.2668,-0.5586,-0.1497,-0.0516,-0.0720
Hai.HAIDA,Hai,9.0556,37.0031,2.9322,1.6142,1.8150,7.5044,13.4729,3.3088,3.8434,10.1641,mean,-1.5966,-0.6027,-1.7292,-1.4766,-1.6498,-1.8593,-1.9166,-1.6970,0.9546,0.8805
Hai.HAIDA,Hai,9.0556,37.0031,2.9322,1.6142,1.8150,7.5044,13.4729,3.3088,3.8434,10.1641,median,-1.5966,-0.6027,-1.7292,-1.4766,-1.6498,-1.8593,-1.9166,-1.6970,0.9546,0.8805
Har.HARAKMBET,Har,10.1766,39.7202,3.2799,1.6679,2.0293,15.0238,16.4550,13.9876,1.0685,2.4674,mean,-0.2178,0.0307,-0.1163,-0.7392,0.2643,-1.3424,-1.6371,-0.9274,-0.3798,-0.3975
Har.HARAKMBET,Har,10.1766,39.7202,3.2799,1.6679,2.0293,15.0238,16.4550,13.9876,1.0685,2.4674,median,-0.2178,0.0307,-0.1163,-0.7392,0.2643,-1.3424,-1.6371,-0.9274,-0.3798,-0.3975
Hat.HATAM-MANSIM,Hat,10.2797,37.1800,3.2469,1.7683,1.9179,25.6567,25.9935,25.3567,0.4026,0.6369,mean,-0.0829,-0.5611,-0.2769,0.8053,-0.7341,0.6253,0.0575,0.9576,-1.5970,-1.5858
Hat.HATAM-MANSIM,Hat,10.2797,37.1800,3.2469,1.7683,1.9179,25.6567,25.9935,25.3567,0.4026,0.6369,median,-0.0829,-0.5611,-0.2769,0.8053,-0.7341,0.6253,0.0575,0.9576,-1.5970,-1.5858
Hok.ACHUMAWI,Hok,9.9920,36.7819,3.2294,1.6531,1.9990,8.7022,20.3394,-0.4881,7.6507,20.8275,mean,-0.4560,-0.6546,-0.3613,-0.9480,-0.0075,-1.8078,-1.1087,-1.8327,1.5673,1.5425
Hok.ACHUMAWI,Hok,9.9920,36.7819,3.2294,1.6531,1.9990,8.7022,20.3394,-0.4881,7.6507,20.8275,median,-0.4560,-0.6546,-0.3613,-0.9480,-0.0075,-1.8078,-1.1087,-1.8327,1.5673,1.5425
Hok.ATSUGEWI,Hok,10.4284,37.7248,3.3907,1.6784,2.0928,7.4457,19.1754,-1.6399,7.6936,20.8153,mean,0.1142,-0.4335,0.4331,-0.5871,0.8367,-1.8616,-1.2883,-1.8641,1.5720,1.5420
Hok.ATSUGEWI,Hok,10.4284,37.7248,3.3907,1.6784,2.0928,7.4457,19.1754,-1.6399,7.6936,20.8153,median,0.1142,-0.4335,0.4331,-0.5871,0.8367,-1.8616,-1.2883,-1.8641,1.5720,1.5420
Hok.CHIMARIKO,Hok,9.7712,38.4090,3.1349,1.6361,1.9683,7.4048,18.1471,-0.2868,6.9751,18.4339,mean,-0.7352,-0.2738,-0.8097,-1.1837,-0.2832,-1.8632,-1.4315,-1.8268,1.4889,1.4292
Hok.CHIMARIKO,Hok,9.7712,38.4090,3.1349,1.6361,1.9683,7.4048,18.1471,-0.2868,6.9751,18.4339,median,-0.7352,-0.2738,-0.8097,-1.1837,-0.2832,-1.8632,-1.4315,-1.8268,1.4889,1.4292
Hok.COMECRUDAN,Hok,10.9524,42.7937,3.5003,1.7829,2.0588,23.8134,28.0612,18.2203,3.6390,9.8410,mean,0.8314,0.7365,0.9937,1.0483,0.5302,0.1393,0.6187,-0.3897,0.9031,0.8510
Hok.COMECRUDAN,Hok,10.9524,42.7937,3.5003,1.7829,2.0588,23.8134,28.0612,18.2203,3.6390,9.8410,median,0.8314,0.7365,0.9937,1.0483,0.5302,0.1393,0.6187,-0.3897,0.9031,0.8510
Hok.KAROK,Hok,9.8622,38.6051,3.1166,1.6204,1.9588,9.0341,19.4066,1.6733,6.6267,17.7333,mean,-0.6209,-0.2281,-0.8950,-1.3949,-0.3679,-1.7918,-1.2542,-1.7620,1.4449,1.3933
Hok.KAROK,Hok,9.8622,38.6051,3.1166,1.6204,1.9588,9.0341,19.4066,1.6733,6.6267,17.7333,median,-0.6209,-0.2281,-0.8950,-1.3949,-0.3679,-1.7918,-1.2542,-1.7620,1.4449,1.3933
Hok.POMOAN,Hok,10.6231,46.1577,3.3254,1.6564,2.0569,13.9943,21.1745,8.3377,4.9830,12.8367,mean,0.3766,1.4970,0.1070,-0.9014,0.5127,-1.4447,-0.9679,-1.4202,1.1937,1.0949
Hok.POMOAN,Hok,10.5967,45.1131,3.3013,1.6575,2.0285,13.7217,19.5445,8.4793,4.4270,11.0652,median,0.3407,1.2621,-0.0117,-0.8862,0.2575,-1.4699,-1.2334,-1.4104,1.0860,0.9584
Hok.SALINAN,Hok,9.1113,37.7169,2.9781,1.5900,1.9022,15.8670,22.4938,10.6351,4.7412,11.8587,mean,-1.5319,-0.4354,-1.5259,-1.7913,-0.8738,-1.2493,-0.7242,-1.2466,1.1486,1.0220
Hok.SALINAN,Hok,9.1113,37.7169,2.9781,1.5900,1.9022,15.8670,22.4938,10.6351,4.7412,11.8587,median,-1.5319,-0.4354,-1.5259,-1.7913,-0.8738,-1.2493,-0.7242,-1.2466,1.1486,1.0220
Hok.SERI,Hok,8.5728,34.1788,2.8340,1.5408,1.8264,22.7587,29.7470,15.6047,5.3864,14.1423,mean,-2.1404,-1.2713,-2.1534,-2.3951,-1.5486,-0.1074,1.1349,-0.7413,1.2634,1.1841
Hok.SERI,Hok,8.5728,34.1788,2.8340,1.5408,1.8264,22.7587,29.7470,15.6047,5.3864,14.1423,median,-2.1404,-1.2713,-2.1534,-2.3951,-1.5486,-0.1074,1.1349,-0.7413,1.2634,1.1841
Hok.SHASTA,Hok,9.3040,38.9119,3.0641,1.5815,1.9606,10.2667,21.0063,2.2720,6.8932,18.7343,mean,-1.3051,-0.1567,-1.1371,-1.8995,-0.3518,-1.7254,-0.9971,-1.7394,1.4787,1.4442
Hok.SHASTA,Hok,9.3040,38.9119,3.0641,1.5815,1.9606,10.2667,21.0063,2.2720,6.8932,18.7343,median,-1.3051,-0.1567,-1.1371,-1.8995,-0.3518,-1.7254,-0.9971,-1.7394,1.4787,1.4442
Hok.TEQUISTLATECAN,Hok,10.4835,41.8909,3.2994,1.7361,1.9776,24.3781,26.9443,21.7972,1.7059,5.1470,mean,0.1880,0.5303,-0.0212,0.2858,-0.1992,0.2805,0.3059,0.2074,0.1398,0.2616
Hok.TEQUISTLATECAN,Hok,10.5239,41.5983,3.2955,1.7418,1.9736,24.6908,26.9453,22.2166,1.6795,5.0710,median,0.2423,0.4633,-0.0402,0.3765,-0.2353,0.3616,0.3062,0.2872,0.1231,0.2482
Hok.YANA,Hok,11.0155,41.8229,3.4668,1.7284,2.1031,16.6936,28.2198,7.9032,7.5611,20.3166,mean,0.9202,0.5147,0.8205,0.1656,0.9297,-1.1495,0.6649,-1.4494,1.5573,1.5195
Hok.YANA,Hok,11.0155,41.8229,3.4668,1.7284,2.1031,16.6936,28.2198,7.9032,7.5611,20.3166,median,0.9202,0.5147,0.8205,0.1656,0.9297,-1.1495,0.6649,-1.4494,1.5573,1.5195
Hok.YUMAN,Hok,9.9225,38.4273,3.2242,1.6622,1.9867,19.2902,28.8186,10.7221,6.7461,18.0965,mean,-0.5446,-0.2695,-0.3865,-0.8197,-0.1176,-0.7750,0.8439,-1.2393,1.4603,1.4121
Hok.YUMAN,Hok,9.9741,38.0489,3.2277,1.6667,1.9974,19.1139,26.7776,10.7997,7.1219,19.3367,median,-0.4789,-0.3578,-0.3695,-0.7556,-0.0219,-0.8036,0.2612,-1.2328,1.5066,1.4736
Hru.HRUSO,Hru,9.6879,36.1158,3.2338,1.6675,2.0193,18.1149,22.9822,11.2037,4.2002,11.7785,mean,-0.8388,-0.8115,-0.3401,-0.7442,0.1748,-0.9566,-0.6271,-1.1983,1.0375,1.0158
Hru.HRUSO,Hru,9.6879,36.1158,3.2338,1.6675,2.0193,18.1149,22.9822,11.2037,4.2002,11.7785,median,-0.8388,-0.8115,-0.3401,-0.7442,0.1748,-0.9566,-0.6271,-1.1983,1.0375,1.0158
Hua.HUAVEAN,Hua,9.7463,36.0803,3.2113,1.6672,1.9911,26.3813,28.8712,23.5163,1.8133,5.3549,mean,-0.7662,-0.8199,-0.4480,-0.7490,-0.0784,0.8368,0.8600,0.5486,0.2047,0.2974
Hua.HUAVEAN,Hua,9.7000,35.5557,3.2205,1.6762,1.9857,26.2973,28.9067,23.3680,1.8574,5.5387,median,-0.8238,-0.9440,-0.4040,-0.6190,-0.1268,0.8117,0.8708,0.5177,0.2302,0.3279
Hur.HUARPE,Hur,9.6616,39.8872,3.1200,1.6607,1.9249,18.7499,26.1415,10.8305,5.4518,15.3110,mean,-0.8714,0.0694,-0.8792,-0.8410,-0.6711,-0.8611,0.0951,-1.2302,1.2741,1.2574
Hur.HUARPE,Hur,9.6616,39.8872,3.1200,1.6607,1.9249,18.7499,26.1415,10.8305,5.4518,15.3110,median,-0.8714,0.0694,-0.8792,-0.8410,-0.6711,-0.8611,0.0951,-1.2302,1.2741,1.2574
IE.ALBANIAN,IE,9.4634,32.7917,3.0945,1.6645,1.8643,14.7972,25.4913,5.3030,7.3208,20.1884,mean,-1.1138,-1.6039,-0.9974,-0.7863,-1.2116,-1.3659,-0.0673,-1.6023,1.5300,1.5136
IE.ALBANIAN,IE,9.5052,32.7571,3.0872,1.6685,1.8604,16.3784,26.9140,7.0550,7.1997,19.8591,median,-1.0631,-1.6122,-1.0314,-0.7292,-1.2463,-1.1886,0.2978,-1.5032,1.5159,1.4983
IE.ARMENIAN,IE,9.3566,35.2239,2.9695,1.6538,1.7685,4.5482,17.1572,-7.8486,9.0199,25.0059,mean,-1.2423,-1.0226,-1.5641,-0.9386,-2.0621,-1.9509,-1.5562,-1.9757,1.7041,1.7128
IE.ARMENIAN,IE,9.3581,35.3563,2.9663,1.6473,1.7642,3.0778,15.3005,-9.0933,8.8233,24.3938,median,-1.2405,-0.9912,-1.5784,-1.0288,-2.0999,-1.9811,-1.7573,-1.9890,1.6860,1.6897
IE.BALTIC,IE,9.2695,34.1511,2.9489,1.5997,1.8390,6.5488,17.8286,-4.4704,8.3280,22.2991,mean,-1.3460,-1.2779,-1.6552,-1.6668,-1.4367,-1.8941,-1.4730,-1.9257,1.6382,1.6061
IE.BALTIC,IE,9.3536,34.8161,2.9476,1.6042,1.8327,6.5488,17.8286,-4.4704,8.3280,22.2991,median,-1.2459,-1.1195,-1.6609,-1.6084,-1.4927,-1.8941,-1.4730,-1.9257,1.6382,1.6061
IE.CELTIC,IE,9.7106,33.7304,3.0972,1.7010,1.8472,9.3502,15.1616,4.4729,4.0473,10.6887,mean,-0.8107,-1.3785,-0.9850,-0.2531,-1.3636,-1.7759,-1.7707,-1.6439,1.0030,0.9267
IE.CELTIC,IE,9.7668,33.7431,3.0891,1.6971,1.8379,9.5367,15.1348,5.0109,3.9738,10.4913,median,-0.7407,-1.3755,-1.0227,-0.3119,-1.4464,-1.7661,-1.7733,-1.6173,0.9859,0.9096
IE.GERMANIC,IE,9.3043,32.2666,2.9598,1.6502,1.8060,7.3367,15.9329,-0.4523,6.1428,16.3853,mean,-1.3047,-1.7305,-1.6071,-0.9886,-1.7296,-1.8658,-1.6934,-1.8316,1.3792,1.3201
IE.GERMANIC,IE,9.2578,31.4447,2.9763,1.6473,1.8033,9.0550,17.5353,1.0631,6.2975,16.6645,median,-1.3599,-1.9296,-1.5339,-1.0288,-1.7536,-1.7908,-1.5100,-1.7836,1.4008,1.3357
IE.GREEK,IE,10.4786,40.3726,3.3192,1.7061,2.0137,12.7390,23.2063,3.3042,7.2960,19.9021,mean,0.1814,0.1814,0.0762,-0.1767,0.1243,-1.5541,-0.5813,-1.6972,1.5271,1.5003
IE.GREEK,IE,10.3797,40.1735,3.2780,1.7034,1.9893,12.7844,23.2746,3.4275,7.3800,20.1264,median,0.0494,0.1355,-0.1255,-0.2175,-0.0941,-1.5504,-0.5672,-1.6919,1.5368,1.5107
IE.INDIC,IE,9.5666,36.8690,3.0704,1.6460,1.8995,15.3879,24.6997,5.3169,6.7777,19.3828,mean,-0.9882,-0.6342,-1.1086,-1.0473,-0.8977,-1.3032,-0.2553,-1.6016,1.4643,1.4758
IE.INDIC,IE,9.5317,36.7752,3.0635,1.6456,1.9005,15.6649,24.4133,5.7223,7.6012,21.3544,median,-1.0308,-0.6562,-1.1401,-1.0517,-0.8890,-1.2724,-0.3206,-1.5800,1.5618,1.5658
IE.IRANIAN,IE,9.6072,35.6502,3.0557,1.6426,1.8781,14.6937,25.4396,3.2249,8.0362,22.2147,mean,-0.9384,-0.9216,-1.1758,-1.0945,-1.0890,-1.3765,-0.0799,-1.7006,1.6085,1.6025
IE.IRANIAN,IE,9.6853,35.9800,3.1007,1.6513,1.8887,16.6391,27.3111,4.0912,7.8038,21.9426,median,-0.8421,-0.8436,-0.9686,-0.9724,-0.9942,-1.1564,0.4061,-1.6620,1.5839,1.5911
IE.NURISTANI,IE,10.1735,39.7174,3.3020,1.6925,2.0168,9.7205,19.9082,-1.4333,7.6372,21.3415,mean,-0.2218,0.0301,-0.0080,-0.3805,0.1522,-1.7563,-1.1775,-1.8588,1.5658,1.5652
IE.NURISTANI,IE,10.2199,39.5533,3.3110,1.6969,2.0228,13.3575,23.3532,2.2125,7.6673,21.3647,median,-0.1613,-0.0079,0.0363,-0.3149,0.2063,-1.5022,-0.5508,-1.7417,1.5691,1.5662
IE.ROMANCE,IE,10.1855,38.0981,3.2282,1.7138,1.9389,11.9503,21.4235,3.5962,6.5413,17.8272,mean,-0.2062,-0.3463,-0.3672,-0.0594,-0.5456,-1.6147,-0.9239,-1.6844,1.4337,1.3982
IE.ROMANCE,IE,10.1100,38.2228,3.2512,1.7176,1.9364,13.4947,23.1335,5.2084,6.6331,17.9251,median,-0.3043,-0.3172,-0.2561,-0.0015,-0.5683,-1.4902,-0.5963,-1.6072,1.4457,1.4033
IE.SLAVIC,IE,9.6535,35.6828,3.0333,1.6237,1.8788,8.4992,19.7580,-2.5500,8.2717,22.3080,mean,-0.8814,-0.9139,-1.2779,-1.3504,-1.0827,-1.8172,-1.2008,-1.8862,1.6326,1.6064
IE.SLAVIC,IE,9.6632,35.7257,2.9986,1.6129,1.8750,8.6980,19.8194,-1.6436,7.8663,21.3629,median,-0.8693,-0.9037,-1.4342,-1.4944,-1.1163,-1.8080,-1.1913,-1.8642,1.5906,1.5661
IE.TOCHARIAN,IE,9.4507,34.8525,3.1878,1.7144,1.8792,15.6048,30.7659,-2.3186,11.6687,33.0846,mean,-1.1291,-1.1108,-0.5602,-0.0506,-1.0789,-1.2792,1.4738,-1.8808,1.9109,1.9748
IE.TOCHARIAN,IE,9.4507,34.8525,3.1878,1.7144,1.8792,15.6048,30.7659,-2.3186,11.6687,33.0846,median,-1.1291,-1.1108,-0.5602,-0.0506,-1.0789,-1.2792,1.4738,-1.8808,1.9109,1.9748
IG.INLAND_GULF,IG,11.1768,43.0446,3.4635,1.7119,2.1360,25.9496,27.3792,24.5070,1.1182,2.8722,mean,1.1494,0.7936,0.8037,-0.0890,1.2269,0.7094,0.4250,0.7629,-0.3276,-0.2621
IG.INLAND_GULF,IG,11.1676,42.6222,3.4799,1.7016,2.1411,25.9236,27.5728,24.4112,1.1655,3.1616,median,1.1363,0.6974,0.8881,-0.2445,1.2732,0.7019,0.4791,0.7416,-0.2803,-0.1764
Ijo.IJOID,Ijo,11.5198,43.1372,3.6346,1.7778,2.1822,25.7988,27.0411,24.4214,1.0006,2.6196,mean,1.6481,0.8147,1.7036,0.9631,1.6452,0.6659,0.3321,0.7439,-0.4559,-0.3442
Ijo.IJOID,Ijo,11.6141,43.5478,3.6679,1.7829,2.2021,25.8493,27.1322,24.4458,1.0171,2.6864,median,1.7879,0.9080,1.8835,1.0483,1.8261,0.6804,0.3569,0.7493,-0.4369,-0.3218
Ira.IRANXE,Ira,11.0376,44.4359,3.5427,1.7750,2.1256,24.6194,27.2094,22.7083,1.6127,4.5011,mean,0.9514,1.1092,1.2151,0.9162,1.1330,0.3429,0.3781,0.3835,0.0794,0.1407
Ira.IRANXE,Ira,11.0376,44.4359,3.5427,1.7750,2.1256,24.6194,27.2094,22.7083,1.6127,4.5011,median,0.9514,1.1092,1.2151,0.9162,1.1330,0.3429,0.3781,0.3835,0.0794,0.1407
Iro.NORTHERN_IROQUOIAN,Iro,8.8197,32.7609,2.8574,1.5607,1.8193,9.3157,22.1142,-4.0400,9.4487,26.1541,mean,-1.8660,-1.6113,-2.0534,-2.1563,-1.6118,-1.7777,-0.7970,-1.9176,1.7420,1.7547
Iro.NORTHERN_IROQUOIAN,Iro,8.9490,32.5797,2.8871,1.5767,1.8261,8.1477,21.4818,-5.4800,9.6552,26.5812,median,-1.7192,-1.6549,-1.9256,-1.9591,-1.5513,-1.8328,-0.9135,-1.9430,1.7596,1.7699
Iro.SOUTHERN_IROQUOIAN,Iro,10.4373,38.5577,3.2710,1.6691,2.0098,9.3329,19.3585,-1.8402,7.6733,21.1986,mean,0.1261,-0.2391,-0.1599,-0.7213,0.0895,-1.7768,-1.2613,-1.8692,1.5697,1.5590
Iro.SOUTHERN_IROQUOIAN,Iro,10.4373,38.5577,3.2710,1.6691,2.0098,9.3329,19.3585,-1.8402,7.6733,21.1986,median,0.1261,-0.2391,-0.1599,-0.7213,0.0895,-1.7768,-1.2613,-1.8692,1.5697,1.5590
Ito.ITONAMA,Ito,10.4457,43.1634,3.3672,1.7148,2.0503,26.8700,29.7102,25.2214,1.7250,4.4888,mean,0.1373,0.8207,0.3151,-0.0445,0.4537,0.9863,1.1231,0.9259,0.1516,0.1382
Ito.ITONAMA,Ito,10.4457,43.1634,3.3672,1.7148,2.0503,26.8700,29.7102,25.2214,1.7250,4.4888,median,0.1373,0.8207,0.3151,-0.0445,0.4537,0.9863,1.1231,0.9259,0.1516,0.1382
Iwa.IWAIDJAN,Iwa,10.9141,43.3922,3.4681,1.8275,1.9523,26.7964,29.0968,24.3316,1.7205,4.7652,mean,0.7779,0.8727,0.8274,1.8215,-0.4258,0.9634,0.9294,0.7240,0.1489,0.1921
Iwa.IWAIDJAN,Iwa,10.9675,43.8593,3.5201,1.8433,1.9734,26.8135,28.9617,24.3836,1.7488,4.8476,median,0.8526,0.9787,1.0967,2.1058,-0.2371,0.9687,0.8877,0.7355,0.1663,0.2075
Jab.JABUTI,Jab,10.2396,37.7035,3.3853,1.7248,2.0602,25.9278,28.7318,24.3704,1.7168,4.3615,mean,-0.1356,-0.4385,0.4056,0.1096,0.5433,0.7031,0.8176,0.7326,0.1466,0.1123
Jab.JABUTI,Jab,10.2396,37.7035,3.3853,1.7248,2.0602,25.9278,28.7318,24.3704,1.7168,4.3615,median,-0.1356,-0.4385,0.4056,0.1096,0.5433,0.7031,0.8176,0.7326,0.1466,0.1123
Jap.JAPANESE,Jap,10.0413,36.5335,3.2712,1.7133,2.0177,20.5010,26.9568,13.8564,4.7579,13.1004,mean,-0.3928,-0.7131,-0.1589,-0.0667,0.1604,-0.5654,0.3093,-0.9415,1.1518,1.1136
Jap.JAPANESE,Jap,10.0369,36.4295,3.2526,1.7148,2.0100,22.3898,27.7722,16.6043,4.1918,11.3399,median,-0.3985,-0.7376,-0.2493,-0.0445,0.0913,-0.1886,0.5355,-0.6147,1.0356,0.9809
Jar.JARRAKAN,Jar,10.4652,39.4459,3.2931,1.8202,1.8785,26.9866,31.2155,21.9824,3.3007,9.2332,mean,0.1633,-0.0328,-0.0517,1.6913,-1.0852,1.0228,1.6299,0.2423,0.8099,0.7926
Jar.JARRAKAN,Jar,10.4652,39.4459,3.2931,1.8202,1.8785,26.9866,31.2155,21.9824,3.3007,9.2332,median,0.1633,-0.0328,-0.0517,1.6913,-1.0852,1.0228,1.6299,0.2423,0.8099,0.7926
Jir.JIRAJARAN,Jir,10.0881,36.0729,3.1875,1.6683,1.9873,25.6407,26.5291,24.3201,1.0823,2.2090,mean,-0.3326,-0.8217,-0.5616,-0.7328,-0.1125,0.6208,0.1954,0.7215,-0.3650,-0.4958
Jir.JIRAJARAN,Jir,10.0881,36.0729,3.1875,1.6683,1.9873,25.6407,26.5291,24.3201,1.0823,2.2090,median,-0.3326,-0.8217,-0.5616,-0.7328,-0.1125,0.6208,0.1954,0.7215,-0.3650,-0.4958
Jiv.JIVAROAN,Jiv,10.7290,41.1083,3.4398,1.7504,2.0896,22.3497,23.2235,21.2439,0.9401,1.9796,mean,0.5214,0.3508,0.6820,0.5142,0.8080,-0.1973,-0.5777,0.1054,-0.5289,-0.5930
Jiv.JIVAROAN,Jiv,10.7089,40.9018,3.4333,1.7638,2.0792,24.0894,24.8320,23.1209,0.9904,2.0187,median,0.4937,0.3033,0.6490,0.7314,0.7140,0.2075,-0.2246,0.4668,-0.4678,-0.5757
KE.ELEVALA,KE,10.4514,40.0193,3.3376,1.6860,2.0701,25.9176,26.8271,24.8434,0.8565,1.9837,mean,0.1449,0.0999,0.1674,-0.4766,0.6317,0.7001,0.2744,0.8388,-0.6392,-0.5912
KE.ELEVALA,KE,10.5306,39.7387,3.3525,1.6881,2.0617,25.9980,26.8434,24.9476,0.8012,1.8958,median,0.2513,0.0350,0.2416,-0.4453,0.5563,0.7235,0.2788,0.8626,-0.7193,-0.6313
KK.KHOE-KWADI,KK,9.7732,40.8108,3.1767,1.6212,2.0188,22.5423,27.1445,16.0575,3.9749,11.0869,mean,-0.7327,0.2824,-0.6130,-1.3839,0.1700,-0.1554,0.3603,-0.6851,0.9862,0.9602
KK.KHOE-KWADI,KK,9.8699,39.9731,3.2245,1.6282,2.0450,22.3889,27.4291,15.1277,4.2326,11.4628,median,-0.6111,0.0892,-0.3848,-1.2902,0.4055,-0.1888,0.4389,-0.7986,1.0446,0.9908
KT.KIOWA-TANOAN,KT,10.3971,39.6399,3.4021,1.7031,2.0937,10.6005,22.2062,-0.3974,8.2537,22.6036,mean,0.0726,0.0121,0.4909,-0.2214,0.8446,-1.7054,-0.7796,-1.8300,1.6308,1.6187
KT.KIOWA-TANOAN,KT,10.1205,39.2670,3.3193,1.6854,2.0848,11.3514,22.7250,0.4203,8.0310,21.9793,median,-0.2907,-0.0743,0.0769,-0.4850,0.7646,-1.6569,-0.6787,-1.8049,1.6080,1.5926
Kad.KADUGLI,Kad,11.1418,42.4592,3.4898,1.7501,2.1194,27.5346,31.9336,24.7944,2.5244,7.1392,mean,1.0995,0.6602,0.9394,0.5097,1.0767,1.1988,1.8877,0.8277,0.5461,0.5581
Kad.KADUGLI,Kad,11.2629,42.6049,3.5002,1.7547,2.1283,27.7390,32.1595,25.2389,2.4810,7.1175,median,1.2732,0.6934,0.9932,0.5833,1.1574,1.2662,1.9710,0.9300,0.5287,0.5554
Kak.KARANKAWA,Kak,10.7083,43.2697,3.3650,1.7453,1.9884,22.1659,28.4948,14.5840,5.1311,13.9108,mean,0.4929,0.8448,0.3041,0.4322,-0.1026,-0.2366,0.7463,-0.8614,1.2200,1.1689
Kak.KARANKAWA,Kak,10.7083,43.2697,3.3650,1.7453,1.9884,22.1659,28.4948,14.5840,5.1311,13.9108,median,0.4929,0.8448,0.3041,0.4322,-0.1026,-0.2366,0.7463,-0.8614,1.2200,1.1689
Kal.KALAPUYAN,Kal,9.0900,34.2427,2.9154,1.6122,1.8275,11.2339,18.3232,5.3057,4.7488,13.0174,mean,-1.5566,-1.2561,-1.8023,-1.5033,-1.5391,-1.6648,-1.4080,-1.6021,1.1501,1.1078
Kal.KALAPUYAN,Kal,9.1239,34.0654,2.9088,1.6168,1.8397,11.2785,18.4681,5.4859,4.6828,12.7811,median,-1.5172,-1.2984,-1.8313,-1.4428,-1.4300,-1.6618,-1.3883,-1.5927,1.1374,1.0909
Kam.KAMULA,Kam,11.0384,42.5169,3.6121,1.7911,2.1380,25.8272,27.5741,24.3220,1.2412,3.2521,mean,0.9525,0.6734,1.5831,1.1869,1.2456,0.6740,0.4795,0.7219,-0.2091,-0.1511
Kam.KAMULA,Kam,11.0384,42.5169,3.6121,1.7911,2.1380,25.8272,27.5741,24.3220,1.2412,3.2521,median,0.9525,0.6734,1.5831,1.1869,1.2456,0.6740,0.4795,0.7219,-0.2091,-0.1511
Kap.KAPAURI,Kap,10.7628,41.1529,3.4822,1.7577,2.0972,26.4583,26.8543,26.0810,0.5692,0.7733,mean,0.5677,0.3611,0.8999,0.6319,0.8769,0.8600,0.2817,1.1318,-1.1434,-1.4176
Kap.KAPAURI,Kap,10.7628,41.1529,3.4822,1.7577,2.0972,26.4583,26.8543,26.0810,0.5692,0.7733,median,0.5677,0.3611,0.8999,0.6319,0.8769,0.8600,0.2817,1.1318,-1.1434,-1.4176
Kat.KATUKINAN,Kat,10.3859,41.9468,3.3005,1.6879,2.0511,25.7268,26.5991,25.0732,0.7900,1.5259,mean,0.0576,0.5431,-0.0158,-0.4477,0.4609,0.6453,0.2139,0.8915,-0.7364,-0.8229
Kat.KATUKINAN,Kat,10.4047,42.0305,3.3037,1.6819,2.0571,25.5871,26.5024,25.0650,0.7892,1.6403,median,0.0826,0.5622,0.0001,-0.5362,0.5149,0.6057,0.1885,0.8896,-0.7375,-0.7592
Kau.KAURE,Kau,10.3105,38.4556,3.2897,1.7147,1.9839,24.9122,25.2982,24.5112,0.5718,0.7869,mean,-0.0423,-0.2629,-0.0688,-0.0465,-0.1427,0.4203,-0.1142,0.7639,-1.1375,-1.4023
Kau.KAURE,Kau,10.3661,38.4337,3.2770,1.7175,1.9772,24.6262,25.0491,24.2225,0.6010,0.8266,median,0.0313,-0.2680,-0.1309,-0.0031,-0.2030,0.3447,-0.1736,0.7000,-1.0743,-1.3596
Kay.KAYAGAR,Kay,9.6722,38.4183,3.1252,1.6690,1.9455,25.9529,26.8214,24.6511,0.8750,2.1703,mean,-0.8582,-0.2716,-0.8550,-0.7223,-0.4869,0.7103,0.2729,0.7952,-0.6138,-0.5115
Kay.KAYAGAR,Kay,9.7031,37.6675,3.1391,1.6726,1.9503,26.0025,26.8389,24.6695,0.8708,2.1699,median,-0.8200,-0.4469,-0.7902,-0.6710,-0.4440,0.7248,0.2776,0.7994,-0.6195,-0.5117
Keh.KEHU,Keh,10.1896,36.8529,3.3410,1.7299,1.9969,25.9088,26.1852,25.5405,0.3661,0.6447,mean,-0.2008,-0.6379,0.1846,0.1895,-0.0266,0.6976,0.1063,1.0011,-1.7260,-1.5752
Keh.KEHU,Keh,10.2247,35.9802,3.2927,1.7183,1.9802,26.0761,26.3462,25.7027,0.3657,0.6436,median,-0.1550,-0.8436,-0.0539,0.0092,-0.1761,0.7463,0.1478,1.0398,-1.7276,-1.5768
Ken.KENABOI,Ken,9.7101,38.8550,3.1038,1.6889,1.8597,26.6880,27.6188,25.5641,0.7264,2.0547,mean,-0.8113,-0.1700,-0.9545,-0.4335,-1.2526,0.9300,0.4920,1.0067,-0.8385,-0.5600
