Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Mrw.MORWAP,Mrw,9.0840,33.6993,2.9452,1.6477,1.8210,23.8716,24.2078,23.5116,0.4896,0.6962,median,-1.5636,-1.3859,-1.6717,-1.0239,-1.5966,0.1535,-0.3667,0.5476,-1.3376,-1.5086
Msp.MASEP,Msp,10.9681,41.6877,3.4460,1.7731,2.0660,26.5622,26.8427,26.2826,0.3760,0.5601,mean,0.8535,0.4838,0.7138,0.8847,0.5951,0.8915,0.2786,1.1816,-1.6897,-1.6968
Msp.MASEP,Msp,10.9681,41.6877,3.4460,1.7731,2.0660,26.5622,26.8427,26.2826,0.3760,0.5601,median,0.8535,0.4838,0.7138,0.8847,0.5951,0.8915,0.2786,1.1816,-1.6897,-1.6968
Mun.MUNICHI,Mun,9.4553,38.5131,3.1302,1.6163,1.9928,26.6992,28.0680,25.7576,1.2700,2.3104,mean,-1.1236,-0.2495,-0.8316,-1.4494,-0.0631,0.9334,0.6206,1.0531,-0.1834,-0.4560
Mun.MUNICHI,Mun,9.4553,38.5131,3.1302,1.6163,1.9928,26.6992,28.0680,25.7576,1.2700,2.3104,median,-1.1236,-0.2495,-0.8316,-1.4494,-0.0631,0.9334,0.6206,1.0531,-0.1834,-0.4560
Mur.MURA,Mur,11.0590,41.4286,3.5648,1.6412,2.2824,26.0567,27.3488,25.4504,0.9783,1.8984,mean,0.9817,0.4244,1.3315,-1.1131,2.5566,0.7406,0.4166,0.9797,-0.4821,-0.6301
Mur.MURA,Mur,11.0590,41.4286,3.5648,1.6412,2.2824,26.0567,27.3488,25.4504,0.9783,1.8984,median,0.9817,0.4244,1.3315,-1.1131,2.5566,0.7406,0.4166,0.9797,-0.4821,-0.6301
Mus.MUSKOGEAN,Mus,9.8840,36.2107,3.2234,1.6475,1.9961,17.1848,26.9797,6.1231,7.5592,20.8566,mean,-0.5934,-0.7891,-0.3902,-1.0263,-0.0340,-1.0860,0.3155,-1.5579,1.5571,1.5438
Mus.MUSKOGEAN,Mus,9.9544,36.5902,3.2505,1.6491,2.0068,17.2624,27.1342,6.0447,7.5608,20.8535,median,-0.5040,-0.6997,-0.2595,-1.0038,0.0621,-1.0756,0.3575,-1.5623,1.5573,1.5437
NB.NORTH_BOUGAINVILLE,NB,11.2805,44.9802,3.5825,1.6766,2.2294,22.9214,23.2455,22.3728,0.5086,0.8727,mean,1.2987,1.2322,1.4252,-0.6133,2.0741,-0.0708,-0.5732,0.3175,-1.2880,-1.3124
NB.NORTH_BOUGAINVILLE,NB,11.2805,44.9802,3.5825,1.6766,2.2294,22.9214,23.2455,22.3728,0.5086,0.8727,median,1.2987,1.2322,1.4252,-0.6133,2.0741,-0.0708,-0.5732,0.3175,-1.2880,-1.3124
NC.ADAMAWA_FALI,NC,9.9225,34.6828,3.2042,1.7004,1.9449,27.0310,30.8015,24.2384,2.2772,6.5631,mean,-0.5445,-1.1512,-0.4820,-0.2618,-0.4923,1.0368,1.4860,0.7035,0.4417,0.4817
NC.ADAMAWA_FALI,NC,9.8670,34.7023,3.1868,1.7032,1.9345,27.1339,30.8737,24.2816,2.2864,6.5379,median,-0.6148,-1.1465,-0.5650,-0.2205,-0.5858,1.0694,1.5108,0.7130,0.4459,0.4782
NC.AGNEBY,NC,10.7172,38.2372,3.3833,1.7796,1.9868,25.7743,27.2430,23.8399,1.2291,3.4031,mean,0.5051,-0.3138,0.3957,0.9936,-0.1171,0.6589,0.3873,0.6172,-0.2202,-0.1105
NC.AGNEBY,NC,10.7380,40.0557,3.4043,1.7814,2.1029,25.6481,27.1057,23.7170,1.2226,3.3887,median,0.5337,0.1083,0.5017,1.0231,0.9279,0.6229,0.3497,0.5910,-0.2262,-0.1143
NC.AKPES,NC,11.7142,45.9185,3.6203,1.7609,2.2178,25.1085,26.4429,23.6249,1.0920,2.8180,mean,1.9375,1.4433,1.6268,0.6832,1.9687,0.4732,0.1729,0.5715,-0.3547,-0.2791
NC.AKPES,NC,11.7142,45.9185,3.6203,1.7609,2.2178,25.1085,26.4429,23.6249,1.0920,2.8180,median,1.9375,1.4433,1.6268,0.6832,1.9687,0.4732,0.1729,0.5715,-0.3547,-0.2791
NC.ATTIE,NC,9.8553,37.2130,3.1562,1.6126,2.0150,25.7505,27.5725,23.8002,1.3201,3.7723,mean,-0.6297,-0.5534,-0.7097,-1.4990,0.1362,0.6520,0.4790,0.6087,-0.1402,-0.0181
NC.ATTIE,NC,9.8553,37.2130,3.1562,1.6126,2.0150,25.7505,27.5725,23.8002,1.3201,3.7723,median,-0.6297,-0.5534,-0.7097,-1.4990,0.1362,0.6520,0.4790,0.6087,-0.1402,-0.0181
NC.AVIKAM-ALLADIAN,NC,11.6335,45.2377,3.5761,1.8027,2.1235,25.8227,26.9608,23.8792,1.1538,3.0816,mean,1.8168,1.2902,1.3914,1.3856,1.1140,0.6727,0.3104,0.6256,-0.2918,-0.1993
NC.AVIKAM-ALLADIAN,NC,11.6001,45.4187,3.5858,1.8019,2.1157,25.8289,26.9859,23.8946,1.1546,3.0914,median,1.7671,1.3310,1.4430,1.3718,1.0431,0.6745,0.3172,0.6289,-0.2910,-0.1964
NC.BAA,NC,10.3968,36.2664,3.2939,1.7579,1.9583,27.3218,30.7199,25.4415,1.9822,5.2784,mean,0.0721,-0.7760,-0.0480,0.6352,-0.3724,1.1296,1.4580,0.9776,0.2984,0.2844
NC.BAA,NC,10.3968,36.2664,3.2939,1.7579,1.9583,27.3218,30.7199,25.4415,1.9822,5.2784,median,0.0721,-0.7760,-0.0480,0.6352,-0.3724,1.1296,1.4580,0.9776,0.2984,0.2844
NC.BAATONUM,NC,11.2882,45.1279,3.4945,1.7918,2.0709,26.2414,29.1638,24.2849,1.7564,4.8789,mean,1.3097,1.2655,0.9638,1.1988,0.6397,0.7951,0.9502,0.7137,0.1709,0.2133
NC.BAATONUM,NC,11.2882,45.1279,3.4945,1.7918,2.0709,26.2414,29.1638,24.2849,1.7564,4.8789,median,1.3097,1.2655,0.9638,1.1988,0.6397,0.7951,0.9502,0.7137,0.1709,0.2133
NC.BALANTA,NC,9.2996,32.2627,2.9380,1.6325,1.8094,26.6715,29.2954,24.0491,1.7497,5.2463,mean,-1.3103,-1.7315,-1.7033,-1.2325,-1.6997,0.9249,0.9913,0.6622,0.1668,0.2789
NC.BALANTA,NC,9.2866,32.0614,2.9497,1.6379,1.8156,26.6499,29.2520,24.0787,1.7528,5.2321,median,-1.3258,-1.7801,-1.6521,-1.1584,-1.6445,0.9183,0.9777,0.6687,0.1687,0.2764
NC.BANTU,NC,10.6560,39.8141,3.3555,1.7261,2.0305,23.2951,24.9974,21.5333,1.4160,3.4641,mean,0.4214,0.0525,0.2565,0.1305,0.2757,0.0153,-0.1858,0.1583,-0.0625,-0.0946
NC.BANTU,NC,10.7145,40.0086,3.3665,1.7269,2.0374,23.9997,25.4371,22.7125,1.2413,2.6199,median,0.5014,0.0974,0.3116,0.1422,0.3376,0.1851,-0.0805,0.3844,-0.2091,-0.3441
NC.BEBOID,NC,10.1080,36.5528,3.2775,1.6949,2.0275,22.0543,23.7309,20.3470,1.2562,3.3839,mean,-0.3069,-0.7085,-0.1280,-0.3443,0.2483,-0.2602,-0.4709,-0.0521,-0.1956,-0.1156
NC.BEBOID,NC,10.0776,36.0850,3.2590,1.6924,2.0209,21.8776,23.5035,20.2071,1.2272,3.3107,median,-0.3461,-0.8188,-0.2183,-0.3825,0.1888,-0.2971,-0.5193,-0.0759,-0.2220,-0.1351
NC.BENA-MBOI,NC,10.6443,41.0188,3.3705,1.7312,2.0298,26.5001,30.1667,24.2483,2.1252,5.9184,mean,0.4054,0.3302,0.3318,0.2093,0.2692,0.8727,1.2720,0.7057,0.3708,0.3879
NC.BENA-MBOI,NC,10.6443,41.0188,3.3705,1.7312,2.0298,26.5001,30.1667,24.2483,2.1252,5.9184,median,0.4054,0.3302,0.3318,0.2093,0.2692,0.8727,1.2720,0.7057,0.3708,0.3879
NC.BENDIC,NC,10.9316,42.2976,3.4448,1.7267,2.1140,24.8638,26.1679,23.5404,1.0703,2.6274,mean,0.8024,0.6233,0.7076,0.1391,1.0282,0.4074,0.1018,0.5537,-0.3778,-0.3415
NC.BENDIC,NC,11.0491,43.3258,3.4733,1.7178,2.1349,24.7173,25.9984,23.3598,1.0618,2.6355,median,0.9676,0.8576,0.8537,0.0015,1.2171,0.3686,0.0587,0.5160,-0.3871,-0.3388
NC.BENUE-CONGO_PLATEAU,NC,10.3035,38.1953,3.2932,1.7206,1.9890,24.5514,27.2119,22.5306,1.7211,4.6812,mean,-0.0516,-0.3236,-0.0512,0.0442,-0.0972,0.3252,0.3788,0.3484,0.1492,0.1760
NC.BENUE-CONGO_PLATEAU,NC,10.2091,37.4460,3.2480,1.7276,1.9680,24.5994,27.3600,22.5565,1.7444,4.7995,median,-0.1754,-0.4988,-0.2716,0.1531,-0.2855,0.3377,0.4196,0.3535,0.1636,0.1985
NC.BIJOGO,NC,10.4641,40.1674,3.2559,1.7552,1.9857,25.8644,27.3376,24.6311,0.9542,2.7065,mean,0.1619,0.1341,-0.2333,0.5911,-0.1266,0.6847,0.4135,0.7907,-0.5113,-0.3151
NC.BIJOGO,NC,10.5063,39.6492,3.2782,1.7423,1.9784,25.7622,27.3580,24.6796,0.9772,2.6785,median,0.2186,0.0143,-0.1248,0.3844,-0.1923,0.6554,0.4191,0.8017,-0.4835,-0.3244
NC.BIKWIN-JEN,NC,10.2083,34.1514,3.3256,1.7801,1.9389,26.4465,29.8654,24.5659,1.9782,5.2995,mean,-0.1764,-1.2779,0.1083,1.0006,-0.5464,0.8564,1.1733,0.7761,0.2963,0.2880
NC.BIKWIN-JEN,NC,10.1756,34.5984,3.3269,1.7799,1.9183,27.0306,30.4500,25.1497,1.9724,5.3004,median,-0.2191,-1.1713,0.1145,0.9980,-0.7301,1.0367,1.3665,0.9092,0.2933,0.2881
NC.BUA,NC,11.0227,39.1065,3.5079,1.8104,2.0123,28.3644,32.8480,25.2882,2.6286,7.5598,mean,0.9304,-0.1115,1.0331,1.5190,0.1115,1.4792,2.2315,0.9415,0.5866,0.6102
NC.BUA,NC,11.0614,39.8144,3.5360,1.8049,2.0116,28.3208,32.8155,25.2888,2.6180,7.5267,median,0.9851,0.0525,1.1799,1.4237,0.1056,1.4641,2.2190,0.9417,0.5826,0.6062
NC.BURU-ANGWE,NC,10.2975,40.6490,3.2583,1.7221,1.9907,23.3464,25.4312,21.2775,1.4997,4.1537,mean,-0.0594,0.2452,-0.2216,0.0678,-0.0820,0.0273,-0.0820,0.1115,0.0006,0.0684
NC.BURU-ANGWE,NC,10.2975,40.6490,3.2583,1.7221,1.9907,23.3464,25.4312,21.2775,1.4997,4.1537,median,-0.0594,0.2452,-0.2216,0.0678,-0.0820,0.0273,-0.0820,0.1115,0.0006,0.0684
NC.BWAMU,NC,10.8683,38.6074,3.3893,1.7850,2.0259,27.6413,31.7118,24.9881,2.3349,6.7237,mean,0.7140,-0.2276,0.4262,1.0837,0.2341,1.2338,1.8069,0.8719,0.4672,0.5037
NC.BWAMU,NC,10.8636,38.6278,3.3757,1.7816,2.0177,27.7246,31.5697,25.2877,2.3257,6.6434,median,0.7075,-0.2228,0.3574,1.0273,0.1604,1.2614,1.7557,0.9414,0.4632,0.4927
NC.CANGIN,NC,9.1325,32.5593,2.9212,1.6141,1.8223,24.9902,27.5140,22.5196,1.9633,4.9944,mean,-1.5071,-1.6599,-1.7772,-1.4780,-1.5853,0.4412,0.4626,0.3462,0.2884,0.2345
NC.CANGIN,NC,9.0384,31.9527,2.8961,1.6115,1.8226,24.9295,27.5400,22.5530,1.9675,5.0059,median,-1.6164,-1.8064,-1.8866,-1.5135,-1.5824,0.4249,0.4699,0.3528,0.2906,0.2365
NC.CENTRAL_DELTA,NC,11.5380,43.4850,3.6288,1.8507,2.1423,25.6294,26.7498,24.3501,0.9438,2.3996,mean,1.6750,0.8938,1.6726,2.2407,1.2838,0.6176,0.2538,0.7281,-0.5242,-0.4223
NC.CENTRAL_DELTA,NC,11.8038,45.4151,3.7039,1.8752,2.1711,25.6313,26.7554,24.3495,0.9438,2.4015,median,2.0725,1.3302,2.0797,2.6993,1.5449,0.6181,0.2553,0.7280,-0.5243,-0.4216
NC.CENTRAL_KAINJI,NC,10.8217,41.7173,3.4315,1.7475,2.0543,25.5269,28.7449,23.3096,2.0424,5.4353,mean,0.6492,0.4905,0.6397,0.4674,0.4901,0.5887,0.8215,0.5056,0.3296,0.3109
NC.CENTRAL_KAINJI,NC,10.9050,41.5869,3.4846,1.7419,2.0885,25.8557,28.8562,23.6516,2.0435,5.3454,median,0.7652,0.4607,0.9121,0.3781,0.7984,0.6822,0.8554,0.5771,0.3302,0.2958
NC.DAKOID,NC,10.2392,38.5954,3.2063,1.7058,1.9319,25.1568,28.1166,22.9920,1.7599,5.1245,mean,-0.1360,-0.2304,-0.4721,-0.1818,-0.6086,0.4863,0.6348,0.4405,0.1730,0.2577
NC.DAKOID,NC,10.1247,39.4619,3.1629,1.6882,1.9213,25.0135,27.9912,22.8362,1.7604,5.1550,median,-0.2852,-0.0291,-0.6781,-0.4438,-0.7033,0.4475,0.5984,0.4091,0.1733,0.2630
NC.DAY,NC,10.6169,36.7626,3.2403,1.7573,1.9137,28.2093,32.3226,25.0549,2.5601,7.2677,mean,0.3681,-0.6592,-0.3088,0.6254,-0.7712,1.4255,2.0318,0.8873,0.5602,0.5744
NC.DAY,NC,10.6169,36.7626,3.2403,1.7573,1.9137,28.2093,32.3226,25.0549,2.5601,7.2677,median,0.3681,-0.6592,-0.3088,0.6254,-0.7712,1.4255,2.0318,0.8873,0.5602,0.5744
NC.DEFOID,NC,12.1624,47.5811,3.8252,1.8130,2.2917,24.8475,26.2187,23.2532,1.0684,2.9655,mean,2.6234,1.8154,2.7541,1.5654,2.6415,0.4030,0.1149,0.4939,-0.3799,-0.2336
NC.DEFOID,NC,12.1011,47.0958,3.8211,1.8144,2.2889,24.7377,26.0521,23.1140,1.0313,2.9381,median,2.5280,1.7070,2.7312,1.5892,2.6159,0.3740,0.0723,0.4654,-0.4208,-0.2419
NC.DOGOSO-KHE,NC,10.0610,36.2421,3.1985,1.6461,1.9916,27.0645,29.8304,24.9184,1.7577,4.9120,mean,-0.3675,-0.7818,-0.5095,-1.0455,-0.0734,1.0474,1.1619,0.8559,0.1717,0.2194
NC.DOGOSO-KHE,NC,10.0610,36.2421,3.1985,1.6461,1.9916,27.0645,29.8304,24.9184,1.7577,4.9120,median,-0.3675,-0.7818,-0.5095,-1.0455,-0.0734,1.0474,1.1619,0.8559,0.1717,0.2194
NC.EDOID,NC,11.5823,45.2401,3.5594,1.7471,2.1538,25.3743,26.5848,23.9883,1.0150,2.5965,mean,1.7406,1.2908,1.3027,0.4612,1.3882,0.5461,0.2101,0.6491,-0.4393,-0.3521
NC.EDOID,NC,11.5143,44.2341,3.5619,1.7589,2.1296,25.5284,26.6852,24.1656,0.9890,2.5270,median,1.6400,1.0636,1.3161,0.6514,1.1692,0.5891,0.2366,0.6876,-0.4694,-0.3762
NC.EGA,NC,11.9477,46.3291,3.7674,1.8058,2.2597,24.9698,26.3316,23.1687,1.1663,3.1629,mean,2.2916,1.5355,2.4303,1.4392,2.3498,0.4357,0.1440,0.4766,-0.2795,-0.1760
NC.EGA,NC,11.9477,46.3291,3.7674,1.8058,2.2597,24.9698,26.3316,23.1687,1.1663,3.1629,median,2.2916,1.5355,2.4303,1.4392,2.3498,0.4357,0.1440,0.4766,-0.2795,-0.1760
NC.EKOID-MBE,NC,10.0260,35.5222,3.1652,1.7194,1.8976,25.4479,26.7142,24.2962,1.0093,2.4180,mean,-0.4125,-0.9519,-0.6675,0.0260,-0.9146,0.5666,0.2443,0.7162,-0.4458,-0.4155
NC.EKOID-MBE,NC,9.9836,35.4258,3.1329,1.7353,1.8960,25.6042,26.8780,24.4803,1.0026,2.4125,median,-0.4668,-0.9747,-0.8190,0.2745,-0.9296,0.6105,0.2881,0.7570,-0.4536,-0.4175
NC.GA-DANGME,NC,10.9693,39.8764,3.4369,1.7828,2.0372,25.4336,27.0296,23.3237,1.3320,3.7060,mean,0.8552,0.0668,0.6676,1.0458,0.3358,0.5626,0.3290,0.5085,-0.1301,-0.0341
NC.GA-DANGME,NC,10.9693,39.8764,3.4369,1.7828,2.0372,25.4336,27.0296,23.3237,1.3320,3.7060,median,0.8552,0.0668,0.6676,1.0458,0.3358,0.5626,0.3290,0.5085,-0.1301,-0.0341
NC.GADE,NC,10.5942,40.8027,3.4271,1.6872,2.1068,24.1643,26.3725,22.4658,1.5313,3.9068,mean,0.3373,0.2805,0.6174,-0.4585,0.9631,0.2263,0.1546,0.3356,0.0233,0.0133
NC.GADE,NC,10.5942,40.8027,3.4271,1.6872,2.1068,24.1643,26.3725,22.4658,1.5313,3.9068,median,0.3373,0.2805,0.6174,-0.4585,0.9631,0.2263,0.1546,0.3356,0.0233,0.0133
NC.GBAYA-MANZA-NGBAKA,NC,10.6044,40.3596,3.3087,1.6856,1.9983,24.2629,26.5351,22.6209,1.6482,3.9142,mean,0.3511,0.1785,0.0248,-0.4826,-0.0137,0.2512,0.1970,0.3662,0.1029,0.0150
NC.GBAYA-MANZA-NGBAKA,NC,10.6031,39.8801,3.3150,1.6861,1.9921,23.9859,26.2319,22.7476,1.6382,4.1365,median,0.3494,0.0677,0.0557,-0.4747,-0.0694,0.1817,0.1183,0.3914,0.0963,0.0646
NC.GBE,NC,11.2910,45.1772,3.5145,1.7190,2.1723,26.0607,27.6557,24.1101,1.2783,3.5457,mean,1.3137,1.2766,1.0676,0.0195,1.5554,0.7418,0.5025,0.6755,-0.1761,-0.0737
NC.GBE,NC,11.3173,45.0935,3.5102,1.7188,2.1692,26.1344,27.5441,24.0687,1.2724,3.5310,median,1.3518,1.2577,1.0451,0.0161,1.5272,0.7634,0.4710,0.6665,-0.1813,-0.0774
NC.GOLA,NC,10.8186,42.0597,3.3993,1.7295,2.0793,24.8240,25.9701,23.1897,1.1396,2.7803,mean,0.6450,0.5689,0.4765,0.1822,0.7149,0.3968,0.0515,0.4809,-0.3060,-0.2911
NC.GOLA,NC,11.0102,41.6687,3.4629,1.7218,2.0667,24.7108,25.8616,23.0696,1.1481,2.7920,median,0.9127,0.4794,0.8005,0.0632,0.6014,0.3669,0.0243,0.4563,-0.2974,-0.2874
NC.GRUSI,NC,10.8335,39.8792,3.4132,1.7882,2.0134,27.0240,30.0982,24.7786,1.9072,5.3196,mean,0.6656,0.0675,0.5468,1.1374,0.1221,1.0346,1.2494,0.8241,0.2580,0.2914
NC.GRUSI,NC,10.9225,39.3631,3.4065,1.7943,1.9967,27.3301,30.5808,25.0257,2.0119,5.3819,median,0.7896,-0.0520,0.5129,1.2414,-0.0281,1.1322,1.4107,0.8806,0.3139,0.3019
NC.IDOMOID,NC,12.0161,47.8556,3.8053,1.8243,2.2514,25.8275,27.1984,24.7293,1.0930,2.4692,mean,2.3966,1.8765,2.6420,1.7635,2.2740,0.6741,0.3751,0.8129,-0.3538,-0.3969
NC.IDOMOID,NC,12.0434,47.9890,3.8090,1.8263,2.2512,25.7823,27.1958,24.7086,1.0972,2.4872,median,2.4386,1.9062,2.6627,1.7995,2.2729,0.6611,0.3744,0.8082,-0.3493,-0.3904
NC.IGBOID,NC,11.3806,44.4987,3.5685,1.7771,2.1604,25.2891,26.4615,24.1181,0.9690,2.3434,mean,1.4438,1.1234,1.3509,0.9508,1.4475,0.5226,0.1778,0.6772,-0.4933,-0.4433
NC.IGBOID,NC,11.3884,43.9902,3.5862,1.7779,2.1737,25.2228,26.3966,24.0972,0.9607,2.3155,median,1.4553,1.0084,1.4448,0.9645,1.5684,0.5044,0.1608,0.6727,-0.5034,-0.4540
NC.JAAD,NC,10.2883,41.0944,3.2245,1.7143,1.9614,27.5746,31.1872,25.0862,2.1871,6.1010,mean,-0.0715,0.3476,-0.3849,-0.0515,-0.3447,1.2119,1.6199,0.8945,0.4003,0.4155
NC.JAAD,NC,10.1267,41.0560,3.1733,1.6938,1.9437,27.8965,32.2302,25.1295,2.5296,7.1007,median,-0.2826,0.3388,-0.6290,-0.3610,-0.5030,1.3190,1.9973,0.9046,0.5482,0.5532
NC.JOLA,NC,9.9945,36.1967,3.1634,1.7182,1.8917,26.0299,27.4841,24.1054,1.2329,3.3787,mean,-0.4529,-0.7925,-0.6760,0.0070,-0.9673,0.7328,0.4542,0.6745,-0.2167,-0.1169
NC.JOLA,NC,9.9058,35.8792,3.1407,1.7046,1.8775,26.1365,27.3551,24.1167,1.1679,3.1594,median,-0.5658,-0.8674,-0.7825,-0.1994,-1.0941,0.7640,0.4183,0.6769,-0.2780,-0.1770
NC.JUKUNOID,NC,10.5427,39.3862,3.3137,1.7231,2.0267,25.6479,27.9982,23.8811,1.5437,4.1170,mean,0.2676,-0.0466,0.0492,0.0834,0.2414,0.6229,0.6004,0.6260,0.0320,0.0604
NC.JUKUNOID,NC,10.4999,38.6910,3.3343,1.7252,2.0000,25.5866,27.6914,23.9601,1.3904,3.7534,median,0.2100,-0.2081,0.1512,0.1158,0.0015,0.6055,0.5126,0.6430,-0.0826,-0.0227
NC.KA-TOGO,NC,10.8195,39.3915,3.4411,1.7390,2.0807,24.8628,26.5304,23.0239,1.2712,3.5065,mean,0.6462,-0.0454,0.6886,0.3318,0.7273,0.4071,0.1958,0.4470,-0.1823,-0.0837
NC.KA-TOGO,NC,10.6561,38.3814,3.3798,1.7342,2.0497,25.5434,27.2459,23.6057,1.2398,3.4135,median,0.4215,-0.2802,0.3782,0.2564,0.4483,0.5934,0.3881,0.5674,-0.2104,-0.1077
NC.KAANSA-DOGOSE,NC,10.7494,41.1746,3.3456,1.7291,2.0252,26.9589,29.8001,24.8198,1.8042,4.9802,mean,0.5493,0.3660,0.2074,0.1763,0.2282,1.0141,1.1521,0.8334,0.1994,0.2319
NC.KAANSA-DOGOSE,NC,10.8041,40.9550,3.3392,1.7366,2.0077,26.9199,29.7759,24.7831,1.8098,4.9928,median,0.6248,0.3156,0.1755,0.2942,0.0706,1.0019,1.1443,0.8251,0.2027,0.2342
NC.KAINJI_LAKE,NC,10.7881,41.2581,3.4472,1.7498,2.0782,27.3545,30.7610,25.0505,2.0441,5.7105,mean,0.6028,0.3852,0.7198,0.5043,0.7047,1.1401,1.4721,0.8863,0.3304,0.3556
NC.KAINJI_LAKE,NC,10.7461,41.3357,3.4342,1.7355,2.0691,27.4591,30.9609,25.1012,2.0310,5.7067,median,0.5448,0.4030,0.6536,0.2769,0.6230,1.1741,1.5409,0.8980,0.3238,0.3550
NC.KAM,NC,11.9513,47.6779,3.6977,1.8586,2.1279,26.6066,29.4272,24.7251,1.6726,4.7021,mean,2.2971,1.8369,2.0458,2.3874,1.1538,0.9051,1.0328,0.8119,0.1187,0.1800
NC.KAM,NC,11.9513,47.6779,3.6977,1.8586,2.1279,26.6066,29.4272,24.7251,1.6726,4.7021,median,2.2971,1.8369,2.0458,2.3874,1.1538,0.9051,1.0328,0.8119,0.1187,0.1800
NC.KIM,NC,10.5344,38.2283,3.3053,1.7411,1.9427,28.2900,32.7510,25.2472,2.5208,7.5038,mean,0.2564,-0.3159,0.0078,0.3659,-0.5120,1.4534,2.1942,0.9320,0.5447,0.6035
NC.KIM,NC,10.6245,38.4640,3.2690,1.7178,1.9519,28.2901,32.6830,25.2231,2.5144,7.4598,median,0.3785,-0.2610,-0.1697,0.0015,-0.4297,1.4534,2.1681,0.9263,0.5422,0.5981
NC.KIRMA-TYURAMA,NC,10.7698,39.9261,3.3912,1.7742,2.0185,26.9637,29.8427,24.6827,1.8630,5.1600,mean,0.5775,0.0783,0.4353,0.9038,0.1679,1.0156,1.1659,0.8024,0.2333,0.2639
NC.KIRMA-TYURAMA,NC,10.9301,40.5340,3.4028,1.7695,2.0304,27.0890,29.9263,24.8341,1.8779,5.1952,median,0.8002,0.2187,0.4944,0.8251,0.2742,1.0551,1.1931,0.8367,0.2417,0.2700
NC.KOROMFE,NC,10.2345,36.8710,3.1693,1.7318,1.9026,28.5923,33.7902,23.2230,3.2529,10.5672,mean,-0.1422,-0.6337,-0.6479,0.2187,-0.8703,1.5593,2.6042,0.4877,0.7958,0.9162
NC.KOROMFE,NC,10.2345,36.8710,3.1693,1.7318,1.9026,28.5923,33.7902,23.2230,3.2529,10.5672,median,-0.1422,-0.6337,-0.6479,0.2187,-0.8703,1.5593,2.6042,0.4877,0.7958,0.9162
NC.KRU,NC,10.6041,37.9374,3.3547,1.7513,2.0086,25.2792,26.5391,23.6133,1.1146,2.9258,mean,0.3508,-0.3838,0.2526,0.5276,0.0787,0.5198,0.1981,0.5690,-0.3313,-0.2456
NC.KRU,NC,10.5934,37.8972,3.3432,1.7522,2.0117,25.3307,26.5697,23.6747,1.1354,2.9434,median,0.3362,-0.3932,0.1954,0.5429,0.1065,0.5341,0.2061,0.5820,-0.3102,-0.2403
NC.KULANGO-LOROM,NC,10.4598,40.2068,3.2882,1.7129,2.0072,26.5407,29.1430,24.3141,1.6993,4.8289,mean,0.1562,0.1432,-0.0758,-0.0740,0.0664,0.8850,0.9437,0.7202,0.1356,0.2040
NC.KULANGO-LOROM,NC,10.3934,40.1848,3.2724,1.7254,2.0100,26.7407,29.2701,24.4777,1.6984,4.7924,median,0.0676,0.1381,-0.1531,0.1189,0.0913,0.9462,0.9834,0.7564,0.1350,0.1972
NC.LIMBA,NC,10.2350,37.8459,3.2878,1.7184,1.9969,26.0713,28.8957,23.7788,1.8030,5.1169,mean,-0.1415,-0.4052,-0.0779,0.0107,-0.0266,0.7449,0.8675,0.6041,0.1987,0.2563
NC.LIMBA,NC,10.2128,37.5015,3.2763,1.7279,1.9842,26.5733,29.2659,24.3222,1.7888,5.0459,median,-0.1706,-0.4858,-0.1341,0.1578,-0.1403,0.8949,0.9821,0.7220,0.1903,0.2437
NC.LOBIRI-JAANE,NC,10.5611,36.9230,3.3826,1.7438,2.0232,27.1390,30.2637,25.0093,1.9803,5.2545,mean,0.2925,-0.6215,0.3923,0.4083,0.2094,1.0710,1.3042,0.8768,0.2974,0.2803
NC.LOBIRI-JAANE,NC,10.5611,36.9230,3.3826,1.7438,2.0232,27.1390,30.2637,25.0093,1.9803,5.2545,median,0.2925,-0.6215,0.3923,0.4083,0.2094,1.0710,1.3042,0.8768,0.2974,0.2803
NC.LOWER_CROSS,NC,10.1295,38.3190,3.2126,1.6983,1.9792,25.6854,26.8253,24.4037,0.9615,2.4216,mean,-0.2790,-0.2947,-0.4418,-0.2942,-0.1847,0.6335,0.2740,0.7400,-0.5024,-0.4142
NC.LOWER_CROSS,NC,10.0732,37.9094,3.1976,1.6892,1.9701,25.6778,26.8348,24.4334,0.9580,2.4360,median,-0.3517,-0.3903,-0.5138,-0.4298,-0.2671,0.6313,0.2765,0.7466,-0.5067,-0.4089
NC.MAMBILOID,NC,10.2023,36.8039,3.2460,1.7605,1.9240,21.1273,23.2296,19.4865,1.3726,3.7431,mean,-0.1843,-0.6495,-0.2811,0.6781,-0.6791,-0.4474,-0.5765,-0.1946,-0.0968,-0.0251
NC.MAMBILOID,NC,10.2192,37.1515,3.2657,1.7606,1.9238,21.4785,23.7517,19.8001,1.4389,4.0010,median,-0.1622,-0.5678,-0.1855,0.6791,-0.6810,-0.3783,-0.4665,-0.1437,-0.0448,0.0347
NC.MAMFE,NC,10.2076,37.2249,3.2427,1.7337,1.9835,25.6345,27.1665,23.9138,1.2085,3.2527,mean,-0.1774,-0.5506,-0.2973,0.2487,-0.1470,0.6191,0.3663,0.6330,-0.2392,-0.1509
