Name,Macroarea,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Ghadames,Africa,AA,10.0602,40.2752,3.1798,1.6971,1.9171,22.517002083333335,33.009825,10.758074999999998,8.098486056433366,22.25175,-0.3889382691778477,0.20931937349284466,-0.5510485608210821,-0.34099427605248306,-0.6886576863025301,-0.1232392227785007,2.087280953604438,-1.187235533556085,1.562972364371866,1.5368734468623164
Ghadames 2,Africa,AA,9.79,34.7019,3.1973,1.6987,1.931,22.517002083333335,33.009825,10.758074999999998,8.098486056433366,22.25175,-0.7241237854383678,-1.025076264127599,-0.4720596572602099,-0.31618930603522327,-0.5680172410521515,-0.1232392227785007,2.087280953604438,-1.187235533556085,1.562972364371866,1.5368734468623164
Ghomara,Africa,AA,9.6046,38.6195,3.0666,1.6486,1.8768,14.019689583333333,22.1462,7.838774999999998,5.0730066197530395,14.307425000000002,-0.9482535398536864,-0.15308538492856236,-1.0522324212593033,-1.059219601194891,-1.0375924349431995,-1.4371684121858919,-0.7580389831838611,-1.4081563647380564,1.1642644996774154,1.1348191386228954
Jebel Nefusa,Africa,AA,9.1451,31.6362,2.9534,1.5994,1.8521,19.0549375,28.164925,9.170825000000004,6.931888426883429,18.994099999999996,-1.4832545515584266,-1.7231246418214348,-1.5364767988817278,-1.7239074341958136,-1.2508342281257356,-0.7921319039705029,0.6262101550238391,-1.3139698104916566,1.4342994134026357,1.3929101964075867
Kabyle,Africa,AA,9.5122,33.5241,3.1309,1.6709,1.9039,14.283289583333332,25.027349999999995,5.20585,7.1786327601936035,19.821499999999993,-1.0581785152068652,-1.2915293010074198,-0.7696248711757785,-0.7369878478559305,-0.8030863804265107,-1.4113480460690468,-0.15264410486519195,-1.565224587757283,1.4635660139022206,1.431704618899782
Kabyle Greater Kabylia At Mangellat,Africa,AA,9.0009,30.9582,2.9814,1.6233,1.8351,14.283289583333332,25.027349999999995,5.20585,7.1786327601936035,19.821499999999993,-1.6451483184785454,-1.87953951496679,-1.418278184304419,-1.4088085179008634,-1.3973220890826648,-1.4113480460690468,-0.15264410486519195,-1.565224587757283,1.4635660139022206,1.431704618899782
Nafusi,Africa,AA,8.7194,30.5558,2.9512,1.6059,1.8408,20.814487500000002,29.75195000000001,11.212649999999998,6.759152245586011,18.53930000000001,-1.9529597364504738,-1.9727410927499305,-1.5457198140728339,-1.6396410789267781,-1.3482309429522754,-0.47864228617733134,1.0695086764702082,-1.147829708341322,1.413063103867968,1.3708546543129387
Ouargla Berber,Africa,AA,8.2849,27.6998,2.7634,1.5631,1.7431,22.702416666666668,34.796300000000016,10.901025,8.511484434117365,23.895275000000016,-2.4067850121156917,-2.642537513342229,-2.3110560775069824,-2.175368619329504,-2.186070229127704,-0.08120396252582075,2.708663062998251,-1.1749980758966903,1.603322205830323,1.6016318683609823
Sened,Africa,AA,8.8747,30.1283,2.8939,1.6052,1.8012,19.336754166666665,28.865925000000004,10.411075,6.5942106112406895,18.454850000000004,-1.7844884678112536,-2.0720623434752445,-1.784197996359394,-1.6487668471989883,-1.6887523254030146,-0.7453622999551195,0.8178556555258646,-1.2163607662344829,1.3921733896556983,1.3666993369339566
Senhaja De Srair,Africa,AA,9.4077,35.7048,3.0286,1.6209,1.8691,12.940566666666665,22.766800000000007,5.481325000000001,6.141285920219713,17.285475000000005,-1.181075911612541,-0.7998082608093346,-1.2166788618077076,-1.4411069255551443,-1.1041196481820579,-1.5350359248896936,-0.6362624675198313,-1.5504614386325417,1.3314544145786882,1.3071068456569368
Senhayi,Africa,AA,8.7784,28.9948,2.7118,1.5739,1.6963,16.157004166666667,25.953225000000003,8.522825,6.158853742105693,17.430400000000006,-1.889345220564847,-2.336977064072857,-2.5131258454450394,-2.044393678578294,-2.584641792992868,-1.2042910097825859,0.06396273798690287,-1.361112789600432,1.3339077425531463,1.314709128089995
Siwa Berber,Africa,AA,8.5376,30.0162,2.8531,1.5884,1.7823,21.821291666666664,29.880424999999995,12.379300000000002,6.460771510812819,17.501124999999995,-2.1459828492456787,-2.0981594458972137,-1.9513487720096445,-1.864114898415502,-1.8508314376282653,-0.2750155030253288,1.106879127151816,-1.0399426400552476,1.374813121671409,1.3183960489314055
Siwi,Africa,AA,9.0542,33.0686,3.015,1.6248,1.8642,21.821291666666664,29.880424999999995,12.379300000000002,6.460771510812819,17.501124999999995,-1.5856414335901095,-1.395144621828145,-1.275069231650146,-1.388546743906199,-1.1464311236525435,-0.2750155030253288,1.106879127151816,-1.0399426400552476,1.374813121671409,1.3183960489314055
Tamahaq Tahaggart,Africa,AA,10.0454,41.481,3.2274,1.6818,1.9686,21.103258333333333,28.154349999999994,11.541725,6.055539100685467,16.612624999999994,-0.40756049692526564,0.4711175557223979,-0.33525454423802514,-0.5745587923866281,-0.2409493222643604,-0.422120889604783,0.6233691275536094,-1.1183974652750364,1.3193589006612405,1.270949392561594
Tamahaq Tahaggart 2,Africa,AA,9.9359,37.91,3.2834,1.7133,1.9797,21.103258333333333,28.154349999999994,11.541725,6.055539100685467,16.612624999999994,-0.5443933801053136,-0.3094583425196044,-0.07755827301523154,-0.08647735619451374,-0.14419239008071114,-0.422120889604783,0.6233691275536094,-1.1183974652750364,1.3193589006612405,1.270949392561594
Tamajeq Tayart Air,Africa,AA,9.1142,34.832,3.066,1.6302,1.9087,27.106704166666667,33.26247500000001,18.276950000000003,5.176209398132573,14.985525000000006,-1.518186889838674,-0.9957709542388841,-1.054843780183278,-1.3151230270176262,-0.7614913624600905,1.1347026229225232,2.1723988703332653,-0.32240122503690805,1.1821717007629329,1.1770316751786414
Tamasheq,Africa,AA,9.6317,37.7947,3.1566,1.6585,1.9523,28.749545833333332,33.7843,23.5695,3.1693901854929925,10.2148,-0.9157895546313131,-0.3349328837648678,-0.6551427017394433,-0.9178206516491295,-0.3828671840733775,1.7080711401374384,2.3510691094711764,0.6275682656973595,0.7258961348849877,0.8272603008857594
Tamasheq 2,Africa,AA,10.4151,39.7346,3.3155,1.6968,2.0296,28.78414375,36.08622499999999,18.978649999999995,5.852850741141956,17.107574999999997,0.0667573246715202,0.09137015424496144,0.07201767158601258,-0.34563714953543995,0.29190150393415815,1.7209234648907958,3.1859109921906987,-0.21500123997507437,1.2899383925846,1.2976865774099973
Tamazight Central Atlas Ayt Izdeg,Africa,AA,9.6925,34.0695,3.1308,1.657,1.9303,13.512277083333334,24.193250000000003,5.1747749999999995,6.8021737558279725,19.018475000000002,-0.8425851679782324,-1.1678836975794118,-0.7700686245631231,-0.9394135682897027,-0.5740961672772222,-1.4847237538004967,-0.33849041033531413,-1.5668668636938825,1.4184121153615754,1.3940772029795414
Tamazight Central Atlas Ayt Ndhir,Africa,AA,9.1029,31.1905,2.9428,1.6109,1.8345,13.512277083333334,24.193250000000003,5.1747749999999995,6.8021737558279725,19.018475000000002,-1.5309286841276906,-1.8258609659118918,-1.5809523168966053,-1.5740977107534784,-1.4024880852068302,-1.4847237538004967,-0.33849041033531413,-1.5668668636938825,1.4184121153615754,1.3940772029795414
Tamazight Central Atlas Ntifa,Africa,AA,8.6162,28.6838,2.7903,1.5981,1.7144,13.512277083333334,24.193250000000003,5.1747749999999995,6.8021737558279725,19.018475000000002,-2.0630853273462346,-2.4100706856560654,-2.204307490409691,-1.7406338991899617,-2.430710300232744,-1.4847237538004967,-0.33849041033531413,-1.5668668636938825,1.4184121153615754,1.3940772029795414
Tarifit Beni Iznassen,Africa,AA,9.0826,30.9477,2.9934,1.624,1.8484,13.6750875,23.849300000000007,5.839600000000001,6.395463043948453,18.009700000000006,-1.5537746783235238,-1.8819679524236697,-1.367303721912041,-1.399360238254308,-1.2827362425609308,-1.4697680314209893,-0.4125907812643704,-1.530702442040176,1.36616031354305,1.3444745746188804
Tarifit Guelaia,Africa,AA,8.7996,30.9769,2.8683,1.5743,1.8279,14.0609,23.741775,6.5007,6.093476855963815,17.241075000000002,-1.8663706393304706,-1.8752150469635733,-1.8893352682233115,-2.039488960066347,-1.4592952375405968,-1.4331827512036337,-0.4354542877233899,-1.4925365631891478,1.3247354100983948,1.304764922817749
Tashelhit Ida Usemlal,Africa,AA,8.3141,30.121,2.6918,1.5665,1.6821,19.3787625,26.744350000000004,13.617024999999998,4.636890787236682,13.127325000000006,-2.3770936552397233,-2.0737611254256914,-2.5904931975574828,-2.13443683424249,-2.705212304153695,-0.7382817623491119,0.25775646710384503,-0.9142489747567691,1.0834965533608087,1.0563106959573694
Taznatit,Africa,AA,8.9758,31.4513,2.8775,1.5938,1.7727,24.8749625,37.3617,12.006174999999997,8.919575751463393,25.355525,-1.6730360286630956,-1.7657049300730328,-1.851651717515727,-1.7956603552010713,-1.9330466938393183,0.4641011829077823,3.68176800206591,-1.0755309319158672,1.6409664770668946,1.6555117451217645
Tetserret,Africa,AA,9.1916,35.5053,3.0457,1.6128,1.9083,27.791975,33.664525,20.4133,4.314797484070564,13.251224999999998,-1.430438710183834,-0.8445034708723818,-1.1429142874982678,-1.5490254015998404,-0.7649582877490233,1.3652280620171877,2.309716228988856,0.021305765581270925,1.0178057165323173,1.0648804495145086
Tumzabt,Africa,AA,8.7821,30.322,2.9231,1.6056,1.8146,20.319245833333337,32.67187499999999,8.762525,8.496155614084092,23.909349999999993,-1.8853399431389202,-2.027020528594294,-1.6632139692638803,-1.6435536318646018,-1.5736651928790608,-0.5721582562298858,1.974835094942653,-1.3439722779199794,1.6018665554782952,1.6021668653801147
Wargla,Africa,AA,8.3289,26.0178,2.6672,1.5533,1.6772,22.702416666666668,34.796300000000016,10.901025,8.511484434117365,23.895275000000016,-2.3620002628634467,-3.0443156135901863,-2.684923315066502,-2.2918147258430976,-2.7467779123176914,-0.08120396252582075,2.708663062998251,-1.1749980758966903,1.603322205830323,1.6016318683609823
Zenaga,Africa,AA,8.3344,32.4784,2.845,1.5593,1.8229,24.712410416666668,28.343125000000004,20.983825000000003,2.5511436978294313,7.359300000000001,-2.3563836265623643,-1.5298849641722279,-1.984270086719363,-2.220790645521623,-1.5023079642802843,0.419791820505415,0.6743077247677802,0.12181131437440307,0.5100746517720017,0.527295437349555
Zenaga 2,Africa,AA,8.9379,30.9296,2.9765,1.6219,1.8611,24.712410416666668,28.343125000000004,20.983825000000003,2.5511436978294313,7.359300000000001,-1.714981353856147,-1.8861545556938057,-1.4390379195262253,-1.4276672463380329,-1.1731899356157236,0.419791820505415,0.6743077247677802,0.12181131437440307,0.5100746517720017,0.527295437349555
Afade,Africa,AA,10.402,41.6231,3.2864,1.6793,2.0129,28.589910416666665,33.461650000000006,24.92337500000001,2.8558791244071986,8.538274999999995,0.04962447262986083,0.5018549560885722,-0.06363663034919109,-0.6121026879364884,0.1457508534183517,1.6491960455449215,2.240138647360554,0.9276929554168396,0.6234119176015627,0.663325158324906
Bacama,Africa,AA,10.3513,39.8025,3.3293,1.6938,2.0017,27.59958333333333,30.913850000000014,25.688650000000003,1.9666013919252223,5.225200000000012,-0.016457738501940312,0.1062046483324699,0.136737827900122,-0.3919262051383332,0.04784793477752708,1.2992832300841266,1.4156638206667151,1.1088864919688592,0.2392300002202564,0.2132528506556067
Bacama Mulyen,Africa,AA,10.1487,36.7721,3.1778,1.6456,1.9793,27.833972916666667,31.199449999999995,25.7851,2.0017243861272442,5.414349999999995,-0.27694618249103997,-0.5616484718990139,-0.5600501536795361,-1.1015517028366595,-0.14768071726436244,1.3797520956979439,1.5035845782928086,1.1323350974630833,0.25808161076730496,0.24589508288066386
Bana,Africa,AA,9.7321,34.2301,3.2691,1.7123,1.9631,25.42501666666667,29.20505,22.777700000000003,2.2670088478850032,6.427349999999997,-0.7946305598238386,-1.1315606445722228,-0.14375534106076374,-0.10240584235129407,-0.2888579324872524,0.6184660608770839,0.9129266253557102,0.4636076003972317,0.38883929803144435,0.40322113305188284
Bana 2,Africa,AA,9.5811,33.4575,3.1075,1.6708,1.8974,24.780883333333335,28.755725,22.166774999999998,2.3176856692375023,6.588950000000004,-0.9763226644130553,-1.3066591355241322,-0.8731032476134288,-0.738462910770326,-0.8593848032848278,0.43838464291015905,0.7872938886652563,0.3426859206598462,0.4117453860902139,0.42598395136819683
Bata Malabu,Africa,AA,10.335,35.057,3.3405,1.6752,2.0658,25.855462499999998,29.49000000000001,23.437974999999998,2.170464806846777,6.052025000000011,-0.0376268737013552,-0.945147832754551,0.1894483615038878,-0.6733009343152467,0.6094013706117617,0.7441333220781637,0.9940061348551885,0.5997555343613646,0.34346575730492734,0.3480486890958815
Bata Zumu,Africa,AA,10.2216,36.1893,3.1978,1.6594,1.9987,25.855462499999998,29.49000000000001,23.437974999999998,2.170464806846777,6.052025000000011,-0.1838757399113336,-0.6914981228366078,-0.4697968991254944,-0.9048358265835734,0.02163958539283757,0.7441333220781637,0.9940061348551885,0.5997555343613646,0.34346575730492734,0.3480486890958815
Bazza,Africa,AA,10.1247,35.8436,3.3055,1.7096,1.9842,26.75360625,30.792099999999994,24.304000000000006,2.350746987032903,6.488099999999989,-0.3074246750917281,-0.7687455262080007,0.02527547074779113,-0.14526903082916728,-0.10494053111524629,1.020584809034152,1.3785251594039152,0.7872201565204988,0.42637029027680473,0.41184521421290143
Boga,Africa,AA,10.2218,40.3447,3.293,1.7037,2.0018,26.98671875,31.424799999999998,23.74307500000001,2.564744329781906,7.681724999999986,-0.1836193839490332,0.2244568392533505,-0.032967337831474625,-0.23820590849739706,0.0487216604593674,1.0955736420056539,1.5737527774924993,0.6646305286866643,0.5154699690902316,0.5665633053968452
Buduma,Africa,AA,10.9118,41.3374,3.4913,1.7547,2.1155,28.87809791666667,34.425200000000004,22.777949999999993,3.753920154984075,11.64725000000001,0.7340822698053714,0.4400313731044887,0.9151952325277393,0.598684537865989,1.0468324279999688,1.7559919135131792,2.5758264659176087,0.4636580666346376,0.8881669983756141,0.9471334853837537
Buduma 2,Africa,AA,11.0223,42.3446,3.5131,1.7445,2.1259,28.811291666666662,34.63535,21.897049999999997,4.15691640651624,12.738300000000006,0.8872450895330162,0.657555618674194,1.0225779252421967,0.42515214607080054,1.1385879453789316,1.7310313904201282,2.6508068599147205,0.2908058090839811,0.9834374168350537,1.028863950224751
Bura,Africa,AA,10.0246,36.0208,3.2351,1.7276,1.901,24.214839583333333,28.113049999999998,21.938475,2.28282890412674,6.174574999999997,-0.4336807698707736,-0.7291287590759147,-0.30006615245702556,0.14447089195189394,-0.8282081459651355,0.2877894870588969,0.6122878746150388,0.29871447785862065,0.3960549142702956,0.36643347188606895
Buwal,Africa,AA,9.7257,38.9494,2.9705,1.6688,1.7884,25.917033333333332,30.1935,23.16177500000001,2.448678438407588,7.031724999999991,-0.802395524864793,-0.08059861904573996,-1.4644146878641697,-0.7679067820413509,-1.798551687911718,0.7624648567840532,1.1988848266092702,0.5421026198538702,0.46829414722271295,0.4855849470590694
Cibak,Africa,AA,10.1373,38.2891,3.3036,1.7009,1.9983,27.0685125,31.545274999999997,23.677850000000003,2.601875706391529,7.867424999999994,-0.29143346817894056,-0.2258231940039,0.01640931922743572,-0.28196408271502515,0.018145639336513492,1.122208365513199,1.6115540896455713,0.6506556013227608,0.5300281513546766,0.588433161601351
Cineni,Africa,AA,11.2408,47.7081,3.5095,1.7376,2.085,26.767758333333337,31.227224999999997,23.043249999999993,2.7015541769070426,8.183975000000004,1.1951598069874232,1.7969324460524732,1.0048020927676269,0.3095313237746396,0.7781809770606204,1.0250986836606522,1.512195052282555,0.5176725387112023,0.5679174225863483,0.6245418215248623
Cuvok,Africa,AA,10.5389,42.1057,3.2656,1.7353,1.9223,26.388408333333334,30.701399999999996,23.606550000000002,2.460134336595712,7.094849999999994,0.22985346338550824,0.6060679408665522,-0.15991642648933135,0.2713057886183048,-0.6435432048487797,0.9058126245781608,1.350990424438417,0.6354450583723388,0.4730677114092308,0.49377285928105125
Daba,Africa,AA,9.7168,32.4154,3.1644,1.6877,1.9313,26.810045833333334,30.683375,24.057299999999998,2.3023607499476064,6.626075000000004,-0.8131842416115225,-1.5443003368522894,-0.6202247526031374,-0.4852671255091052,-0.5654118732881843,1.0386161530361715,1.3455318438538242,0.7327696134687768,0.4048818385646917,0.43113391489840136
Daba Dkx,Africa,AA,9.6385,33.5039,3.022,1.6666,1.84,26.810045833333334,30.683375,24.057299999999998,2.3023607499476064,6.626075000000004,-0.9076276513666682,-1.2961175074722717,-1.2450459318939626,-0.8001690161942576,-1.3551224753265037,1.0386161530361715,1.3455318438538242,0.7327696134687768,0.4048818385646917,0.43113391489840136
Dghwede,Africa,AA,10.4303,42.1947,3.2727,1.6717,1.9903,27.468989583333336,31.908375000000007,23.922950000000007,2.648936199585567,7.985424999999999,0.08666670748281696,0.6252569420286004,-0.12711569028260422,-0.7251774948170002,-0.05170851063814135,1.255068406545936,1.7267030678263886,0.7034704384097822,0.5481279390539103,0.6020615634651821
Dugwor 2,Africa,AA,11.2616,46.0726,3.4852,1.7722,2.049,28.238316666666666,32.764224999999996,25.246175,2.5551822961168327,7.518049999999995,1.2248219681693289,1.4527406823850992,0.8852592613603508,0.9037795110654483,0.4619357847741032,1.5219704840826405,2.005402775730711,1.0030785605687518,0.5116803144119989,0.5468413628909712
Fali Bagira,Africa,AA,9.1857,29.4396,2.9683,1.7027,1.822,26.24152916666667,30.211075000000005,23.719374999999996,2.3204394068400003,6.491700000000009,-1.437156569555857,-2.2327454312322406,-1.4737075534973605,-0.2538594297868781,-1.5100481458911414,0.860571803589586,1.2040892906012581,0.6595459483282858,0.4129729735044609,0.4123537160890594
Fali Gili,Africa,AA,9.4479,32.7667,3.0867,1.6642,1.8915,24.96920833333333,28.910700000000002,22.364924999999996,2.3074523925960473,6.545775000000006,-1.1339772291396062,-1.4639983056353785,-0.9644769325840945,-0.8352140224872431,-0.9104583254104087,0.49006235535749243,0.8303195578391811,0.3813833155024742,0.40716824069883856,0.4199578611207532
Fali Kiriya,Africa,AA,9.6413,34.3877,3.2,1.7018,1.9308,26.24152916666667,30.211075000000005,23.719374999999996,2.3204394068400003,6.491700000000009,-0.9042650065343142,-1.0959537372769883,-0.459836848569189,-0.267923268126279,-0.569754115008348,0.860571803589586,1.2040892906012581,0.6595459483282858,0.4129729735044609,0.4123537160890594
Fali Muchella,Africa,AA,9.9299,35.1567,3.1779,1.666,1.9793,23.818002083333333,27.897350000000007,21.353775,2.363405730701423,6.543575000000008,-0.5518429076126107,-0.9227397909194728,-0.5596001993099077,-0.8089449399014341,-0.14768071726436244,0.18635520372576656,0.5547801497372823,0.18904879769955382,0.4319052972100576,0.41964972855064314
Futu,Africa,AA,9.5926,32.8411,3.1594,1.6782,1.923,26.24152916666667,30.211075000000005,23.719374999999996,2.3204394068400003,6.491700000000009,-0.9625962598541782,-1.4470167192904364,-0.6426172876693326,-0.6285672396308414,-0.6374685299366283,0.860571803589586,1.2040892906012581,0.6595459483282858,0.4129729735044609,0.4123537160890594
Gaanda,Africa,AA,10.9583,43.9204,3.4847,1.7552,2.0745,26.7950375,30.510925000000004,24.46355,2.2341198832561378,6.047375000000002,0.7983263603925252,0.9955398348917504,0.8828076552329128,0.6072717935511139,0.6858470303988764,1.0338135502828403,1.293533378897255,0.8228872748777605,0.3736447934681299,0.3473437420370416
Gaanda Gabin,Africa,AA,10.5108,38.1614,3.4303,1.7472,2.0374,26.894977083333334,30.577925,24.603325,2.2201705756296053,5.974599999999999,0.19264610409893798,-0.2539746204936495,0.6180303456710284,0.47078246417025577,0.36023303439497384,1.0658996195380421,1.3136873197600407,0.8544279228977981,0.3671196911246196,0.33623926150235384
Gava,Africa,AA,10.8498,43.7588,3.424,1.7009,2.0707,28.008125,32.50545000000001,24.16035,2.7482313011053128,8.34510000000001,0.648895726535135,0.9610075672790113,0.5876175359248266,-0.28196408271502515,0.652450314617921,1.4404742133934665,1.9200516563708097,0.7554116272782301,0.5850923923866289,0.6423847431228104
Ghye,Africa,AA,9.9804,36.0792,3.2036,1.6905,1.948,24.198033333333335,28.297925,21.726474999999997,2.370638762138921,6.571450000000002,-0.4889865677869946,-0.7160819289193749,-0.443524823655614,-0.4425516375853225,-0.420272439277149,0.28342519285880524,0.6620679720162392,0.2584651852556417,0.4350521081738861,0.42354621864287595
Gidar,Africa,AA,10.2521,42.3881,3.3114,1.728,1.9846,27.61555625,31.629225,24.852200000000003,2.3469679155957666,6.777024999999998,-0.14471703981273765,0.6669236160467581,0.05283746457215896,0.15101674653158279,-0.10145075057698252,1.304721463291631,1.6380140410405206,0.9112732453082323,0.42471102121803544,0.4517786267196198
Glavda,Africa,AA,11.0517,48.1668,3.4037,1.684,2.0734,28.141058333333334,32.651300000000006,24.30815000000001,2.7504386053132004,8.343149999999998,0.9282851052215446,1.8929815270973236,0.4899749502454456,-0.5413768281955296,0.6761784992130724,1.4873650749425154,1.9680411604406491,0.7881433674580625,0.5858959642715924,0.642170881457548
Gude,Africa,AA,10.1604,37.0615,3.2095,1.7132,1.9447,24.825289583333333,28.821325,22.293799999999997,2.3279768231359523,6.527525000000004,-0.26205883098608745,-0.497343297681357,-0.41675429220823745,-0.08807150152723656,-0.44896936620430633,0.4504984164932264,0.8054671595871817,0.36743576168030534,0.4163242268402434,0.41739860008373425
Gudu,Africa,AA,10.0253,33.5784,3.1844,1.7073,1.9188,25.77588958333333,29.42837499999999,23.429050000000004,2.145134362122373,5.999324999999985,-0.43280270078347444,-1.27919876988148,-0.5303248808291884,-0.18161707438963057,-0.673910986811234,0.7205748818570317,0.9763785910218153,0.5978766432704751,0.33116218540512804,0.3400271642385402
Gvoko,Africa,AA,10.6064,41.1067,3.3542,1.6959,2.0,27.113972916666665,31.562675000000006,23.5343,2.6612741311916412,8.028375000000004,0.31968191335510027,0.39003854240544084,0.25414878727679735,-0.35955051905449614,0.032995723626027214,1.137084743870756,1.617030306473601,0.6201019382590945,0.5528099370517318,0.606971794054004
Hdi,Africa,AA,9.6974,34.5249,3.217,1.6613,1.983,28.462579166666668,33.08062500000001,23.944299999999988,3.0248248733713448,9.136325000000024,-0.8366631728888451,-1.064986033874628,-0.3826577375425099,-0.8773516773357649,-0.11540916147493285,1.6027340854497438,2.1110424278587057,0.7081098788785635,0.6802118763520721,0.7252540689167898
Hildi,Africa,AA,10.5002,38.0855,3.42,1.7359,2.0285,25.955797916666665,29.695725000000003,23.318824999999997,2.2577550046995043,6.376900000000006,0.1786392689977209,-0.2707168946625764,0.5683348411399921,0.28126254807099516,0.28226856147621343,0.7740524309323802,1.0532245116723418,0.5747599487190764,0.38459073266205673,0.3959966309077928
Holma,Africa,AA,9.55,32.5246,2.9912,1.6786,1.852,26.186691666666665,29.8,23.436449999999997,2.2329841460693856,6.363550000000004,-1.0133519718965533,-1.519317729637579,-1.3766633154768335,-0.6225839968511725,-1.2516965860200124,0.8438149629158634,1.0834591145140717,0.5994344156992997,0.37311534221472753,0.3940752645922153
Huba,Africa,AA,10.408,37.1958,3.321,1.7178,1.9707,26.302210416666664,30.110324999999996,23.737125000000002,2.2731087723955254,6.3731999999999935,0.057468605422474534,-0.46754040698650656,0.09778192930712792,-0.014441901051544788,-0.22265099038771127,0.8791990384170162,1.1743114267362582,0.6633533021427866,0.39162858569625336,0.3954645233797655
Hwana,Africa,AA,11.0071,45.1921,3.4713,1.7868,2.0217,26.507524999999998,30.384225000000004,24.090224999999997,2.286468589741613,6.294000000000008,0.8660747714513134,1.2662920795853825,0.817226655636166,1.1655596453058281,0.22273901397996518,0.9428878581164427,1.2555893490032595,0.7399878823703703,0.3977065764136814,0.3839993409684836
Hya,Africa,AA,10.2855,37.3629,3.2833,1.7269,1.9745,24.092087499999998,28.114749999999997,21.551274999999997,2.336114248028925,6.563475,-0.10168625515910107,-0.4304928931010985,-0.07802212383681531,0.13302693943826716,-0.18953137344292886,0.2560530949662153,0.6127435575234753,0.2256218561380251,0.41992778777671486,0.4224331401475296
